,0
code,TSLA
trade_days,15
win_days,7
win_sells,11
lose_sells,13
max_1d_profit,839.1600000000011
max_1d_lost,-356.7200000000007
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,101090.05600000001
total_profit_rate,0.010900560000000059
buy_nums,25
sell_nums,24
avg_win_sell_profit,283.90472727272703
avg_lose_sell_profit,-156.37661538461495
