,0
code,AAPL
trade_days,9
win_days,5
win_sells,5
lose_sells,5
max_1d_profit,143.3349999999967
max_1d_lost,-117.3899999999941
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100064.383
total_profit_rate,0.0006438300000000119
buy_nums,10
sell_nums,10
avg_win_sell_profit,85.90099999999894
avg_lose_sell_profit,-73.0244000000001
