,0
code,PDD
trade_days,17
win_days,7
win_sells,9
lose_sells,22
max_1d_profit,1009.1600000000061
max_1d_lost,-578.499999999998
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,99452.4880000001
total_profit_rate,-0.005475119999999056
buy_nums,35
sell_nums,32
avg_win_sell_profit,362.30122222222417
avg_lose_sell_profit,-173.10104545454334
