,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
210,2024-01-03 02:01:00,47.915,47.885,47.915,47.885,124200,1704218460,,,,,1.0,,,,,,-14.662820141074675,11.532803395768774,-8.98995992211286,-78.28188129612465,1,0,50024.655,47.915:1043.0;,47.915:1043.0;,,0.0,47.915;
262,2024-01-03 02:53:00,47.87,47.845,47.87,47.835,140800,1704221580,,,,,,,,,,,75.55456546139538,34.42614257501024,-11.236460352218929,-57.557500044843216,0,0,99953.065,,,47.87:1043.0;,-46.93500000000178,
338,2024-01-03 04:09:00,47.164,47.175,47.175,47.145,137944,1704226140,,,,,1.0,,,,,,-5.896852410025545,6.072505436562118,-19.09139380672697,-74.10613947933827,1,0,49959.225,47.164:1060.0;,47.164:1060.0;,,0.0,47.164;
386,2024-01-03 04:57:00,47.79,47.825,47.825,47.79,359712,1704229020,,,,,,,,,,,120.7621629885088,12.021684117310684,-20.70157425820308,82.79020368635199,0,0,100616.625,,,47.79:1060.0;,663.5599999999976,47.79;
46,2024-01-03 23:17:00,46.615,46.659,46.685,46.615,261880,1704295020,1.0,,,,,,,,,,-3.237038908399789,16.667135342213683,11.012132278725232,-77.64105760258853,1,0,50319.04,46.615:1079.0;,46.615:1079.0;,,0.0,46.615;
68,2024-01-03 23:39:00,46.53,46.495,46.555,46.495,418602,1704296340,,,,,,,,,,,11.325715799587885,11.212874457015992,9.655727295628015,-66.44781081570976,0,0,100524.91,,,46.53:1079.0;,-91.71500000000091,
71,2024-01-03 23:42:00,46.535,46.51,46.562,46.51,270712,1704296520,,,,,,,,,1.0,,7.897935382282021,8.76770529710548,9.655727295628015,-73.82420219068386,1,0,50220.575000000004,46.535:1081.0;,46.535:1081.0;,,0.0,46.535;
127,2024-01-04 00:38:00,46.739,46.732,46.739,46.709,195348,1704299880,,,,,,,,,,,50.25160579402254,22.56996656917465,8.624028527856197,48.638320937443886,0,0,100745.43400000001,,,46.739:1081.0;,220.52400000000068,
296,2024-01-05 03:27:00,45.955,45.905,45.955,45.886,70820,1704396420,1.0,,,,,,,,,,-5.222379284219059,15.894020142210977,7.895546994599147,-75.36255297402816,1,0,50378.75400000001,45.955:1096.0;,45.955:1096.0;,,0.0,45.955;
348,2024-01-05 04:19:00,45.885,45.855,45.885,45.847,87752,1704399540,,,,,,,,,,,68.43955455476505,6.451801109290642,6.940831181899849,-24.49734580863471,0,0,100668.714,,,45.885:1096.0;,-76.72000000000031,
387,2024-01-05 04:58:00,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1.0,,-0.8665576274715647,8.833362890717225,6.642510981571771,-75.26683307382747,1,0,100668.714,,,,0.0,
280,2024-02-14 03:11:00,55.915,55.891,55.936,55.891,192396,1707851460,,,,,,,,,1.0,,-6.81114411492176,13.328335538516306,1.5701620970461363,-74.36173540805012,1,0,50345.21400000001,55.915:900.0;,55.915:900.0;,,0.0,55.915;
282,2024-02-14 03:13:00,55.905,55.83,55.905,55.83,105644,1707851580,,,,,1.0,,,,,,-7.960260917554347,13.328335538516306,1.5701620970461363,-76.49034519677721,1,0,30.714000000007218,55.915:900.0;55.905:900.0;,55.905:900.0;,,0.0,55.915;55.905;
286,2024-02-14 03:17:00,55.795,55.755,55.795,55.735,250936,1707851820,,,,,,,1.0,,,,-6.443127937257767,9.48931891638317,1.5701620970461363,-69.14905967158724,1,0,30.714000000007218,55.915:900.0;55.905:900.0;,,,0.0,55.915;55.905;
318,2024-02-14 03:49:00,55.855,55.875,55.885,55.855,172536,1707853740,,,,,,,,,,,76.56413136674061,9.279643502730202,-4.391350350778453,46.30153665958597,0,0,100569.714,,,55.855:900.0;55.855:900.0;,-99.00000000000588,
346,2024-03-06 04:17:00,58.035,58.015,58.041,58.015,151040,1709669820,,,1.0,,,,,,,,14.907685189997409,4.019394209072292,-11.530776186716508,-62.00736621304123,1,0,50311.40400000001,58.035:866.0;,58.035:866.0;,,0.0,58.035;
386,2024-03-06 04:57:00,58.725,58.74,58.775,58.725,444664,1709672220,,,,,,,,,,,122.44648079384078,24.610283726768458,-16.718112203891366,80.56617689872513,0,0,101167.25400000002,,,58.725:866.0;,597.5400000000042,58.725;
235,2024-04-16 01:26:00,57.156,57.045,57.156,57.045,244980,1713201960,,,1.0,,,,,,,,4.617769881920438,-3.759750060346129,8.490702580457551,-78.05907775321465,1,0,50641.35000000001,57.156:884.0;,57.156:884.0;,,0.0,57.156;
