,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
210,2024-01-03 02:01:00,47.915,47.885,47.915,47.885,124200,1704218460,,,,,1.0,,,,,,-14.662820141074675,11.532803395768774,-8.98995992211286,-78.28188129612465,1,0,50024.655,47.915:1043.0;,47.915:1043.0;,,0.0,47.915;
266,2024-01-03 02:57:00,47.8,47.715,47.8,47.715,399288,1704221820,,,,,,,,,,,38.37204286224967,32.562811828559504,-11.236460352218929,-74.63710241104489,0,0,99880.055,,,47.8:1043.0;,-119.94500000000207,
338,2024-01-03 04:09:00,47.164,47.175,47.175,47.145,137944,1704226140,,,,,1.0,,,,,,-5.896852410025545,6.072505436562118,-19.09139380672697,-74.10613947933827,1,0,49886.21499999999,47.164:1060.0;,47.164:1060.0;,,0.0,47.164;
386,2024-01-03 04:57:00,47.79,47.825,47.825,47.79,359712,1704229020,,,,,,,,,,,120.7621629885088,12.021684117310684,-20.70157425820308,82.79020368635199,0,0,100543.61499999999,,,47.79:1060.0;,663.5599999999976,47.79;
46,2024-01-03 23:17:00,46.615,46.659,46.685,46.615,261880,1704295020,1.0,,,,,,,,,,-3.237038908399789,16.667135342213683,11.012132278725232,-77.64105760258853,1,0,50292.64499999999,46.615:1078.0;,46.615:1078.0;,,0.0,46.615;
69,2024-01-03 23:40:00,46.46,46.43,46.46,46.405,681552,1704296400,,,,,,,,,,,8.988900990359191,8.76770529710548,9.655727295628015,-72.39511708453549,0,0,100376.525,,,46.46:1078.0;,-167.09000000000123,
71,2024-01-03 23:42:00,46.535,46.51,46.562,46.51,270712,1704296520,,,,,,,,,1.0,,7.897935382282021,8.76770529710548,9.655727295628015,-73.82420219068386,1,0,50118.725,46.535:1080.0;,46.535:1080.0;,,0.0,46.535;
130,2024-01-04 00:41:00,46.645,46.565,46.645,46.565,164116,1704300060,,,,,,,,,,,27.922026896397256,21.35157849709347,8.624028527856197,-10.666562965710275,0,0,100495.32500000001,,,46.645:1080.0;,118.80000000000706,
296,2024-01-05 03:27:00,45.955,45.905,45.955,45.886,70820,1704396420,1.0,,,,,,,,,,-5.222379284219059,15.894020142210977,7.895546994599147,-75.36255297402816,1,0,50266.51000000002,45.955:1093.0;,45.955:1093.0;,,0.0,45.955;
380,2024-01-05 04:51:00,45.775,45.705,45.775,45.705,735052,1704401460,,,,,,,,,,,16.975937645754613,12.40321874227353,6.642510981571771,-55.686216516706544,0,0,100298.58500000002,,,45.775:1093.0;,-196.7399999999997,
387,2024-01-05 04:58:00,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1.0,,-0.8665576274715647,8.833362890717225,6.642510981571771,-75.26683307382747,1,0,100298.58500000002,,,,0.0,
280,2024-02-14 03:11:00,55.915,55.891,55.936,55.891,192396,1707851460,,,,,,,,,1.0,,-6.81114411492176,13.328335538516306,1.5701620970461363,-74.36173540805012,1,0,50198.745000000024,55.915:896.0;,55.915:896.0;,,0.0,55.915;
282,2024-02-14 03:13:00,55.905,55.83,55.905,55.83,105644,1707851580,,,,,1.0,,,,,,-7.960260917554347,13.328335538516306,1.5701620970461363,-76.49034519677721,1,0,51.960000000020955,55.915:896.0;55.905:897.0;,55.905:897.0;,,0.0,55.915;55.905;
286,2024-02-14 03:17:00,55.795,55.755,55.795,55.735,250936,1707851820,,,,,,,1.0,,,,-6.443127937257767,9.48931891638317,1.5701620970461363,-69.14905967158724,1,0,51.960000000020955,55.915:896.0;55.905:897.0;,,,0.0,55.915;55.905;
321,2024-02-14 03:52:00,55.755,55.757,55.775,55.735,94992,1707853920,,,,,,,,,,,54.14450785309776,7.335714883738845,-4.391350350778453,-63.64671889911105,0,0,100020.67500000002,,,55.755:896.0;55.755:897.0;,-277.90999999999565,
346,2024-03-06 04:17:00,58.035,58.015,58.041,58.015,151040,1709669820,,,1.0,,,,,,,,14.907685189997409,4.019394209072292,-11.530776186716508,-62.00736621304123,1,0,50052.54000000002,58.035:861.0;,58.035:861.0;,,0.0,58.035;
386,2024-03-06 04:57:00,58.725,58.74,58.775,58.725,444664,1709672220,,,,,,,,,,,122.44648079384078,24.610283726768458,-16.718112203891366,80.56617689872513,0,0,100614.76500000001,,,58.725:861.0;,594.0900000000041,58.725;
235,2024-04-16 01:26:00,57.156,57.045,57.156,57.045,244980,1713201960,,,1.0,,,,,,,,4.617769881920438,-3.759750060346129,8.490702580457551,-78.05907775321465,1,0,50317.485000000015,57.156:880.0;,57.156:880.0;,,0.0,57.156;
239,2024-04-16 01:30:00,56.56,56.485,56.6,56.485,538296,1713202200,,,,,,,,,,,-2.6050470137999326,-5.766350710587794,3.170561631229674,-78.76387097180017,0,0,100090.28500000002,,,56.56:880.0;,-524.479999999997,
