,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao
0,2024-02-06 22:31:00,144.45,145.0,145.0,143.97,1304528,1707229860,,,,,,,,,,,84.09463179438204,32.50809355338113,0.19257142857143045,88.83726168407537,27.547915205284003
1,2024-02-06 22:32:00,145.04,144.63,145.04,144.438,201067,1707229920,,,,,,,,,,,86.1968329200817,32.50809355338113,0.19257142857143045,88.83726168407537,69.97949954184453
2,2024-02-06 22:33:00,144.725,144.58,144.725,144.57,141122,1707229980,,,,,,,,,,,87.46938870200324,32.50809355338113,0.19257142857143045,88.83726168407537,72.04117495865736
3,2024-02-06 22:34:00,144.62,144.62,144.62,144.5,123379,1707230040,,,,,,,,,,,88.9387949006292,32.50809355338113,0.19257142857143045,88.83726168407537,72.049706750788
4,2024-02-06 22:35:00,144.755,144.62,144.755,144.55,148502,1707230100,,,,,,,,,,,90.16624617463503,40.358590787993364,0.29321428571428904,88.83726168407537,72.02706013933303
5,2024-02-06 22:36:00,144.65,144.54,144.65,144.46,158458,1707230160,,,,,,,,,,,90.34429053062276,40.358590787993364,0.29321428571428904,88.83726168407537,71.51952317357946
6,2024-02-06 22:37:00,144.55,144.7,144.759,144.55,171226,1707230220,,,,,,,,,,,92.08756309483914,40.358590787993364,0.29321428571428904,88.83726168407537,69.66512575950863
7,2024-02-06 22:38:00,144.594,144.51,144.66,144.51,128148,1707230280,,,,,,,,,,,91.50391630492592,40.358590787993364,0.29321428571428904,88.83726168407537,70.08098862838011
8,2024-02-06 22:39:00,144.44,144.27,144.45,144.27,143032,1707230340,,,,,,,,,,,88.32387684968731,40.358590787993364,0.29321428571428904,88.83726168407537,67.09362042579312
9,2024-02-06 22:40:00,144.32,144.34,144.402,144.32,85854,1707230400,,,,,,,,,,,86.1586894468783,44.707205764364744,0.31957142857142984,88.83726168407537,58.61034272842653
10,2024-02-06 22:41:00,144.39,144.21,144.449,144.21,131533,1707230460,,,,,,,,,,,82.58072057507829,44.707205764364744,0.31957142857142984,88.83726168407537,52.23998981823337
11,2024-02-06 22:42:00,144.33,144.21,144.33,144.165,90452,1707230520,,,,,,,,,,,79.25426276365707,44.707205764364744,0.31957142857142984,88.83726168407537,39.44048354661607
12,2024-02-06 22:43:00,144.28,144.548,144.548,144.28,129615,1707230580,,,,,,,,,,,79.76374464392741,44.707205764364744,0.31957142857142984,88.83726168407537,27.403179745204344
13,2024-02-06 22:44:00,144.48,144.46,144.53,144.44,57602,1707230640,,,,,,,,,,,79.17297554352645,44.707205764364744,0.31957142857142984,88.83726168407537,42.234147368361974
14,2024-02-06 22:45:00,144.54,144.64,144.68,144.54,83820,1707230700,,,,,,,,,,,80.63388629833129,51.4387013365147,0.34635714285714414,88.83726168407537,44.34999648833514
15,2024-02-06 22:46:00,144.582,144.69,144.69,144.56,93887,1707230760,,,,,,,,,,,82.45279704278207,51.4387013365147,0.34635714285714414,88.83726168407537,52.583623545589795
16,2024-02-06 22:47:00,144.7,144.54,144.739,144.54,62743,1707230820,,,,,,,,,,,82.32696079817867,51.4387013365147,0.34635714285714414,88.83726168407537,57.394443275961834
17,2024-02-06 22:48:00,144.58,144.44,144.58,144.33,91484,1707230880,,,,,,,,,,,81.03356287204765,51.4387013365147,0.34635714285714414,88.83726168407537,55.093493074449405
18,2024-02-06 22:49:00,144.375,144.5,144.5,144.325,91186,1707230940,,,,,,,,,,,80.51187490280272,51.4387013365147,0.34635714285714414,88.83726168407537,49.19724227138284
19,2024-02-06 22:50:00,144.5,144.46,144.5,144.35,77304,1707231000,,,,,,,,,,,79.54969478046638,55.71852047618948,0.3577142857142884,88.83726168407537,46.75449162216053
20,2024-02-06 22:51:00,144.39,144.22,144.39,144.212,78320,1707231060,,,,,,,,,,,75.93588405620149,55.71852047618948,0.3577142857142884,88.83726168407537,42.56261856098944
21,2024-02-06 22:52:00,144.28,144.34,144.37,144.23,96403,1707231120,,,,,,,,,,,74.03615937938238,55.71852047618948,0.3577142857142884,88.83726168407537,23.25834453431595
22,2024-02-06 22:53:00,144.27,144.275,144.33,144.25,46375,1707231180,,,,,,,,,,,71.57755080265467,55.71852047618948,0.3577142857142884,88.83726168407537,17.11626139050078
23,2024-02-06 22:54:00,144.29,144.315,144.338,144.27,83939,1707231240,,,,,,,,,,,69.81330210886952,55.71852047618948,0.3577142857142884,88.83726168407537,7.0539112439637845
24,2024-02-06 22:55:00,144.29,144.27,144.305,144.27,63648,1707231300,,,,,,,,,,,67.60678820353323,57.7087544664805,0.36185714285714504,88.83726168407537,3.9299749798411088
25,2024-02-06 22:56:00,144.24,144.148,144.25,144.085,83718,1707231360,,,,,,,,,,,64.2275747163885,57.7087544664805,0.36185714285714504,88.83726168407537,-2.1699498172217764
26,2024-02-06 22:57:00,144.18,144.09,144.18,144.09,47308,1707231420,,,,,,,,,,,60.541761786545365,57.7087544664805,0.36185714285714504,88.83726168407537,-16.50415172724166
27,2024-02-06 22:58:00,144.16,144.173,144.185,144.12,47998,1707231480,,,,,,,,,,,58.20338512552132,57.7087544664805,0.36185714285714504,88.83726168407537,-28.681315426998616
28,2024-02-06 22:59:00,144.158,144.2,144.2,144.15,68568,1707231540,,,,,,,,,,,56.43040547988974,57.7087544664805,0.36185714285714504,88.83726168407537,-29.57750682131159
29,2024-02-06 23:00:00,144.23,144.13,144.23,144.13,56095,1707231600,,,,,,,,,,,54.054968421314825,58.129048521400065,0.361142857142858,93.13180738074763,-27.872449679340377
30,2024-02-06 23:01:00,144.02,144.15,144.16,143.985,89106,1707231660,,,,,,,,,,,52.17659222630142,58.129048521400065,0.361142857142858,93.13180738074763,-31.294742848193486
31,2024-02-06 23:02:00,144.11,144.01,144.11,144.01,86950,1707231720,,,,,,,,,,,48.91387764168455,58.129048521400065,0.361142857142858,93.13180738074763,-31.676929337140837
32,2024-02-06 23:03:00,143.98,144.05,144.05,143.98,79328,1707231780,,,,,,,,,,,46.482372881875364,58.129048521400065,0.361142857142858,93.13180738074763,-40.049769797735294
33,2024-02-06 23:04:00,144.05,144.087,144.087,143.966,95299,1707231840,,,,,,,,,,,44.762064962531184,58.129048521400065,0.361142857142858,93.13180738074763,-42.218182151469925
34,2024-02-06 23:05:00,144.14,144.1,144.166,144.06,85841,1707231900,,,,,,,,,,,43.404130600196794,58.19480785439751,0.3650714285714299,93.13180738074763,-41.23381548372918
