,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
198,2024-04-18 00:49:00,84.555,84.663,84.663,84.555,128460.0,108320768.0,1713372540,,,1.0,,,,,,,,6.430896116484519,-15.751694951601516,0.2782857142857163,12.066991609810673,-72.77590019470226,1,0,50027.994999999995,84.555:591.0;,84.555:591.0;,,0.0,84.555;
210,2024-04-18 01:01:00,84.649,84.717,84.731,84.649,123740.0,104404992.0,1713373260,,,,,,,,,,,42.064474758788826,-12.613446999743104,0.2812857142857154,8.211060027789003,75.8019664178393,0,0,100055.554,,,84.649:591.0;,55.553999999996506,
8,2024-04-18 21:39:00,83.52,83.02,83.52,83.02,452798.0,376848640.0,1713447540,1.0,,,,,,,,1.0,,13.026996965823116,16.62140427822284,0.671999999999999,4.39544766459391,-75.48830199919814,1,0,50110.594000000005,83.52:598.0;,83.52:598.0;,,0.0,83.52;
9,2024-04-18 21:40:00,82.905,82.604,82.905,82.604,912061.0,754240512.0,1713447600,,,,,,,,,,,9.256743450533603,12.839730020471784,0.7764285714285707,4.39544766459391,-76.88601574150636,0,0,99687.78400000001,,,82.905:598.0;,-367.7699999999969,
11,2024-04-18 21:42:00,82.981,83.286,83.286,82.944,417055.0,346831360.0,1713447720,,,,,,,1.0,,,,6.912949822426299,12.839730020471784,0.7764285714285707,4.39544766459391,-76.00061361581865,1,0,49733.222000000016,82.981:602.0;,82.981:602.0;,,0.0,82.981;
18,2024-04-18 21:49:00,84.187,84.563,84.563,84.165,347333.0,293166592.0,1713448140,,1.0,,,,,,,,,21.207148134477208,14.226570340392025,0.8437142857142855,4.39544766459391,75.81348313310451,0,1,75073.50900000002,82.981:301.0;,,84.187:301;,363.00600000000094,84.35;
22,2024-04-18 21:53:00,84.259,84.443,84.572,84.259,236233.0,199479296.0,1713448380,,,,,,,,,,,30.87859368001567,18.55795151962122,0.8925714285714282,4.39544766459391,77.30404584257923,0,0,100435.46800000002,,,84.259:301.0;,384.67800000000176,
278,2024-04-20 02:09:00,79.277,79.044,79.277,79.033,294208.0,232370176.0,1713550140,,,,,1.0,,,,,,-0.2201610327057395,0.1166044841711055,0.3509285714285722,14.00116955703376,-60.38356990910549,1,0,50253.12700000002,79.277:633.0;,79.277:633.0;,,0.0,79.277;
279,2024-04-20 02:10:00,78.996,78.933,79.122,78.933,216988.0,170905600.0,1713550200,,,,,,,,,,,1.7383891985196414,0.8186652268337333,0.3930000000000007,14.00116955703376,-40.36790447929824,0,0,100257.59500000002,,,78.996:633.0;,-177.87300000000374,
24,2024-06-21 21:55:00,125.46,124.97,125.46,124.97,2464024.0,307318784.0,1718978100,1.0,,,,,,,,1.0,,-13.7201498832858,7.549272116311485,1.4226428571428542,14.17295246274884,-76.43822277872134,1,0,50199.055000000015,125.46:399.0;,125.46:399.0;,,0.0,125.46;
35,2024-06-21 22:06:00,126.1,126.19,126.19,126.0,1091728.0,137023488.0,1718978760,,,,,,,,,,,7.753657977901206,8.790267946806331,1.4993571428571388,8.07516086468641,5.854023947652284,0,0,100512.95500000002,,,126.1:399.0;,255.36000000000024,
15,2024-06-24 21:46:00,122.841,122.87,122.94,122.46,2619520.0,320923648.0,1719236760,1.0,,,,,,,,,,5.822589248124075,6.77086745480738,0.9230714285714268,4.376084287804588,-73.88702227307208,1,0,50270.98600000002,122.841:409.0;,122.841:409.0;,,0.0,122.841;
18,2024-06-24 21:49:00,122.76,122.24,122.76,122.24,2636140.0,322441728.0,1719236940,,,,,,,,,,,-0.8215106981809299,6.77086745480738,0.9230714285714268,4.376084287804588,-74.50254807189648,0,0,100479.82600000003,,,122.76:409.0;,-33.12899999999544,
21,2024-06-24 21:52:00,121.8,122.255,122.255,121.8,2113144.0,257652736.0,1719237120,,,,,,,,,1.0,,-4.720973673252516,4.025394225831235,1.0394999999999988,4.376084287804588,-77.11998508207427,1,0,50298.22600000003,121.8:412.0;,121.8:412.0;,,0.0,121.8;
44,2024-06-24 22:15:00,122.97,122.84,122.97,122.77,949776.0,116431872.0,1719238500,,,,,,,,,,,30.4637300358486,13.509223829174047,1.2302857142857124,2.0946456828208966,29.70507343110863,0,0,100961.86600000004,,,122.97:412.0;,482.0400000000007,
61,2024-06-24 22:32:00,121.45,121.57,121.665,121.45,1887544.0,229396480.0,1719239520,,,,,,,1.0,,,,14.264655457689535,8.247013598235569,1.2933571428571429,-0.8467088734686286,-75.7194276705596,1,0,50803.01600000004,121.45:413.0;,121.45:413.0;,,0.0,121.45;
64,2024-06-24 22:35:00,121.12,121.43,121.43,121.089,1456840.0,176513024.0,1719239700,,,,,,,,,,,13.501235858982156,7.332385417299598,1.2524999999999995,-0.8467088734686286,-71.46102680810529,0,0,100825.57600000004,,,121.12:413.0;,-136.28999999999928,
81,2024-06-24 22:52:00,118.98,119.145,119.164,118.98,2628896.0,313114624.0,1719240720,,,1.0,,,,,,,,-0.719493180054755,1.9247153517032205,1.1076428571428565,-0.8467088734686286,-73.22955926580511,1,0,50616.01600000004,118.98:422.0;,118.98:422.0;,,0.0,118.98;
84,2024-06-24 22:55:00,118.79,119.28,119.28,118.79,2218912.0,264095744.0,1719240900,,,,,,,,,,,3.5549969706821187,2.056126701495735,1.0729999999999993,-0.8467088734686286,27.44186199123441,0,0,100745.39600000004,,,118.79:422.0;,-80.17999999999904,
35,2024-07-17 22:06:00,119.3,119.209,119.3,119.185,2042592.0,243321856.0,1721225160,1.0,,,,,,,,1.0,,-11.875788649534726,16.28297287589706,1.026142857142856,11.017449878133348,-77.54472127113387,1,0,50400.79600000004,119.3:422.0;,119.3:422.0;,,0.0,119.3;
37,2024-07-17 22:08:00,118.74,118.71,118.96,118.65,2058584.0,244619264.0,1721225280,,,,,,,,,,,-11.6074229405818,16.28297287589706,1.026142857142856,11.017449878133348,-75.26539635413876,0,0,100509.07600000003,,,118.74:422.0;,-236.32000000000096,
194,2024-07-18 00:45:00,117.4,117.09,117.4,117.09,1262912.0,148187136.0,1721234700,,,,,,,1.0,,,,4.127616000965936,-5.856795043608152,0.4385714285714306,5.979289052274929,-68.73671289013134,1,0,50144.476000000024,117.4:429.0;,117.4:429.0;,,0.0,117.4;
195,2024-07-18 00:46:00,117.21,116.948,117.31,116.948,2287440.0,267663360.0,1721234760,,,,,,,,,,,2.3864840609013243,-5.856795043608152,0.4385714285714306,5.979289052274929,-73.70191056988128,0,0,100427.56600000002,,,117.21:429.0;,-81.51000000000512,
115,2024-07-18 23:26:00,116.77,117.065,117.065,116.77,1066736.0,124255232.0,1721316360,,,1.0,,,,,,,,-5.717819863614487,17.085815539274634,0.7656428571428587,15.996207234919613,-78.10373717235913,1,0,50216.46600000002,116.77:430.0;,116.77:430.0;,,0.0,116.77;
