,code,total_profit_rate
0,AAPL,0.002765200000000023
1,AMD,-0.027889440000001375
2,BABA,0.0009353100000002446
3,GOOGL,0.00016366999999961607
4,MSFT,0.00010339000000003651
5,NVDA,0.010175440000000036
6,PDD,0.004967630000000112
7,TSLA,0.009474890000000347
8,平均,8.701124999987986e-05
