,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
176,2024-01-31 01:27:00,173.56,173.32,173.772,173.32,450756,78152704.0,1706635620,,,,,,,1.0,,,,-20.673682056541608,18.528427002820607,0.6387142857142842,17.405262175828085,-78.59631934701301,1,0,50014.72,173.56:288.0;,173.56:288.0;,,0.0,173.56;
178,2024-01-31 01:29:00,173.704,173.87,173.87,173.635,293084,50898432.0,1706635740,,,,,1.0,,,,,,-18.714608044142395,18.528427002820607,0.6387142857142842,17.405262175828085,-78.10924139477176,1,0,161.67199999999866,173.56:288.0;173.704:287.0;,173.704:287.0;,,0.0,173.704;173.704;
183,2024-01-31 01:34:00,173.27,172.836,173.3,172.836,561344,97102848.0,1706636040,,,,,,,,,,,-18.3986873962912,13.663939884001252,0.651214285714285,11.640533244621253,-76.47105872210616,0,0,99791.92199999999,,,173.27:288.0;173.27:287.0;,-208.077999999997,
264,2024-01-31 02:55:00,170.22,170.43,170.43,170.04,358208,60945408.0,1706640900,,,1.0,,,,,,,,4.563868913017743,-10.86616081377604,0.7042857142857132,3.4363040238959,-3.350646555155889,1,0,49917.46199999999,170.22:293.0;,170.22:293.0;,,0.0,170.22;
276,2024-01-31 03:07:00,170.85,170.67,170.85,170.67,298816,51088384.0,1706641620,,,,,,,,,,,44.65676712790956,-7.286880707993816,0.7133571428571405,0.4047910040660269,80.39543755722814,0,0,99976.51199999999,,,170.85:293.0;,184.58999999999867,
46,2024-03-13 22:17:00,193.74,192.89,193.74,192.72,630604,121919744.0,1710339420,,,,,,,1.0,,,,-9.137940720946707,7.930017418352293,1.781785714285712,19.01633858366704,-76.267981926428,1,0,49991.59199999998,193.74:258.0;,193.74:258.0;,,0.0,193.74;
47,2024-03-13 22:18:00,192.77,193.2,193.445,192.77,541380,104612352.0,1710339480,,,,,,,,,,,-8.083416524204686,7.930017418352293,1.781785714285712,19.01633858366704,-76.92575843259094,0,0,99726.25199999998,,,192.77:258.0;,-250.2599999999997,
224,2024-03-15 01:15:00,189.269,189.588,189.588,189.269,313968,59442176.0,1710436500,,,,,1.0,,,,,,-8.943914184708397,-7.57093568336667,0.5745714285714294,3.077444843068413,-77.61653075194118,1,0,49948.504999999976,189.269:263.0;,189.269:263.0;,,0.0,189.269;
226,2024-03-15 01:17:00,189.2,189.24,189.38,189.2,180256,34085888.0,1710436620,,,,,,,,,,,-10.793033771867712,-7.57093568336667,0.5745714285714294,3.077444843068413,-76.39556669723055,0,0,99708.10499999998,,,189.2:263.0;,-18.147000000004425,
233,2024-03-15 01:24:00,188.665,188.74,188.84,188.665,213272,40226304.0,1710437040,,,,,,,1.0,,,,-9.345607196518031,-9.546639098662716,0.5794285714285711,3.077444843068413,-72.50083220714879,1,0,49900.544999999984,188.665:264.0;,188.665:264.0;,,0.0,188.665;
238,2024-03-15 01:29:00,188.664,188.599,188.81,188.41,218524,41199616.0,1710437340,,,,,,,,,,,-1.3354745664119818,-9.82723509536372,0.589499999999999,3.077444843068413,44.47070547107837,0,0,99707.84099999999,,,188.664:264.0;,-0.26400000000126056,
255,2024-03-15 01:46:00,187.13,186.49,187.13,186.49,418732,78171136.0,1710438360,,,1.0,,,,,,,,-2.70672041907342,-12.502001129360906,0.7312142857142833,1.5097187397147067,-68.04833937345678,1,0,49931.260999999984,187.13:266.0;,187.13:266.0;,,0.0,187.13;
256,2024-03-15 01:47:00,186.645,186.86,186.86,186.34,323736,60331008.0,1710438420,,,,,,,,,,,-0.8445673371211591,-12.502001129360906,0.7312142857142833,1.5097187397147067,-73.43181221880147,0,0,99578.83099999998,,,186.645:266.0;,-129.00999999999607,
135,2024-03-20 23:46:00,178.81,178.95,179.0,178.712,163022,29147648.0,1710949560,,,,,,,1.0,,1.0,,-1.420561315948504,-6.716192648527922,0.5561428571428634,12.101640015918989,-75.08344231867771,1,0,49869.650999999976,178.81:278.0;,178.81:278.0;,,0.0,178.81;
138,2024-03-20 23:49:00,178.371,178.185,178.428,178.185,279986,49918976.0,1710949740,,,,,,,,,,,-6.545850397785578,-6.716192648527922,0.5561428571428634,12.101640015918989,-75.85066526372678,0,0,99456.78899999998,,,178.371:278.0;,-122.04199999999804,
