,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,manxian,jw1D
0,2024-08-08 21:31:00,195.7,195.59,195.92,189.72,2770971,536760000.0,1723123860,,,,,,,,,,,16.091058247987306,8.834756031173661,1.007642857142857,38.40795501439622,-65.76470134857064,40.52254885950777,30.44013257392926
1,2024-08-08 21:32:00,194.9,194.276,194.9,194.245,384108,74758656.0,1723123920,,,,,,,,,,,25.518119843951894,8.834756031173661,1.007642857142857,38.40795501439622,43.45006647993841,40.90642422319515,30.44013257392926
2,2024-08-08 21:33:00,194.596,194.05,194.596,193.84,402308,78101632.0,1723123980,,,,,,,,,,,33.37968704231534,8.834756031173661,1.007642857142857,38.40795501439622,65.31391144685975,41.79636903112036,30.44013257392926
3,2024-08-08 21:34:00,193.66,194.04,194.04,193.463,361057,69935296.0,1723124040,,,,,,,,,,,40.38612414246917,8.834756031173661,1.007642857142857,38.40795501439622,69.8723994735049,42.936815990993296,30.44013257392926
4,2024-08-08 21:35:00,194.03,194.715,194.715,193.94,489557,95125056.0,1723124100,,,,,,,,,,,48.38259006352706,17.79378098914946,1.4205,38.40795501439622,71.40582810686988,44.213099402510316,30.44013257392926
5,2024-08-08 21:36:00,194.97,195.43,195.43,194.52,378711,73824704.0,1723124160,1.0,,,,,,,,,,57.34959096485376,17.79378098914946,1.4205,38.40795501439622,73.57151791277359,45.712595806809105,30.44013257392926
6,2024-08-08 21:37:00,195.36,195.59,195.644,195.24,378368,73972544.0,1723124220,,,,,,,,,,,65.73366831378239,17.79378098914946,1.4205,38.40795501439622,75.62351225823055,47.496044739930056,30.44013257392926
7,2024-08-08 21:38:00,195.45,194.85,195.45,194.71,339991,66376960.0,1723124280,,,,,,,,,,,71.26110097012356,17.79378098914946,1.4205,38.40795501439622,76.44058207450097,49.465425012857736,30.44013257392926
8,2024-08-08 21:39:00,194.337,194.65,194.7,194.17,312067,60713792.0,1723124340,,,,,,,,,,,75.62384041206393,17.79378098914946,1.4205,38.40795501439622,75.2365208740289,51.342483237307654,30.44013257392926
9,2024-08-08 21:40:00,195.3,195.11,195.495,195.07,359932,70280960.0,1723124400,,,,,,,,,,,80.64282112787929,26.55173583462959,1.4822142857142881,38.40795501439622,73.54627301245353,53.08095010561225,30.44013257392926
10,2024-08-08 21:41:00,194.735,193.84,194.735,193.84,324076,63013632.0,1723124460,,,,,,,,,,,81.77690631478224,26.55173583462959,1.4822142857142881,38.40795501439622,72.93635626404713,54.810295422529535,30.44013257392926
11,2024-08-08 21:42:00,194.1,194.125,194.17,193.94,252067,48938368.0,1723124520,,,,,,,,,,,83.45609844928987,26.55173583462959,1.4822142857142881,38.40795501439622,68.51555943880834,56.202856133896134,30.44013257392926
12,2024-08-08 21:43:00,194.19,193.61,194.408,193.61,355073,68915840.0,1723124580,,,,,,,,,,,83.55649239078895,26.55173583462959,1.4822142857142881,38.40795501439622,65.31696779236891,57.425756272191904,30.44013257392926
13,2024-08-08 21:44:00,193.551,192.941,193.551,192.941,458916,88743680.0,1723124640,,,,,,,,,,,81.85306131342192,26.55173583462959,1.4822142857142881,38.40795501439622,59.4345775484196,58.39811696758892,30.44013257392926
14,2024-08-08 21:45:00,192.81,192.789,192.99,192.789,310566,59956992.0,1723124700,,,,,,,,,,,79.87913638083393,29.912223027021966,1.5092857142857181,38.40795501439622,47.561200254177166,59.03679133455219,30.44013257392926
15,2024-08-08 21:46:00,192.993,193.1,193.51,192.993,347406,67144448.0,1723124760,,,,,,,,,,,78.86335949333929,29.912223027021966,1.5092857142857181,38.40795501439622,32.81820969733615,59.41752422358809,30.44013257392926
16,2024-08-08 21:47:00,192.81,193.095,193.34,192.74,282714,54603904.0,1723124820,,,,,,,,,1.0,,77.89040929740746,29.912223027021966,1.5092857142857181,38.40795501439622,25.607312060001078,59.702299304636526,30.44013257392926
17,2024-08-08 21:48:00,193.1,192.82,193.1,192.82,223789,43226368.0,1723124880,,,,,,,,,,,76.26243396110075,29.912223027021966,1.5092857142857181,38.40795501439622,20.058547971423515,59.92028960407333,30.44013257392926
18,2024-08-08 21:49:00,192.94,192.095,192.94,192.095,339080,65312128.0,1723124940,,,,,,,,,,,72.89400637370228,29.912223027021966,1.5092857142857181,38.40795501439622,10.113225524186491,60.027166859350885,30.44013257392926
19,2024-08-08 21:50:00,192.19,193.065,193.14,192.143,364585,70249088.0,1723125000,,,,,,,,,,,72.3525074514871,33.42572015527191,1.5646428571428592,38.40795501439622,-12.84049129405969,59.890341966934415,30.44013257392926
20,2024-08-08 21:51:00,193.25,192.76,193.3,192.56,318587,61555968.0,1723125060,,,,,1.0,,1.0,,,,71.04581472101239,33.42572015527191,1.5646428571428592,38.40795501439622,-5.5963999235932445,59.83165682765842,30.44013257392926
21,2024-08-08 21:52:00,192.41,192.68,192.68,192.16,199903,38492544.0,1723125120,,,,,,,,,,,69.64036398410143,33.42572015527191,1.5646428571428592,38.40795501439622,-7.664256701831375,59.75114110720902,30.44013257392926
22,2024-08-08 21:53:00,192.3,192.91,192.91,192.3,233854,45094272.0,1723125180,,,,,,,,,,,68.94985234554552,33.42572015527191,1.5646428571428592,38.40795501439622,-10.600940338929737,59.63930946861845,30.44013257392926
23,2024-08-08 21:54:00,192.98,192.364,192.98,192.364,231218,44592512.0,1723125240,,,,,,,,,,,66.8976166944713,33.42572015527191,1.5646428571428592,38.40795501439622,-7.185946125869332,59.56411593907592,30.44013257392926
24,2024-08-08 21:55:00,192.42,192.905,192.905,192.15,273872,52844928.0,1723125300,,,,,,,,,,,66.43901941757812,36.23426737214009,1.5932142857142881,38.40795501439622,-16.81497797101208,59.38411090782532,30.44013257392926
25,2024-08-08 21:56:00,192.93,193.659,193.78,192.93,351510,67987840.0,1723125360,,,,,,,,,,,67.95249281691663,36.23426737214009,1.5932142857142881,38.40795501439622,-10.955901533613723,59.269153870243585,30.44013257392926
26,2024-08-08 21:57:00,193.725,193.668,193.74,193.64,238337,46206592.0,1723125420,,,,,,,,,,,69.30092901694059,36.23426737214009,1.5932142857142881,38.40795501439622,10.201579488743356,59.375813032769784,30.44013257392926
27,2024-08-08 21:58:00,193.431,193.4,193.431,193.29,184144,35684096.0,1723125480,,,,,,,,,,,69.78573628366799,36.23426737214009,1.5932142857142881,38.40795501439622,22.577675832222162,59.622699941458066,30.44013257392926
28,2024-08-08 21:59:00,193.5,193.892,193.97,193.5,230835,44782080.0,1723125540,,,,,,,,,,,71.46011167790536,36.23426737214009,1.5932142857142881,38.40795501439622,24.177068840234448,59.89036891699014,30.44013257392926
29,2024-08-08 22:00:00,193.76,194.225,194.225,193.205,283384,54963456.0,1723125600,,,,,,,,,,,73.78272461540196,41.56842989630264,1.6464285714285742,39.784788433872436,33.24494577356159,60.28295300733282,30.44013257392926
30,2024-08-08 22:01:00,194.15,193.868,194.15,193.65,243897,47382272.0,1723125660,,,,,,,,,,,74.90009761675296,41.56842989630264,1.6464285714285742,39.784788433872436,42.033534441657515,60.82638424097981,30.44013257392926
31,2024-08-08 22:02:00,194.12,194.42,194.42,194.081,231585,45038336.0,1723125720,,,,,,,,,,,77.28559357051034,41.56842989630264,1.6464285714285742,39.784788433872436,41.841519892484385,61.371030424804445,30.44013257392926
32,2024-08-08 22:03:00,194.232,194.978,195.03,194.232,353309,68832000.0,1723125780,,,,,,,,,,,80.81374631007651,41.56842989630264,1.6464285714285742,39.784788433872436,47.3632701284136,62.03757984959611,30.44013257392926
33,2024-08-08 22:04:00,194.99,195.02,195.02,194.83,261897,51084032.0,1723125840,,,,,,,,,,,84.02425346417976,41.56842989630264,1.6464285714285742,39.784788433872436,54.319188632225895,62.90153860109817,30.44013257392926
34,2024-08-08 22:05:00,194.91,194.695,194.91,194.61,160617,31317760.0,1723125900,,,,,,,,,,,85.99977750206477,47.531485130234344,1.6810714285714303,39.784788433872436,57.39619273821418,63.88496364434592,30.44013257392926
35,2024-08-08 22:06:00,194.55,194.71,194.71,194.5,167090,32556288.0,1723125960,,,,,,,,,,,87.74811382857395,47.531485130234344,1.6810714285714303,39.784788433872436,56.485685537389344,64.84964125859923,30.44013257392926
36,2024-08-08 22:07:00,194.652,194.455,194.82,194.455,165180,32187648.0,1723126020,,,,,,,,,,,88.5953174415289,47.531485130234344,1.6810714285714303,39.784788433872436,55.38320574657974,65.7891056113042,30.44013257392926
37,2024-08-08 22:08:00,194.26,194.88,194.88,194.26,182750,35588864.0,1723126080,,,,,,,,,,,90.39226051369533,47.531485130234344,1.6810714285714303,39.784788433872436,52.15195375223171,66.63579036199154,30.44013257392926
38,2024-08-08 22:09:00,194.63,194.895,194.977,194.63,165613,32302080.0,1723126140,,,,,,,,,,,91.97660694637501,47.531485130234344,1.6810714285714303,39.784788433872436,52.67257528478634,67.50964602766618,30.44013257392926
39,2024-08-08 22:10:00,194.85,194.91,194.91,194.45,183647,35799040.0,1723126200,,,,,,,,,,,93.36961622962225,53.240408525793484,1.6876428571428599,39.784788433872436,52.482067955119156,68.38888285866831,30.44013257392926
