,code,total_profit_rate
0,AAPL,0.0009793200000001168
1,AMD,-0.029018290000000002
2,BABA,0.002692890000000281
3,GOOGL,0.0014053799999997896
4,MSFT,-0.0086117
5,NVDA,-0.004630979999999729
6,PDD,-0.0009529499999999524
7,TSLA,0.025300970000000422
8,平均,-0.0016044199999998843
