,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
149,2024-01-17 01:00:00,68.12,68.13,68.13,68.115,27802.0,1939200.0,1705424400,1.0,,,,,,,,,,10.313895741543078,0.1323882254236004,0.1364285714285722,13.64089375310094,-75.69178441583354,1,0,50068.03999999999,68.12:733.0;,68.12:733.0;,,0.0,68.12;
157,2024-01-17 01:08:00,68.01,68.0,68.01,67.99,72144.0,5024896.0,1705424880,,,,,,,,,,,-2.906051923594781,-0.71660855834714,0.1332142857142863,13.64089375310094,-77.88498474731739,0,0,99919.37,,,68.01:733.0;,-80.62999999999958,
383,2024-02-29 04:54:00,72.895,72.86,72.895,72.86,66851.0,4980224.0,1709153640,,,,,,,1.0,,,,24.465849867422374,10.694411208277389,0.0900714285714302,-11.467719382111696,-55.972849676499465,1,0,49986.295,72.895:685.0;,72.895:685.0;,,0.0,72.895;
386,2024-02-29 04:57:00,72.925,72.935,72.94,72.92,59204.0,4416256.0,1709153820,,,,,,,,,,,26.63265157228203,10.386349900282482,0.0997857142857157,-11.467719382111696,-25.439742117828693,0,0,99939.92,,,72.925:685.0;,20.55000000000078,72.965;
371,2024-03-01 04:42:00,72.18,72.19,72.19,72.18,24699.0,1822656.0,1709239320,,,,,1.0,,,,,,1.1424713176239578,8.916400359044289,0.0530714285714282,-33.0821502446765,-74.96275380363302,1,0,49991.35999999999,72.18:692.0;,72.18:692.0;,,0.0,72.18;
386,2024-03-01 04:57:00,72.395,72.38,72.395,72.38,45793.0,3390464.0,1709240220,,,,,,,,,,,78.77797848785305,16.217964997192148,0.0653571428571433,-33.0821502446765,84.41935503651828,0,0,100088.69999999998,,,72.395:692.0;,148.77999999999253,72.395;
313,2024-03-15 02:44:00,71.955,71.94,71.957,71.94,15818.0,1163840.0,1710441840,,,,,,,1.0,,,,0.6153624483887654,13.929044754126624,0.0742142857142858,-3.364420102343871,-76.71639501654998,1,0,50079.974999999984,71.955:695.0;,71.955:695.0;,,0.0,71.955;
321,2024-03-15 02:52:00,71.905,71.89,71.915,71.89,19370.0,1424512.0,1710442320,,,,,,,,,,,-12.486051197296192,9.997372222082063,0.0752857142857144,-3.364420102343871,-76.04263951382286,0,0,100053.94999999998,,,71.905:695.0;,-34.749999999998025,
342,2024-03-15 03:13:00,71.715,71.685,71.715,71.67,23389.0,1716160.0,1710443580,,,,,,,,,1.0,,-12.757567708109196,4.4414302780114525,0.0757857142857147,-8.996706426719697,-76.7093974134936,1,0,50068.59499999998,71.715:697.0;,71.715:697.0;,,0.0,71.715;
364,2024-03-15 03:35:00,71.725,71.695,71.725,71.687,48841.0,3581440.0,1710444900,,,,,,,,,,,30.900967322680977,9.562752190454749,0.0834285714285708,-13.423421493854876,21.025359066168743,0,0,100060.91999999998,,,71.725:697.0;,6.969999999993661,
100,2024-03-25 23:11:00,69.89,69.895,69.895,69.885,17646.0,1262112.0,1711379460,1.0,,,,,,,,,,0.4063867820556872,-6.7239486101678025,0.0901428571428561,-25.777293494779,-73.23778993202367,1,0,50089.569999999985,69.89:715.0;,69.89:715.0;,,0.0,69.89;
126,2024-03-25 23:37:00,69.92,69.939,69.939,69.92,28946.0,2072096.0,1711381020,,,,,,,,,,,37.146576726366405,-7.422964638872216,0.0764285714285719,-28.15648344002868,84.5783547510908,0,0,100082.37,,,69.92:715.0;,21.450000000000813,
260,2024-04-09 01:51:00,70.035,70.02,70.035,70.02,18130.0,1299232.0,1712598660,1.0,,,,,,,,,,-2.6972518940682164,-8.196773126466184,0.0498571428571444,9.194398611959812,-75.14700450432846,1,0,50077.38,70.035:714.0;,70.035:714.0;,,0.0,70.035;
270,2024-04-09 02:01:00,69.98,69.96,69.98,69.96,20100.0,1439424.0,1712599260,,,,,,,,,,,-6.107765689182784,-13.762503182616996,0.0496428571428586,6.600152599162598,-73.78933170168712,0,0,100043.1,,,69.98:714.0;,-39.269999999994724,
322,2024-04-13 02:53:00,69.985,69.965,69.985,69.965,25440.0,1821952.0,1712947980,,,,,1.0,,1.0,,1.0,,-17.287913282516136,4.951961088772467,0.0767857142857165,1.732464850326295,-74.91320580308562,1,0,50073.810000000005,69.985:714.0;,69.985:714.0;,,0.0,69.985;
330,2024-04-13 03:01:00,69.915,69.885,69.915,69.88,37537.0,2685696.0,1712948460,,,,,,,,,,,-8.517550052111332,3.424389334283486,0.0742857142857157,-3.50119445050467,-69.5767138711903,0,0,99993.12000000001,,,69.915:714.0;,-49.97999999999513,
14,2024-04-15 21:45:00,69.345,69.52,69.52,69.345,95683.0,6805152.0,1713188700,1.0,,,,,,,,,,1.7145755071219997,9.608579892372024,0.192071428571427,-12.612392514279136,-76.16597285833134,1,0,50064.72000000001,69.345:720.0;,69.345:720.0;,,0.0,69.345;
84,2024-04-15 22:55:00,69.605,69.63,69.63,69.605,16987.0,1210592.0,1713192900,,,,,,,,,,,62.31168049718585,35.85745622457914,0.1262142857142834,-16.391373053795178,70.51656810920339,0,0,100180.32,,,69.605:720.0;,187.20000000000368,
242,2024-04-16 01:33:00,68.795,68.795,68.795,68.78,53556.0,3772032.0,1713202380,,,,,1.0,,,,1.0,,-0.6551581664462134,-1.1499080671590889,0.0877857142857162,-23.39626604684277,-75.437601034807,1,0,50235.15000000001,68.795:726.0;,68.795:726.0;,,0.0,68.795;
256,2024-04-16 01:47:00,68.84,68.855,68.875,68.84,33174.0,2338368.0,1713203220,,,,,,,,,,,23.27910178122937,0.0184213258070826,0.0922857142857174,-23.39626604684277,78.85625944064914,0,0,100212.99000000002,,,68.84:726.0;,32.67000000000124,
336,2024-04-16 03:07:00,68.565,68.55,68.565,68.55,14940.0,1048640.0,1713208020,,,,,,,1.0,,,,10.524688953391866,-1.3447556551434126,0.0873571428571427,-25.11427893704537,-74.60690875588816,1,0,50229.105000000025,68.565:729.0;,68.565:729.0;,,0.0,68.565;
