,code,total_profit_rate
0,AAPL,0.0039688799999999524
1,AMD,-0.012847960000000214
2,BABA,-5.089000000002564e-05
3,GOOGL,1.8189999999584927e-05
4,MSFT,-0.003398299999999854
5,NVDA,-0.003417070000000577
6,PDD,0.015212130000000768
7,TSLA,0.02126203999999987
8,平均,0.002593377499999938
