,0
code,BABA
trade_days,15
win_days,6
win_sells,9
lose_sells,11
max_1d_profit,348.2849999999978
max_1d_lost,-450.2639999999967
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,99879.90099999998
total_profit_rate,-0.0012009900000001794
buy_nums,20
sell_nums,20
avg_win_sell_profit,129.68888888888972
avg_lose_sell_profit,-117.0271818181819
