,0
code,AAPL
trade_days,14
win_days,6
win_sells,7
lose_sells,8
max_1d_profit,258.5340000000021
max_1d_lost,-184.92599999999726
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100026.27500000002
total_profit_rate,0.00026275000000031135
buy_nums,15
sell_nums,15
avg_win_sell_profit,94.57214285714294
avg_lose_sell_profit,-79.46624999999929
