,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
27,2023-08-17 21:58:00,37.243,37.203,37.243,37.173,579678,1692280680,,,,,1.0,,1.0,,1.0,,14.567502700062173,10.13602355390008,3.7914440096999584,-66.15619828917808,1,0,47.30499999997846,37.478:1335.0;37.243:1343.0;,37.243:1343.0;,,0.0,37.508;37.243;
42,2023-08-17 22:13:00,37.048,36.973,37.048,36.933,637076,1692281580,,,,,,,,,,,2.7948922415724056,6.800852160856231,1.7446176222453147,-67.54528691549774,0,0,49506.38499999998,37.243:1343.0;,,37.048:1335.0;,-574.0499999999996,37.268;
64,2023-08-17 22:35:00,36.783,36.675,36.783,36.675,383082,1692282900,,,,,,,,,,,1.152761042732724,-0.3532603088298884,-0.7235181544762384,-73.58844596995668,0,0,98905.95399999998,,,36.783:1343.0;,-617.7800000000011,
347,2023-08-18 03:18:00,35.952,35.998,35.998,35.932,311320,1692299880,,,1.0,,,,,,,,3.905573452351522,-1.5593462239735558,-3.697049443777068,-59.615903412061456,1,0,48860.76999999999,35.952:1392.0;,35.952:1392.0;,,0.0,35.952;
386,2023-08-18 03:57:00,36.263,36.178,36.273,36.178,558584,1692302220,,,,,,,,,,,82.35011659481184,4.465947246984321,-3.831256251915484,78.9256404713554,0,0,99338.86599999998,,,36.263:1392.0;,432.9119999999999,36.263;
33,2023-08-18 22:04:00,34.948,34.988,34.988,34.903,864892,1692367440,1.0,,,,,,,,,,1.4815921668259904,5.988028020152392,9.76961584898904,-72.90578753706217,1,0,49677.75799999998,34.948:1421.0;,34.948:1421.0;,,0.0,34.948;
109,2023-08-18 23:20:00,35.478,35.443,35.478,35.438,285200,1692372000,,,,,,,,,,1.0,93.31576855201382,26.90592075791308,9.659677071346753,59.3487395656218,0,1,100091.99599999998,,,35.478:1421.0;,753.1300000000016,35.553;
72,2023-09-19 22:43:00,38.108,38.179,38.179,38.096,291284,1695134580,,,,,,,1.0,,,,13.630849829826523,-15.825180201425894,19.507328527032183,-76.48136639331999,1,0,50056.19199999999,38.108:1313.0;,38.108:1313.0;,,0.0,38.108;
257,2023-09-20 01:48:00,38.904,38.97,38.983,38.904,360784,1695145680,,,,,,,,,,1.0,100.89974180572683,76.34890380734075,13.107234835442078,21.047809328058108,0,1,101137.144,,,38.904:1313.0;,1045.1480000000086,38.904;
12,2023-09-22 21:43:00,35.397,35.493,35.493,35.397,296314,1695390180,1.0,,,,,,,,,,56.39201965062453,16.394400684014002,-2.77337170888616,68.2427801853268,1,0,50590.228,35.397:1428.0;,35.397:1428.0;,,0.0,35.397;
20,2023-09-22 21:51:00,35.697,35.617,35.697,35.587,377051,1695390660,,1.0,,,,,,,,,79.13409529679451,26.32131125737171,-2.77337170888616,77.09160293000654,0,1,76077.886,35.397:714.0;,,35.697:714;,214.20000000000306,35.752;
69,2023-09-22 22:40:00,36.127,36.117,36.132,36.107,278078,1695393600,,,,,,,,1.0,,1.0,106.99731321215378,81.15639477577449,0.3912054715153203,51.8226725184558,0,1,101872.564,,,36.127:714.0;,521.2200000000029,36.142;
274,2023-09-23 02:05:00,35.532,35.532,35.532,35.512,41548,1695405900,,,,,,,,,1.0,,7.439155578621435,13.987739553265383,11.922706000249065,-70.75701376509706,1,0,51310.528000000006,35.532:1423.0;,35.532:1423.0;,,0.0,35.532;
373,2023-09-23 03:44:00,35.537,35.457,35.537,35.457,225080,1695411840,,,,,,,,,,,45.01702908951384,27.66674555329472,9.764813638891546,-56.443982891256304,0,0,101879.679,,,35.537:1423.0;,7.11500000000364,
384,2023-09-23 03:55:00,35.147,35.122,35.158,35.122,310624,1695412500,,,,,1.0,,,,,,-18.082012494266607,15.879568662044209,9.764813638891546,-77.91288181766642,1,0,51338.293000000005,35.147:1438.0;,35.147:1438.0;,,0.0,35.147;
386,2023-09-23 03:57:00,35.24,35.242,35.262,35.24,404864,1695412620,,,,,,,,,,,-17.14274054699817,15.879568662044209,9.764813638891546,-76.76927335215494,0,0,102013.413,,,35.24:1438.0;,133.73400000000507,35.252;
4,2023-09-25 21:35:00,34.627,34.692,34.712,34.627,279306,1695648900,1.0,,,,,,,,,,-17.37472876156825,8.698766722403732,18.06426318582596,-75.39430656286108,1,0,51007.842,34.627:1473.0;,34.627:1473.0;,,0.0,34.627;
12,2023-09-25 21:43:00,35.094,35.147,35.16,35.082,429308,1695649380,,1.0,,,,,,,,,9.828567134626994,8.925835275973995,18.06426318582596,29.51429349589249,0,1,76872.12,34.627:736.0;,,35.094:737;,344.17899999999906,35.097;
28,2023-09-25 21:59:00,35.247,35.232,35.267,35.217,256132,1695650340,,,,,,,,,,1.0,66.84292935111543,14.436287676335908,18.06426318582596,62.7618489016596,0,1,102813.912,,,35.247:736.0;,456.3199999999981,35.337;
