,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
264,2023-07-20 01:55:00,75.47,75.45,75.515,75.45,8532.0,1689789300,,,1.0,,,,,,,,-0.8021848285105193,-6.645708130507849,2.427677008148848,-72.86432509393558,1,0,50038.86,75.47:662.0;,75.47:662.0;,,0.0,75.47;
386,2023-07-20 03:57:00,75.37,75.405,75.405,75.37,84170.0,1689796620,,,,,,,,,,,39.20769150049469,13.309852448181267,0.8692344927262496,-40.16028609423143,0,0,99933.8,,,75.37:662.0;,-66.19999999999624,75.615;
84,2023-09-20 22:55:00,95.66,95.705,95.72,95.66,15773.0,1695221700,,,,,,,,,1.0,,-7.790723248360241,1.551040406565022,4.047175292796794,-77.26087162737711,1,0,49999.280000000006,95.66:522.0;,95.66:522.0;,,0.0,95.66;
85,2023-09-20 22:56:00,95.72,95.595,95.72,95.595,20365.0,1695221760,,,,,1.0,,,,,,-8.0238027381749,1.551040406565022,4.047175292796794,-74.6102931923741,1,0,33.440000000009604,95.66:522.0;95.72:522.0;,95.72:522.0;,,0.0,95.72;95.72;
119,2023-09-20 23:30:00,95.77,95.69,95.77,95.69,31706.0,1695223800,,,,,,,,,,,68.75313055521929,1.0903288854185007,-5.788296698180318,32.61514279419886,0,0,100017.32,,,95.77:522.0;95.77:522.0;,83.51999999999822,
135,2023-09-20 23:46:00,95.5,95.39,95.5,95.39,15005.0,1695224760,,,,,,,1.0,,,,20.99279856683016,-2.1496599574067687,-5.788296698180318,-71.16986968266883,1,0,50070.82000000001,95.5:523.0;,95.5:523.0;,,0.0,95.5;
334,2023-09-21 03:05:00,95.55,95.56,95.59,95.55,13037.0,1695236700,,,,,,,,,,,27.309672486793744,50.88932603055823,-20.234020916873902,-64.71830636644653,0,0,100043.47,,,95.55:523.0;,26.149999999998514,
187,2023-10-31 00:38:00,106.68,106.64,106.68,106.625,22314.0,1698683880,,,,,1.0,,,,1.0,,0.1973017376228725,14.781555564284588,12.62605768058097,-75.9624181996327,1,0,50117.229999999996,106.68:468.0;,106.68:468.0;,,0.0,106.68;
199,2023-10-31 00:50:00,106.18,106.22,106.22,106.14,63198.0,1698684600,,,,,,,,,,,-4.384721745719197,3.938209921719576,12.62605768058097,-71.16363738797266,0,0,99809.47,,,106.18:468.0;,-234.0,
214,2023-10-31 01:05:00,105.33,105.29,105.47,105.29,23803.0,1698685500,,,,,,,1.0,,,,-4.64046762508826,-3.519404869212444,6.882051505676984,-69.52733658302077,1,0,49883.05,105.33:474.0;,105.33:474.0;,,0.0,105.33;
238,2023-10-31 01:29:00,104.98,104.97,105.03,104.97,27835.0,1698686940,,,,,,,,,,,0.1890059244983497,-8.821517472445287,6.882051505676984,-71.4351034734431,0,0,99643.57,,,104.98:474.0;,-165.8999999999973,
14,2023-10-31 21:45:00,101.52,101.58,101.62,101.52,74223.0,1698759900,1.0,,,,,,1.0,,1.0,,14.026693097502466,5.394188562737387,-7.665789192237341,-72.69205971561915,1,0,49898.77000000001,101.52:490.0;,101.52:490.0;,,0.0,101.52;
18,2023-10-31 21:49:00,101.128,101.4,101.41,101.04,125239.0,1698760140,,,,,,,,,,,8.996733512289694,5.394188562737387,-7.665789192237341,-71.99597698367438,0,0,99451.49000000002,,,101.128:490.0;,-192.079999999998,
