,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
186,2023-07-21 00:37:00,43.433,43.433,43.433,43.403,281688,1689871020,,,,,1.0,,,,,,-13.72869660554656,6.992938177002337,18.113373592707347,-77.86302351091544,1,0,50008.617,43.433:1151.0;,43.433:1151.0;,,0.0,43.433;
290,2023-07-21 02:21:00,42.914,42.878,42.914,42.843,509896,1689877260,,,,,,,,,,,-12.943998445192136,-1.1109683897001652,-4.314143170755671,-78.13625965791674,0,0,99402.631,,,42.914:1151.0;,-597.3689999999981,
292,2023-07-21 02:23:00,42.932,42.908,42.946,42.908,164864,1689877380,,,1.0,,,,,,,,-11.539025919885283,-1.1109683897001652,-4.314143170755671,-74.51660952008302,1,0,49429.78299999999,42.932:1164.0;,42.932:1164.0;,,0.0,42.932;
301,2023-07-21 02:32:00,42.813,42.804,42.813,42.733,303800,1689877920,,,,,1.0,,,,,,-9.153954792797968,-2.194100575296119,-10.646207804540351,-71.28902955778246,1,0,-532.9880000000121,42.932:1164.0;42.813:1167.0;,42.813:1167.0;,,0.0,42.943;42.813;
344,2023-07-21 03:15:00,42.363,42.398,42.398,42.363,221048,1689880500,,,,,,,,,,,2.986150232632827,-3.24473241508759,-16.090384423160884,-71.0805794188271,0,0,48777.54399999999,42.813:1167.0;,,42.363:1164.0;,-662.316000000003,42.853;
347,2023-07-21 03:18:00,42.293,42.203,42.293,42.203,475960,1689880680,,,,,,,,,,,0.1351527057538923,-3.24473241508759,-16.090384423160884,-74.13103435021537,0,0,98133.47499999998,,,42.293:1167.0;,-606.8400000000037,
156,2023-08-03 00:07:00,41.124,41.048,41.124,41.048,408424,1690992420,,,1.0,,,,,,,,-9.239863890492655,-24.330795800649437,18.64116029760248,-76.55832620170692,1,0,49072.542999999976,41.124:1193.0;,41.124:1193.0;,,0.0,41.124;
360,2023-08-03 03:31:00,41.148,41.128,41.163,41.123,222104,1691004660,,,,,,,,,,,-8.330441461045488,67.1098712191289,-11.35766611320635,-77.25411693053093,0,0,98162.10699999999,,,41.148:1193.0;,28.632000000001085,
111,2023-08-07 23:22:00,40.503,40.503,40.503,40.454,179700,1691421720,,,,,,,1.0,,,,-8.133622200078044,13.061288910569251,16.586465303291227,-75.0002190850924,1,0,49112.97399999999,40.503:1211.0;,40.503:1211.0;,,0.0,40.503;
224,2023-08-08 01:15:00,41.103,41.039,41.103,41.033,123436,1691428500,,1.0,,,,,,,,,91.98430616791696,73.51408932703193,16.319613184328034,10.38589553844888,0,1,74021.39199999999,40.503:605.0;,,41.103:606;,363.6000000000009,41.163;
385,2023-08-08 03:56:00,41.493,41.533,41.533,41.493,304976,1691438160,,,,,,,,,,1.0,102.6977867187466,110.06726165298556,30.285061187766274,37.05732884288624,0,1,99124.65699999999,,,41.493:605.0;,598.9500000000012,41.523;
126,2023-08-11 23:37:00,38.123,38.193,38.193,38.123,367144,1691768220,,,,,,,,,1.0,,-3.995053312092331,11.386067723009807,18.489338717905483,-75.66635510212056,1,0,49564.757,38.123:1300.0;,38.123:1300.0;,,0.0,38.123;
386,2023-08-12 03:57:00,38.402,38.393,38.433,38.383,470664,1691783820,,,,,,,,,,,16.467275339020404,86.05919843136708,16.080014918326462,-71.6442237571788,0,0,99487.35699999999,,,38.402:1300.0;,362.7000000000045,38.798;
219,2023-08-17 01:10:00,37.743,37.697,37.743,37.693,552256,1692205800,,,,,,,1.0,,,,26.9297262387738,-3.0982186814343398,10.859193071767038,-70.11957017535013,1,0,49779.82599999999,37.743:1317.0;,37.743:1317.0;,,0.0,37.743;
341,2023-08-17 03:12:00,37.652,37.493,37.652,37.493,790440,1692213120,,,,,,,,,,,-19.30678286434153,35.262318274751095,7.663592603043384,-73.37653765348082,0,0,99367.50999999998,,,37.652:1317.0;,-119.84700000000143,
8,2023-08-17 21:39:00,37.478,37.428,37.488,37.423,241071,1692279540,1.0,,,,,,,,,,53.5122884777189,14.377712528958329,3.7914440096999584,75.2695825109665,1,0,49709.15999999998,37.478:1325.0;,37.478:1325.0;,,0.0,37.478;
27,2023-08-17 21:58:00,37.243,37.203,37.243,37.173,579678,1692280680,,,,,1.0,,1.0,,1.0,,14.567502700062173,10.13602355390008,3.7914440096999584,-66.15619828917808,1,0,26.997999999977765,37.478:1325.0;37.243:1334.0;,37.243:1334.0;,,0.0,37.508;37.243;
