,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
210,2024-01-03 02:01:00,47.915,47.885,47.915,47.885,124200,1704218460,,,,,1.0,,,,,,-14.662820141074675,11.532803395768774,-8.98995992211286,-78.28188129612465,1,0,50024.655,47.915:1043.0;,47.915:1043.0;,,0.0,47.915;
261,2024-01-03 02:52:00,47.9,47.89,47.915,47.885,185320,1704221520,,,,,,,,,,,84.66018392920043,34.42614257501024,-11.236460352218929,-45.95571980813124,0,0,99984.355,,,47.9:1043.0;,-15.645000000000593,
338,2024-01-03 04:09:00,47.164,47.175,47.175,47.145,137944,1704226140,,,,,1.0,,,,,,-5.896852410025545,6.072505436562118,-19.09139380672697,-74.10613947933827,1,0,49990.51499999999,47.164:1060.0;,47.164:1060.0;,,0.0,47.164;
369,2024-01-03 04:40:00,47.185,47.2,47.2,47.165,175624,1704228000,,,,,,,,,,,41.23667362124543,2.982637109556684,-20.70157425820308,42.23700281268256,0,0,100006.61499999999,,,47.185:1060.0;,22.260000000000844,
46,2024-01-03 23:17:00,46.615,46.659,46.685,46.615,261880,1704295020,1.0,,,,,,,,,,-3.237038908399789,16.667135342213683,11.012132278725232,-77.64105760258853,1,0,50035.33499999999,46.615:1072.0;,46.615:1072.0;,,0.0,46.615;
63,2024-01-03 23:34:00,46.6,46.645,46.655,46.6,207868,1704296040,,,,,,,,,,,14.716892588894268,12.185096639674065,9.655727295628015,-44.1623033352495,0,0,99990.535,,,46.6:1072.0;,-16.08000000000061,
71,2024-01-03 23:42:00,46.535,46.51,46.562,46.51,270712,1704296520,,,,,,,,,1.0,,7.897935382282021,8.76770529710548,9.655727295628015,-73.82420219068386,1,0,50011.94500000001,46.535:1074.0;,46.535:1074.0;,,0.0,46.535;
113,2024-01-04 00:24:00,46.79,46.806,46.815,46.79,63440,1704299040,,,,,,,,,,,86.46079058135291,20.023628106204058,9.182171784995088,20.039549564789176,0,0,100264.405,,,46.79:1074.0;,273.87000000000273,
296,2024-01-05 03:27:00,45.955,45.905,45.955,45.886,70820,1704396420,1.0,,,,,,,,,,-5.222379284219059,15.894020142210977,7.895546994599147,-75.36255297402816,1,0,50173.455,45.955:1090.0;,45.955:1090.0;,,0.0,45.955;
347,2024-01-05 04:18:00,45.905,45.902,45.905,45.875,190260,1704399480,,,,,,,,,,,77.3455326803831,6.451801109290642,6.940831181899849,7.070662279019946,0,0,100209.905,,,45.905:1090.0;,-54.4999999999969,
387,2024-01-05 04:58:00,45.625,45.605,45.625,45.59,183496,1704401880,,,,,,,,,1.0,,-0.8665576274715647,8.833362890717225,6.642510981571771,-75.26683307382747,1,0,100209.905,,,,0.0,
