,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
268,2024-05-11 01:59:00,169.07,169.22,169.365,169.07,212112.0,1715363940,,1.0,,,,,,,,,100.23693644471167,12.918040107218353,4.715063176366598,84.33863191619425,0,1,75963.24399999998,166.47:150.0;,,169.07:151;,392.5999999999991,169.21;
270,2024-05-11 02:01:00,168.823,168.91,168.97,168.77,178976.0,1715364060,,,,,,1.0,,,,,104.51817962420024,24.497521975208542,8.387136975238477,81.97224427584298,0,1,101286.69399999997,,,168.823:150.0;,352.9500000000013,169.21;
216,2024-05-24 01:07:00,174.92,174.93,174.96,174.91,13256.0,1716484020,,,,,1.0,,,,,,-7.684516909206525,-2.8672285853510857,-0.8793647276877152,-73.688499170587,1,0,50734.81399999998,174.92:289.0;,174.92:289.0;,,0.0,174.92;
246,2024-05-24 01:37:00,174.63,174.59,174.65,174.59,52450.0,1716485820,,,,,,,,,,,8.403147254939878,-9.24214047037976,-4.536258622137865,-72.61560104325605,0,0,101202.88399999998,,,174.63:289.0;,-83.8099999999977,
251,2024-05-24 01:42:00,174.45,174.415,174.45,174.32,20055.0,1716486120,,,,,,,1.0,,1.0,,8.330208129969485,-10.333954695126977,-4.536258622137865,-67.63061856593919,1,0,50612.38399999998,174.45:290.0;,174.45:290.0;,,0.0,174.45;
256,2024-05-24 01:47:00,174.045,174.08,174.092,174.045,17061.0,1716486420,,,,,,,,,,,5.699804603886218,-11.120012597041338,-4.536258622137865,-71.31610890649509,0,0,101085.43399999998,,,174.045:290.0;,-117.45000000000033,
14,2024-05-31 21:45:00,171.63,171.62,171.63,171.55,39532.0,1717163100,1.0,,,,,,,,,,17.372355643653776,15.59979768511122,-9.160720575750886,-71.59020362187829,1,0,50626.21399999998,171.63:294.0;,171.63:294.0;,,0.0,171.63;
46,2024-05-31 22:17:00,171.6,171.45,171.6,171.45,63858.0,1717165020,,,,,,,,,,,15.318622915669138,14.762981512841463,-12.475796989203332,41.24772865253149,0,0,101076.61399999997,,,171.6:294.0;,-8.820000000000334,
175,2024-06-01 00:26:00,169.59,169.62,169.66,169.55,51580.0,1717172760,,,,,,,1.0,,,,15.936208274275614,-0.5843981575936255,-19.57798101624948,-72.61516430291073,1,0,50538.79399999997,169.59:298.0;,169.59:298.0;,,0.0,169.59;
253,2024-06-01 01:44:00,170.14,170.2,170.2,170.14,16230.0,1717177440,,,,,,,,,,,30.29943711593444,29.334656264745032,-20.085065521300702,-34.33568966646911,0,0,101240.51399999997,,,170.14:298.0;,163.89999999999492,
