,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
288,2024-03-15 02:19:00,187.195,187.26,187.26,187.165,206436,1710440340,,,,,,,,,,,69.6316161157945,-1.1839293504038864,1.932824754930202,60.07569444978218,0,0,98468.28099999993,,,187.195:264.0;,17.1599999999994,
135,2024-03-20 23:46:00,178.81,178.95,179.0,178.712,163022,1710949560,,,,,,,1.0,,1.0,,-1.420561315948504,-6.716192648527922,12.101640015918989,-75.08344231867771,1,0,49295.53099999993,178.81:275.0;,178.81:275.0;,,0.0,178.81;
162,2024-03-21 00:13:00,177.5,176.975,177.518,176.975,473772,1710951180,,,,,,,,,,,-1.057515588094681,-11.131990271605671,9.330798418831762,-75.87736819673472,0,0,98108.03099999993,,,177.5:275.0;,-360.2500000000006,
167,2024-03-21 00:18:00,176.263,176.01,176.3,176.01,270026,1710951480,,,,,1.0,,,,,,-3.636424223640507,-12.575823589203551,9.330798418831762,-74.06228557096293,1,0,48930.65399999993,176.263:279.0;,176.263:279.0;,,0.0,176.263;
179,2024-03-21 00:30:00,174.78,174.74,174.92,174.735,267156,1710952200,,,,,,,,,,,-2.916633182535346,-14.356476844370988,5.63945967512516,-74.58481151981152,0,0,97694.27399999993,,,174.78:279.0;,-413.75700000000114,
9,2024-04-05 21:40:00,166.416,165.65,166.416,165.65,356175,1712324400,1.0,,,,,,,,1.0,,62.09269975344692,6.437147627475685,-0.4932811481891122,70.22639743771833,1,0,48934.38599999993,166.416:293.0;,166.416:293.0;,,0.0,166.416;
23,2024-04-05 21:54:00,169.71,169.834,169.834,169.61,258972,1712325240,,,,,,,,,,1.0,117.79250787477226,16.463184752400807,-0.4932811481891122,81.12665554081234,0,1,98659.41599999994,,,169.71:293.0;,965.1420000000032,170.01;
334,2024-04-18 03:05:00,155.285,155.16,155.31,155.16,188736,1713380700,,,1.0,,,,,,,,13.167528991520328,7.421008269899708,9.166379870143553,-77.20130407227592,1,0,49434.07099999994,155.285:317.0;,155.285:317.0;,,0.0,155.285;
359,2024-04-18 03:30:00,154.572,154.5,154.58,154.5,198720,1713382200,,,,,,,,,,,-9.217242546727752,3.307909666395961,6.216411395151653,-77.50344235298334,0,0,98433.39499999993,,,154.572:317.0;,-226.02099999999805,
3,2024-04-18 21:34:00,155.798,155.21,155.798,155.21,345293,1713447240,1.0,,,,,,,,,,45.11968464278113,11.94078269738829,-0.4818555438155272,76.20644419191413,1,0,49357.02499999993,155.798:315.0;,155.798:315.0;,,0.0,155.798;
6,2024-04-18 21:37:00,154.16,153.245,154.16,153.245,538465,1713447420,,,,,,,,,,,35.08661907543609,16.95270135617705,-0.4818555438155272,67.9599035662062,0,0,97917.42499999993,,,154.16:315.0;,-515.9700000000016,
8,2024-04-18 21:39:00,153.93,153.078,153.93,152.927,498435,1713447540,,,,,,,1.0,,1.0,,25.09851857449009,16.95270135617705,-0.4818555438155272,-43.06001069352514,1,0,48813.754999999925,153.93:319.0;,153.93:319.0;,,0.0,153.93;
9,2024-04-18 21:40:00,152.971,152.65,153.04,152.639,429481,1713447600,,,,,,,,,,,19.789116281689186,14.197892867211262,-0.4818555438155272,-64.75908143680395,0,0,97611.50399999993,,,152.971:319.0;,-305.921000000001,
119,2024-04-19 23:30:00,149.55,149.72,149.72,149.49,163760,1713540600,,,,,,,1.0,,,,-4.370951310058956,-0.5251911721827511,17.53279218582127,-74.98473917893031,1,0,48858.203999999925,149.55:326.0;,149.55:326.0;,,0.0,149.55;
145,2024-04-19 23:56:00,149.045,148.89,149.12,148.89,234286,1713542160,,,,,,,,,,,5.323634924928783,-7.048109266375697,17.53279218582127,-74.35660922912939,0,0,97446.87399999992,,,149.045:326.0;,-164.63000000000778,
338,2024-04-20 03:09:00,145.89,146.001,146.045,145.83,139980,1713553740,,,1.0,,,,,,,,9.126013694986778,4.695131965757582,6.663166768538449,-53.353843698293645,1,0,48719.61399999993,145.89:334.0;,145.89:334.0;,,0.0,145.89;
386,2024-04-20 03:57:00,146.79,146.8,146.85,146.77,253564,1713556620,,,,,,,,,,,97.211101709669,21.944536020467886,5.947565177086297,79.58759182339192,0,0,97747.47399999993,,,146.79:334.0;,300.6000000000019,146.9;
164,2024-06-01 00:15:00,161.065,160.95,161.11,160.95,70796,1717172100,,,1.0,,,,,,,,12.797070749555523,-23.23957501132864,14.02498149865886,-13.922324815940424,1,0,48944.77899999993,161.065:303.0;,161.065:303.0;,,0.0,161.065;
172,2024-06-01 00:23:00,160.21,160.21,160.29,160.21,97294,1717172580,,,,,,,,,,,4.312659493146658,-23.210196854122,14.02498149865886,-63.24486906563703,0,0,97488.40899999993,,,160.21:303.0;,-259.06499999999687,
