,0
code,PDD
trade_days,17
win_days,5
win_sells,9
lose_sells,23
max_1d_profit,687.3730000000019
max_1d_lost,-449.9099999999859
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100803.21400000007
total_profit_rate,0.008032140000000743
buy_nums,35
sell_nums,33
avg_win_sell_profit,331.68966666666734
avg_lose_sell_profit,-94.86926086956373
