,code,total_profit_rate
0,AAPL,0.0016191099999998126
1,AMD,-0.010341110000000375
2,BABA,0.0007586200000002652
3,GOOGL,0.0007518299999995648
4,MSFT,-0.00020441000000004372
5,NVDA,0.010955280000000123
6,PDD,0.008032140000000743
7,TSLA,0.009448030000000163
8,平均,0.0026274362500000314
