,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,baijiao
0,2024-05-02 21:31:00,172.26,171.81,172.45,170.42,5955595,1714656660,,,,,,,,,,,-9.16136907933349,43.84192987656779,23.209500165631624,-78.56884016616469
1,2024-05-02 21:32:00,171.63,171.29,171.63,171.09,450514,1714656720,,,,,,,,,,,1.7055964946781614,43.84192987656779,23.209500165631624,-18.4351514086403
2,2024-05-02 21:33:00,171.03,171.401,171.42,171.03,322589,1714656780,,,,,,,,,,,12.067588616634595,43.84192987656779,23.209500165631624,62.22329593639308
3,2024-05-02 21:34:00,171.52,172.035,172.05,171.52,384495,1714656840,,,,,,,,,,,24.81348072521091,43.84192987656779,23.209500165631624,73.58478191160101
4,2024-05-02 21:35:00,172.02,171.74,172.3,171.74,598617,1714656900,,,,,,,,,,,34.58723920641111,49.182466570874894,23.209500165631624,79.02042736184191
5,2024-05-02 21:36:00,171.89,171.7,171.89,171.65,354028,1714656960,,,,,,,,,,,43.08342076943438,49.182466570874894,23.209500165631624,79.69520238645089
6,2024-05-02 21:37:00,171.78,171.58,171.78,171.31,308270,1714657020,,,,,,,,,,,49.98702531488334,49.182466570874894,23.209500165631624,79.5529887116717
7,2024-05-02 21:38:00,171.61,171.83,171.97,171.61,233982,1714657080,,,,,,,,,,,57.47771500323367,49.182466570874894,23.209500165631624,78.73257612788157
8,2024-05-02 21:39:00,171.916,171.605,171.916,171.58,234806,1714657140,,,,,,,,,,,62.884624366658315,49.182466570874894,23.209500165631624,78.55489857745823
9,2024-05-02 21:40:00,171.53,171.69,171.69,171.395,257881,1714657200,,,,,,,,,,,68.11642581177072,53.69734852553724,23.209500165631624,77.32654341145478
10,2024-05-02 21:41:00,171.565,171.4,171.565,171.4,313947,1714657260,,,,,,,,,,,71.13561095590529,53.69734852553724,23.209500165631624,76.37207668890039
11,2024-05-02 21:42:00,171.53,171.51,171.58,171.491,142391,1714657320,,,,,,,,,,,74.36124444229331,53.69734852553724,23.209500165631624,73.99796075884397
12,2024-05-02 21:43:00,171.58,171.57,171.58,171.5,198420,1714657380,,,,,,,,,,,77.4933336056129,53.69734852553724,23.209500165631624,72.33314518750088
13,2024-05-02 21:44:00,171.57,171.59,171.6,171.53,176195,1714657440,,,,,,,,,,,80.31922122265118,53.69734852553724,23.209500165631624,71.0523607029988
14,2024-05-02 21:45:00,171.69,171.73,171.73,171.65,217847,1714657500,,,,,,,,,,,83.52359154774184,57.95800668561208,23.209500165631624,69.81803001263643
15,2024-05-02 21:46:00,171.62,171.74,171.74,171.62,201052,1714657560,,,,,,,,,,,86.35135722722778,57.95800668561208,23.209500165631624,69.49025819581715
16,2024-05-02 21:47:00,171.71,171.84,171.94,171.71,274706,1714657620,,,,,,,,,,,89.33118898066532,57.95800668561208,23.209500165631624,68.8349047431269
17,2024-05-02 21:48:00,171.8,171.9,171.9,171.8,248351,1714657680,,,,,,,,,,,92.2245291983489,57.95800668561208,23.209500165631624,68.62429880411686
18,2024-05-02 21:49:00,171.86,171.87,171.87,171.71,226333,1714657740,,,,,,,,,,,94.54585686455428,57.95800668561208,23.209500165631624,68.39777859589431
19,2024-05-02 21:50:00,171.8,171.929,171.935,171.8,178558,1714657800,,,,,,,,,,,96.84073975978085,62.85154125629364,23.209500165631624,67.50005144169508
20,2024-05-02 21:51:00,171.813,171.86,171.86,171.705,201252,1714657860,,,,,,,,,,,98.4109582702142,62.85154125629364,23.209500165631624,66.83649431038305
21,2024-05-02 21:52:00,171.808,171.679,171.815,171.67,183287,1714657920,,,,,,,,,,,98.72261737397477,62.85154125629364,23.209500165631624,65.28410391974602
22,2024-05-02 21:53:00,171.65,171.55,171.748,171.55,130124,1714657980,,,,,,,,,,,98.1974986239696,62.85154125629364,23.209500165631624,61.85117352024378
23,2024-05-02 21:54:00,171.53,171.59,171.59,171.36,214230,1714658040,,,,,,,,,,,97.85219994754105,62.85154125629364,23.209500165631624,56.95353450904711
24,2024-05-02 21:55:00,171.57,171.61,171.665,171.57,103852,1714658100,,,,,,,,,,,97.56095221186314,65.47145785450392,23.209500165631624,53.15464329170823
25,2024-05-02 21:56:00,171.58,171.422,171.58,171.39,102583,1714658160,,,,,,,,,,,96.18487693641342,65.47145785450392,23.209500165631624,50.147723292440816
26,2024-05-02 21:57:00,171.43,171.46,171.46,171.42,109586,1714658220,,,,,,,,,,,95.08007095770118,65.47145785450392,23.209500165631624,43.25068538928525
27,2024-05-02 21:58:00,171.42,171.515,171.56,171.42,107000,1714658280,,,,,,,,,,,94.31413171992516,65.47145785450392,23.209500165631624,38.420080680865205
28,2024-05-02 21:59:00,171.497,171.385,171.5,171.385,103381,1714658340,,,,,,,,,,,92.84361263658026,65.47145785450392,23.209500165631624,36.08184590210908
29,2024-05-02 22:00:00,171.38,171.16,171.41,171.16,152365,1714658400,,,,,,,,,,,90.23062376622775,65.343346976893,23.036170206400072,29.870648083333368
30,2024-05-02 22:01:00,171.135,171.15,171.15,170.99,147297,1714658460,,,,,,,,,,,87.77942687956926,65.343346976893,23.036170206400072,16.459036059564763
31,2024-05-02 22:02:00,171.145,170.92,171.145,170.92,169903,1714658520,,,,,,,,,,,84.27752331344062,65.343346976893,23.036170206400072,6.175885469673516
32,2024-05-02 22:03:00,170.883,170.68,170.883,170.68,208211,1714658580,,,,,,,,,,,79.79209197634704,65.343346976893,23.036170206400072,-10.5622095413251
33,2024-05-02 22:04:00,170.77,170.86,170.86,170.68,159696,1714658640,,,,,,,,,,,76.73269106312368,65.343346976893,23.036170206400072,-28.940609075907094
34,2024-05-02 22:05:00,170.83,170.91,170.915,170.83,158270,1714658700,1.0,,,,,,,,,,74.24213430732404,63.856888848054666,23.036170206400072,-32.6503665888127
35,2024-05-02 22:06:00,170.92,170.99,170.99,170.92,96300,1714658760,,,,,,,,,,,72.42833188884256,63.856888848054666,23.036170206400072,-32.97771247684868
36,2024-05-02 22:07:00,170.985,170.92,170.985,170.9,67096,1714658820,,,,,,,,,,,70.40323014828472,63.856888848054666,23.036170206400072,-30.19933242153798
37,2024-05-02 22:08:00,170.96,171.02,171.02,170.93,139188,1714658880,,,,,,,,,,,69.12242875204144,63.856888848054666,23.036170206400072,-30.31361262833152
38,2024-05-02 22:09:00,171.05,171.07,171.07,171.0,123123,1714658940,,,,,,,,,,,68.23537064606668,63.856888848054666,23.036170206400072,-26.506468876295166
39,2024-05-02 22:10:00,170.98,171.08,171.08,170.86,168352,1714659000,,,,,,,,,,,67.48318568357801,63.45535311808487,23.036170206400072,-21.61306725482656
40,2024-05-02 22:11:00,171.1,171.22,171.27,171.1,222432,1714659060,,,,,,,,,,,67.56294437035922,63.45535311808487,23.036170206400072,-17.550043511191834
41,2024-05-02 22:12:00,171.25,171.33,171.34,171.25,188664,1714659120,,,,,,,,,,,68.22103218475378,63.45535311808487,23.036170206400072,-8.455962849639457
