,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao
0,2024-07-18 21:31:00,230.28,229.58,231.68,229.46,1720079,395863552.0,1721309460,,,,,,,,,,,44.121834082246664,74.93569194691955,0.39357142857142996,10.207567109786424,-61.20834418813316
1,2024-07-18 21:32:00,229.27,229.24,229.39,229.08,323301,74117760.0,1721309520,,,,,,,,,,,39.07650750732793,74.93569194691955,0.39357142857142996,10.207567109786424,-61.434095398026145
2,2024-07-18 21:33:00,229.35,229.73,229.73,229.35,190788,43783072.0,1721309580,,,,,,,,,,,37.64055023478886,74.93569194691955,0.39357142857142996,10.207567109786424,-65.67493131479432
3,2024-07-18 21:34:00,229.91,229.88,230.08,229.71,205435,47240160.0,1721309640,,,,,,,,,,,37.316175659017546,74.93569194691955,0.39357142857142996,10.207567109786424,-61.940382835035976
4,2024-07-18 21:35:00,230.17,230.01,230.245,230.01,168753,38841280.0,1721309700,,,,,,,,,,,37.85910168364751,72.094264477556,0.5800000000000024,10.207567109786424,-55.46172949184082
5,2024-07-18 21:36:00,230.263,230.23,230.27,230.081,201157,46311872.0,1721309760,,,,,,,,,,,39.73233047060705,72.094264477556,0.5800000000000024,10.207567109786424,-44.966542531051225
6,2024-07-18 21:37:00,230.164,229.94,230.164,229.94,207135,47656448.0,1721309820,,,,,,,,,,,39.6233191809423,72.094264477556,0.5800000000000024,10.207567109786424,-22.880792307006377
7,2024-07-18 21:38:00,229.93,230.23,230.23,229.93,174708,40204800.0,1721309880,,,,,,,,,,,41.34503958725952,72.094264477556,0.5800000000000024,10.207567109786424,-21.605328974753604
8,2024-07-18 21:39:00,230.083,230.199,230.199,230.083,123225,28372224.0,1721309940,,,,,,,,,,,42.70395077478754,72.094264477556,0.5800000000000024,10.207567109786424,-1.1300167490841861
9,2024-07-18 21:40:00,230.18,230.05,230.28,230.05,155128,35721216.0,1721310000,,,,,,,,,,,43.00412297868449,69.74940406010118,0.5885714285714313,10.207567109786424,10.29024017693315
10,2024-07-18 21:41:00,230.03,230.03,230.155,230.01,168266,38713664.0,1721310060,,,,,,,,,,,43.15961397042199,69.74940406010118,0.5885714285714313,10.207567109786424,7.052440646475601
11,2024-07-18 21:42:00,230.1,230.02,230.1,230.01,166437,38288896.0,1721310120,,,,,,,,,,,43.24754353876723,69.74940406010118,0.5885714285714313,10.207567109786424,3.480362911681423
12,2024-07-18 21:43:00,229.95,229.34,229.95,229.34,306692,70417024.0,1721310180,,,,,,,,,,,39.11749864370117,69.74940406010118,0.5885714285714313,10.207567109786424,0.4567579808442882
13,2024-07-18 21:44:00,229.47,229.66,229.67,229.37,150485,34553152.0,1721310240,,,,,,,,,,,37.43826718904589,69.74940406010118,0.5885714285714313,10.207567109786424,-40.39822968796019
14,2024-07-18 21:45:00,229.53,229.18,229.53,229.18,126265,28974336.0,1721310300,,,,,,,,,,,32.983680886753646,62.91192426022491,0.6375000000000028,10.207567109786424,-44.96073709515709
15,2024-07-18 21:46:00,228.873,228.425,228.873,228.425,330517,75643392.0,1721310360,,,,,,,,,,,25.441495610997507,62.91192426022491,0.6375000000000028,10.207567109786424,-59.14933511827026
16,2024-07-18 21:47:00,228.625,228.66,228.67,228.52,176613,40384896.0,1721310420,,,,,,,,,,,20.138098539223122,62.91192426022491,0.6375000000000028,10.207567109786424,-70.53704324542295
17,2024-07-18 21:48:00,228.79,228.56,228.82,228.56,160773,36776448.0,1721310480,1.0,,,,,,,,,,14.873704240406596,62.91192426022491,0.6375000000000028,10.207567109786424,-73.16937696181715
18,2024-07-18 21:49:00,228.425,227.95,228.425,227.87,285286,65096448.0,1721310540,,,,,,,,,,,9.848816145807533,62.91192426022491,0.6375000000000028,10.207567109786424,-75.04036358318918
19,2024-07-18 21:50:00,227.96,227.975,227.975,227.71,182922,41691136.0,1721310600,,,,,,,,,,,6.311535473555921,52.54269887456765,0.720714285714288,10.207567109786424,-76.3573070626815
20,2024-07-18 21:51:00,227.917,227.76,227.917,227.69,228090,51971968.0,1721310660,,,,,,,,,,,2.291390604311914,52.54269887456765,0.720714285714288,10.207567109786424,-76.515049112989
21,2024-07-18 21:52:00,227.49,227.23,227.49,227.23,297032,67571584.0,1721310720,,,,,,,,,,,-1.5482715979212145,52.54269887456765,0.720714285714288,10.207567109786424,-77.25441390923338
22,2024-07-18 21:53:00,227.34,226.96,227.42,226.96,306043,69562368.0,1721310780,,,,,,,,,,,-4.8861627980979705,52.54269887456765,0.720714285714288,10.207567109786424,-77.9278858203926
23,2024-07-18 21:54:00,226.844,226.885,227.04,226.793,341926,77573376.0,1721310840,,,,,,,,,,,-7.412345263393632,52.54269887456765,0.720714285714288,10.207567109786424,-78.35500384046803
24,2024-07-18 21:55:00,226.74,226.64,226.889,226.64,191068,43334144.0,1721310900,,,,,,,,,,,-9.931395619618627,42.03041656656917,0.78857142857143,10.207567109786424,-78.40551228489726
25,2024-07-18 21:56:00,226.875,227.25,227.25,226.875,226387,51383168.0,1721310960,,,,,,,,,,,-9.768577691902905,42.03041656656917,0.78857142857143,10.207567109786424,-78.6688707930683
26,2024-07-18 21:57:00,227.07,226.81,227.07,226.81,183963,41770240.0,1721311020,,,,,,,,,1.0,,-11.19796773310054,42.03041656656917,0.78857142857143,10.207567109786424,-77.05807548018288
27,2024-07-18 21:58:00,226.88,226.86,227.04,226.86,238399,54105472.0,1721311080,,,,,,,,,,,-12.188770996699972,42.03041656656917,0.78857142857143,10.207567109786424,-77.24604062571512
28,2024-07-18 21:59:00,226.9,227.105,227.105,226.86,134729,30578176.0,1721311140,,,,,,,,,,,-12.049285714593097,42.03041656656917,0.78857142857143,10.207567109786424,-77.16616940336485
29,2024-07-18 22:00:00,227.15,227.02,227.15,227.02,145365,33011584.0,1721311200,,,,,,,,,,,-12.155531269197965,34.12716590111188,0.8157142857142868,5.225734393385665,-76.05060838147014
30,2024-07-18 22:01:00,227.09,226.84,227.21,226.84,238477,54149888.0,1721311260,,,,,,,,,,,-12.843088351265095,34.12716590111188,0.8157142857142868,5.225734393385665,-75.5080114798157
31,2024-07-18 22:02:00,226.9,226.972,226.972,226.89,141956,32218624.0,1721311320,,,,,,,,,,,-12.866780787472166,34.12716590111188,0.8157142857142868,5.225734393385665,-75.97542121102795
32,2024-07-18 22:03:00,226.923,227.02,227.06,226.923,148075,33619584.0,1721311380,,,,,,,,,,,-12.618946361558514,34.12716590111188,0.8157142857142868,5.225734393385665,-75.55478407055952
33,2024-07-18 22:04:00,227.04,227.55,227.55,227.04,300906,68403328.0,1721311440,,,,,,,,,,,-10.303760956834715,34.12716590111188,0.8157142857142868,5.225734393385665,-74.88492893228539
