,code,total_profit_rate
0,AAPL,-0.0003784099999996071
1,AMD,-0.019565430000000106
2,BABA,0.0025286100000003753
3,GOOGL,0.008448410000000184
4,MSFT,-0.011436500000000516
5,NVDA,0.029507780000000094
6,PDD,0.028414980000000645
7,TSLA,0.014226310000000186
8,平均,0.006468218750000157
