,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao
0,2024-01-25 22:31:00,145.78,145.04,146.58,144.765,161696,23561552.0,1706193060,,,,,,,,,,,73.4908544334057,75.16244443229414,0.20142857142856688,76.94754318553863,-40.018027184616585
1,2024-01-25 22:32:00,144.89,144.609,144.89,144.515,19003,2748172.0,1706193120,,,,,,,,,,,64.03157680257502,75.16244443229414,0.20142857142856688,76.94754318553863,-55.12541106418959
2,2024-01-25 22:33:00,144.88,145.66,145.66,144.88,22640,3288678.0,1706193180,,,,,,,,,,,63.17307558301809,75.16244443229414,0.20142857142856688,76.94754318553863,-65.01486927987835
3,2024-01-25 22:34:00,145.73,145.62,145.73,145.62,18988,2766018.0,1706193240,,,,,,,,,,,62.1477980944984,75.16244443229414,0.20142857142856688,76.94754318553863,-60.63552366000212
4,2024-01-25 22:35:00,145.69,145.32,145.69,145.22,39968,5823488.0,1706193300,,,,,,,,,,,59.1071100170615,75.41533271757092,0.34428571428571175,76.94754318553863,-57.040748557011405
5,2024-01-25 22:36:00,145.44,145.44,145.55,145.393,28238,4105780.0,1706193360,,,,,,,,,,,57.185662328354596,75.41533271757092,0.34428571428571175,76.94754318553863,-58.16121554029463
6,2024-01-25 22:37:00,145.49,144.745,145.49,144.745,15973,2318324.0,1706193420,,,,,,,,,,,50.451244136155424,75.41533271757092,0.34428571428571175,76.94754318553863,-56.9604958666185
7,2024-01-25 22:38:00,144.779,144.49,144.779,144.49,21670,3135316.0,1706193480,,,,,,,,,,,42.638663831587934,75.41533271757092,0.34428571428571175,76.94754318553863,-64.0104316750654
8,2024-01-25 22:39:00,144.485,144.42,144.485,144.31,31761,4587308.0,1706193540,,,,,,,,,,,35.224814354289975,75.41533271757092,0.34428571428571175,76.94754318553863,-68.89409321942242
9,2024-01-25 22:40:00,144.53,144.97,144.97,144.53,18617,2696524.0,1706193600,,,,,,,,,,,32.66471749123684,73.52810610773494,0.42107142857142527,76.94754318553863,-71.54365157774834
10,2024-01-25 22:41:00,144.88,145.348,145.348,144.88,21557,3127352.0,1706193660,,,,,,,,,,,33.2179956915048,73.52810610773494,0.42107142857142527,76.94754318553863,-70.06516907800487
11,2024-01-25 22:42:00,145.405,145.345,145.55,145.249,66381,9655184.0,1706193720,,,,,,,,,,,33.76589776561809,73.52810610773494,0.42107142857142527,76.94754318553863,-65.7446051378841
12,2024-01-25 22:43:00,145.33,145.33,145.5,145.311,15997,2325200.0,1706193780,,,,,,,,,,,34.07727806692341,73.52810610773494,0.42107142857142527,76.94754318553863,-61.409387313213955
13,2024-01-25 22:44:00,145.42,145.4,145.51,145.245,24906,3621328.0,1706193840,,,,,,,,,,,34.94470169026775,73.52810610773494,0.42107142857142527,76.94754318553863,-57.52266962852925
