,0
code,AAPL
trade_days,9
win_days,5
win_sells,6
lose_sells,4
max_1d_profit,160.37999999999764
max_1d_lost,-39.584999999995034
start_day,20240102
end_day,20240830
start_cash,100000
end_cash,100418.01500000001
total_profit_rate,0.004180150000000049
buy_nums,10
sell_nums,10
avg_win_sell_profit,85.36199999999906
avg_lose_sell_profit,-23.539249999998695
