,code,total_profit_rate
0,AAPL,0.004180150000000049
1,AMD,-0.02342886000000044
2,BABA,0.00116417000000002
3,GOOGL,0.0005481899999995044
4,MSFT,-0.00024847999999999537
5,NVDA,0.001967970000000152
6,PDD,-0.005258389999999502
7,QQQ,0.0013200100000001491
8,TSLA,0.011510430000000182
9,平均,-0.0009160899999999867
