,code,total_profit_rate
0,AAPL,0.003940330000000047
1,AMD,-0.008205630000000186
2,BABA,0.001301810000000403
3,GOOGL,-0.002582829999999925
4,MSFT,-0.0024298099999999767
5,NVDA,-0.006805260000000146
6,PDD,0.020298240000000245
7,TSLA,0.016452819999999813
8,平均,0.0027462087500000343
