,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
282,2024-02-14 03:13:00,403.7,403.691,403.7,403.64,25527,1707851580,1.0,,,,,,,,,,-11.082469283115827,13.266412977957714,0.4647857142857146,2.2995861484242823,-75.5176721063404,1,0,50344.9,403.7:123.0;,403.7:123.0;,,0.0,403.7;
283,2024-02-14 03:14:00,403.59,403.62,403.62,403.46,126340,1707851640,,,,,,,,,,,-10.417136829700311,13.266412977957714,0.4647857142857146,2.2995861484242823,-73.62069913208967,0,0,99986.47,,,403.59:123.0;,-13.530000000001678,
184,2024-04-16 00:35:00,419.29,419.23,419.37,419.2,23721,1713198900,,,,,1.0,,,,,,-6.842218570313683,2.369191616932696,0.5929999999999974,5.124803223756345,-76.8620810917978,1,0,50090.96,419.29:119.0;,419.29:119.0;,,0.0,419.29;
187,2024-04-16 00:38:00,419.16,418.98,419.25,418.88,34712,1713199080,,,,,,,,,,,-8.628657028299138,2.369191616932696,0.5929999999999974,5.124803223756345,-77.44753978646081,0,0,99971.0,,,419.16:119.0;,-15.469999999999459,
233,2024-04-16 01:24:00,417.11,417.01,417.25,416.99,45728,1713201840,,,,,,,1.0,,1.0,,11.178593425736588,-7.778145278999084,0.6469999999999955,1.12365106278979,-77.39885479888783,1,0,50334.909999999996,417.11:119.0;,417.11:119.0;,,0.0,417.11;
236,2024-04-16 01:27:00,416.42,416.16,416.42,416.16,91068,1713202020,,,,,,,,,,,2.6939235012486407,-9.414910563180072,0.687428571428565,1.12365106278979,-78.57977802303616,0,0,99888.89,,,416.42:119.0;,-82.10999999999973,
245,2024-04-16 01:36:00,414.87,415.18,415.18,414.85,116071,1713202560,,,,,1.0,,,,,,-3.173321009388822,-11.370998488291242,0.7202857142857104,-3.691401011368896,-73.54572355709676,1,0,50104.49,414.87:120.0;,414.87:120.0;,,0.0,414.87;
247,2024-04-16 01:38:00,414.88,414.85,414.95,414.825,45735,1713202680,,,,,,,,,,,-3.5775961651673533,-11.370998488291242,0.7202857142857104,-3.691401011368896,-68.52920299867597,0,0,99890.09,,,414.88:120.0;,1.1999999999989086,
222,2024-04-19 01:13:00,406.702,406.66,406.702,406.59,18942,1713460380,1.0,,,,,,,,,,3.3061917249873147,19.353791268213783,0.6782142857142779,5.66922629392073,-71.51534032033763,1,0,50272.445999999996,406.702:122.0;,406.702:122.0;,,0.0,406.702;
224,2024-04-19 01:15:00,406.545,406.82,406.82,406.51,27939,1713460500,,,,,,,,,,,5.078312009055168,15.429146887558304,0.656428571428559,5.66922629392073,-70.5407055807033,0,0,99870.936,,,406.545:122.0;,-19.153999999997836,
322,2024-05-01 02:53:00,392.901,392.59,392.901,392.59,40026,1714503180,,,,,1.0,,,,1.0,,-10.433730142986278,2.0039479496741883,0.4105000000000091,7.557806460896032,-75.4986481374566,1,0,49972.509,392.901:127.0;,392.901:127.0;,,0.0,392.901;
323,2024-05-01 02:54:00,392.6,392.55,392.63,392.53,29355,1714503240,,,,,,,,,,,-10.707058755098387,2.0039479496741883,0.4105000000000091,7.557806460896032,-76.23643540515134,0,0,99832.709,,,392.6:127.0;,-38.22699999999844,
370,2024-05-31 03:41:00,415.29,415.205,415.34,415.135,80828,1717098060,,,,,1.0,,,,1.0,,1.6493993404736926,5.498807992303277,0.5162142857143002,4.243269641159444,-59.38120000613458,1,0,49997.909,415.29:120.0;,415.29:120.0;,,0.0,415.29;
372,2024-05-31 03:43:00,415.105,415.25,415.54,415.105,61952,1717098180,,,,,,,,,,,3.389517605905226,5.498807992303277,0.5162142857143002,4.243269641159444,7.786402668024367,0,0,99810.509,,,415.105:120.0;,-22.200000000000273,
381,2024-05-31 03:52:00,414.925,414.84,414.99,414.8,127308,1717098720,,,,,,,1.0,,,,7.654172682699215,3.680246243081825,0.5864285714285862,4.243269641159444,-27.54325374513952,1,0,50019.509000000005,414.925:120.0;,414.925:120.0;,,0.0,414.925;
386,2024-05-31 03:57:00,414.85,414.73,414.85,414.72,171688,1717099020,,,,,,,,,,,11.520851131554071,3.966239916644966,0.6325000000000135,4.243269641159444,54.03920368959096,0,0,99801.509,,,414.85:120.0;,-8.999999999998636,
10,2024-05-31 21:41:00,413.095,413.467,413.467,413.02,69172,1717162860,1.0,,,,,,,,,,45.11177790194735,15.6676957172155,1.4055000000000055,-1.810792927049377,48.5257815564155,1,0,50230.109000000004,413.095:120.0;,413.095:120.0;,,0.0,413.095;
12,2024-05-31 21:43:00,412.52,412.22,412.685,412.22,73402,1717162980,,,,,,,,,,,38.89447415030797,15.6676957172155,1.4055000000000055,-1.810792927049377,21.270092066565358,0,0,99732.50899999999,,,412.52:120.0;,-69.00000000000546,
69,2024-05-31 22:40:00,407.91,407.89,407.92,407.804,73034,1717166400,,,,,,,1.0,,1.0,,-4.632002981566529,3.2571184852946047,1.303428571428579,-7.824816975265463,-77.41103420986498,1,0,49967.48899999999,407.91:122.0;,407.91:122.0;,,0.0,407.91;
70,2024-05-31 22:41:00,407.42,407.46,407.65,407.375,132143,1717166460,,,,,,,,,,,-4.948019005746286,3.2571184852946047,1.303428571428579,-7.824816975265463,-77.12447739877886,0,0,99672.72899999999,,,407.42:122.0;,-59.78000000000111,
82,2024-05-31 22:53:00,407.16,406.995,407.16,406.94,83760,1717167180,,,,,1.0,,,,,,-0.7492149159455721,0.2736367503749832,0.9111428571428632,-7.824816975265463,-56.17826005034341,1,0,49999.20899999999,407.16:122.0;,407.16:122.0;,,0.0,407.16;
83,2024-05-31 22:54:00,406.855,406.805,407.02,406.662,71242,1717167240,,,,,,,,,,,0.5958792210757871,0.2736367503749832,0.9111428571428632,-7.824816975265463,21.80460684337715,0,0,99635.519,,,406.855:122.0;,-37.21000000000083,
385,2024-07-10 03:56:00,458.98,459.095,459.36,458.98,192837,1720554960,,,,,1.0,,,,,,5.124914395113024,9.5139287166688,0.3422142857142854,-4.119975741591532,-58.22287262403916,1,0,50065.679,458.98:108.0;,458.98:108.0;,,0.0,458.98;
386,2024-07-10 03:57:00,459.06,459.21,459.21,459.06,140617,1720555020,,,,,,,,,,,12.921006276749182,9.5139287166688,0.3422142857142854,-4.119975741591532,54.99154633961107,0,0,99644.159,,,459.06:108.0;,8.639999999998281,459.06;
125,2024-07-18 23:36:00,435.72,436.16,436.24,435.72,72878,1721316960,,,,,,,1.0,,,,-3.8995328970306886,-12.87436664875952,1.121714285714274,17.23206580961805,-75.8229791594639,1,0,49972.079,435.72:114.0;,435.72:114.0;,,0.0,435.72;
129,2024-07-18 23:40:00,436.28,436.11,436.28,436.03,47316,1721317200,,,,,,,,,,,6.92229484655217,-13.270572442226609,1.1477857142856993,17.23206580961805,54.623036898554815,0,0,99707.999,,,436.28:114.0;,63.83999999999378,
155,2024-07-19 00:06:00,434.85,435.05,435.05,434.83,21909,1721318760,,,,,,,,,1.0,,5.5274811774874095,-16.612796909649653,0.962857142857136,14.696357233828923,-75.4513192326635,1,0,50135.098999999995,434.85:114.0;,434.85:114.0;,,0.0,434.85;
159,2024-07-19 00:10:00,435.28,435.7,435.768,435.28,20119,1721319000,,,,,,,,,,,25.841340169892675,-15.574587472724572,0.974499999999994,14.696357233828923,61.51593992639905,0,0,99757.019,,,435.28:114.0;,49.0199999999943,
