,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao
0,2024-03-11 21:31:00,86.428,87.83,89.699,85.1,5487475,1710163860,,,,,,,,,,,22.374170918039752,45.34817333363478,0.7055714285714296,20.23855264351323,-38.287520816638654
1,2024-03-11 21:32:00,87.07,86.047,87.07,86.047,642695,1710163920,,,,,,,,,,,21.424694359874195,45.34817333363478,0.7055714285714296,20.23855264351323,54.51445734648736
2,2024-03-11 21:33:00,85.499,84.79,85.499,84.222,1290041,1710163980,,,,,,,,,,,18.32204911097905,45.34817333363478,0.7055714285714296,20.23855264351323,24.478934835104436
3,2024-03-11 21:34:00,84.744,84.859,85.21,84.744,655250,1710164040,,,,,,,,,,,15.824725177351297,45.34817333363478,0.7055714285714296,20.23855264351323,-40.35071006586745
4,2024-03-11 21:35:00,85.189,84.752,85.491,84.752,529988,1710164100,1.0,,,,,,,,1.0,,13.257278047775657,40.10443217314265,1.03857142857143,20.23855264351323,-57.92878277346343
5,2024-03-11 21:36:00,84.841,85.233,85.577,84.841,524465,1710164160,,,,,,,,,,,12.683205407936306,40.10443217314265,1.03857142857143,20.23855264351323,-65.4289827433106
6,2024-03-11 21:37:00,85.591,86.309,86.309,85.591,526717,1710164220,,,,,,,,,,,15.963323637862871,40.10443217314265,1.03857142857143,20.23855264351323,-63.58252861107317
7,2024-03-11 21:38:00,86.134,86.836,86.836,86.09,534028,1710164280,,,,,,,,,,,20.757959432248107,40.10443217314265,1.03857142857143,20.23855264351323,-31.858158209101546
8,2024-03-11 21:39:00,87.057,86.689,87.199,86.689,563578,1710164340,,,,,,,,,,,24.541548846059996,40.10443217314265,1.03857142857143,20.23855264351323,42.42217255717076
9,2024-03-11 21:40:00,86.973,87.061,87.061,86.622,471332,1710164400,,,,,,,,,,,29.22662697397427,43.06291328582283,1.1771428571428584,20.23855264351323,59.271198119773636
10,2024-03-11 21:41:00,87.129,87.109,87.199,87.091,541368,1710164460,,,,,,,,,,,33.5758202904731,43.06291328582283,1.1771428571428584,20.23855264351323,68.45382919187816
11,2024-03-11 21:42:00,87.085,86.978,87.154,86.936,432255,1710164520,,,,,,,,,,,36.99239421698117,43.06291328582283,1.1771428571428584,20.23855264351323,71.68572198564172
12,2024-03-11 21:43:00,86.94,86.745,86.94,86.589,305290,1710164580,,,,,,,,,,,39.214825340579765,43.06291328582283,1.1771428571428584,20.23855264351323,71.99829734124961
13,2024-03-11 21:44:00,86.799,86.576,86.799,86.409,292367,1710164640,,,,,,,,,,,40.591558291176156,43.06291328582283,1.1771428571428584,20.23855264351323,70.19896909487426
14,2024-03-11 21:45:00,86.814,86.615,86.814,86.59,227123,1710164700,,,,,,,,,,,41.937544004231434,44.187525116840874,1.194428571428572,20.23855264351323,66.98966108919872
15,2024-03-11 21:46:00,86.884,86.943,86.999,86.884,285544,1710164760,,,,,,,,,,,44.26234709316333,44.187525116840874,1.194428571428572,20.23855264351323,64.37112212013561
16,2024-03-11 21:47:00,86.867,87.045,87.214,86.867,361631,1710164820,,,,,,,,,,,46.66750209895679,44.187525116840874,1.194428571428572,20.23855264351323,65.48487697758397
17,2024-03-11 21:48:00,87.044,86.886,87.116,86.823,223622,1710164880,,,,,,,,,,,48.22952246572952,44.187525116840874,1.194428571428572,20.23855264351323,66.49042166982493
18,2024-03-11 21:49:00,86.773,86.696,86.815,86.669,180401,1710164940,,,,,,,,,,,48.929064610068735,44.187525116840874,1.194428571428572,20.23855264351323,65.09350351817805
19,2024-03-11 21:50:00,86.399,86.549,86.549,86.259,359372,1710165000,,,,,,,,,,,49.008806892941905,45.247619759412416,1.2087857142857144,20.23855264351323,61.47348486107566
20,2024-03-11 21:51:00,86.723,86.913,86.938,86.723,281755,1710165060,,,,,,,,,,,50.31940390864263,45.247619759412416,1.2087857142857144,20.23855264351323,55.88693868657228
21,2024-03-11 21:52:00,87.192,86.996,87.229,86.996,306333,1710165120,,,,,,,,,,,51.74542061395246,45.247619759412416,1.2087857142857144,20.23855264351323,57.10154700293738
22,2024-03-11 21:53:00,86.9,86.81,86.9,86.505,283704,1710165180,,,,,,,,,,,52.33374581738002,45.247619759412416,1.2087857142857144,20.23855264351323,58.38600194488025
23,2024-03-11 21:54:00,86.901,86.543,86.901,86.543,177267,1710165240,,,,,,,,,,,51.89200396635542,45.247619759412416,1.2087857142857144,20.23855264351323,55.85723661968751
24,2024-03-11 21:55:00,86.598,85.942,86.598,85.942,371766,1710165300,,,,,,,,,,,49.36781688188998,44.06099621114124,1.2682142857142853,20.23855264351323,48.363558581077314
25,2024-03-11 21:56:00,85.721,85.852,85.883,85.604,395018,1710165360,,,,,,,,,,,46.77508998375919,44.06099621114124,1.2682142857142853,20.23855264351323,21.084688890278564
26,2024-03-11 21:57:00,86.156,86.16,86.334,86.156,265366,1710165420,,,,,,,,,,,45.51563427916072,44.06099621114124,1.2682142857142853,20.23855264351323,-8.802806534630946
27,2024-03-11 21:58:00,86.212,86.296,86.352,86.212,145530,1710165480,,,,,1.0,,,,,,44.84803056083338,44.06099621114124,1.2682142857142853,20.23855264351323,-13.305171023174006
28,2024-03-11 21:59:00,86.307,85.705,86.307,85.705,258951,1710165540,,,,,,,,,,,42.17324922135202,44.06099621114124,1.2682142857142853,20.23855264351323,-9.689758660445785
29,2024-03-11 22:00:00,85.721,85.604,85.854,85.549,272316,1710165600,,,,,,,,,,,39.423699179222,41.853093005945645,1.2812857142857135,13.031229618165952,-31.834910032783768
30,2024-03-11 22:01:00,85.945,85.812,86.129,85.797,241770,1710165660,,,,,,,,,,,37.691247452420356,41.853093005945645,1.2812857142857135,13.031229618165952,-44.55973013440362
31,2024-03-11 22:02:00,85.755,85.95,86.035,85.755,178958,1710165720,,,,,,,,,,,36.62512607096285,41.853093005945645,1.2812857142857135,13.031229618165952,-45.84000542680112
32,2024-03-11 22:03:00,85.653,85.445,85.653,85.201,393004,1710165780,,,,,,,,,,,33.911743976536215,41.853093005945645,1.2812857142857135,13.031229618165952,-42.80169168806544
33,2024-03-11 22:04:00,85.499,85.643,85.826,85.499,211816,1710165840,,,,,,,,,,,32.18750029644396,41.853093005945645,1.2812857142857135,13.031229618165952,-52.0785046442155
34,2024-03-11 22:05:00,85.624,85.406,85.638,85.406,184616,1710165900,,,,,,,,,,,29.83077399798111,39.16500681281853,1.299357142857143,13.031229618165952,-52.99064099924043
35,2024-03-11 22:06:00,85.587,85.702,85.765,85.554,208828,1710165960,,,,,,,,,,,28.77414528658076,39.16500681281853,1.299357142857143,13.031229618165952,-57.15149782900114
36,2024-03-11 22:07:00,85.725,85.952,86.094,85.725,256492,1710166020,,,,,,,,,,,28.718252188255903,39.16500681281853,1.299357142857143,13.031229618165952,-54.633542236909356
37,2024-03-11 22:08:00,85.916,85.96,85.971,85.8,156700,1710166080,,,,,,,,,,,28.71022617146484,39.16500681281853,1.299357142857143,13.031229618165952,-46.917209873309965
38,2024-03-11 22:09:00,85.881,86.227,86.257,85.881,228316,1710166140,,,,,,,,,,,29.648321419424477,39.16500681281853,1.299357142857143,13.031229618165952,-39.51495527316218
39,2024-03-11 22:10:00,86.316,86.322,86.333,86.286,168346,1710166200,,,,,,,,,,,30.82792411149717,39.94163167562158,1.3099285714285713,13.031229618165952,-22.01078659543807
40,2024-03-11 22:11:00,86.446,86.16,86.457,86.16,216966,1710166260,,,,,,,,,,,31.323612759183305,39.94163167562158,1.3099285714285713,13.031229618165952,-2.2059694754769774
41,2024-03-11 22:12:00,86.097,86.067,86.097,85.991,148660,1710166320,,,,,,,,,,,31.448951749060015,39.94163167562158,1.3099285714285713,13.031229618165952,2.4078680967726456
42,2024-03-11 22:13:00,85.979,86.149,86.216,85.979,137634,1710166380,,,,,,,,,,,31.854205634350976,39.94163167562158,1.3099285714285713,13.031229618165952,0.27683961442559646
43,2024-03-11 22:14:00,86.113,85.944,86.113,85.853,185202,1710166440,,,,,,,,,,,31.506709088853157,39.94163167562158,1.3099285714285713,13.031229618165952,3.3340876714254897
44,2024-03-11 22:15:00,86.124,85.939,86.124,85.939,113340,1710166500,,,,,,,,,,,31.18626033767211,39.27463251592974,1.3157857142857137,13.031229618165952,-5.794169488345885
45,2024-03-11 22:16:00,86.04,86.331,86.331,86.04,154560,1710166560,,,,,,,,,,,38.32047838700946,39.27463251592974,1.3157857142857137,13.031229618165952,-11.610145342433782
46,2024-03-11 22:17:00,86.276,86.445,86.445,86.225,171756,1710166620,,,,,,,,,,,45.401110514510876,39.27463251592974,1.3157857142857137,13.031229618165952,5.768682886615452
47,2024-03-11 22:18:00,86.637,86.815,86.815,86.637,282174,1710166680,,,,,,,,,,,53.49475234607753,39.27463251592974,1.3157857142857137,13.031229618165952,21.80147198649616
48,2024-03-11 22:19:00,86.969,86.899,86.969,86.82,218006,1710166740,,,,,,,,,,,61.315672118294586,39.27463251592974,1.3157857142857137,13.031229618165952,42.8040210135288
49,2024-03-11 22:20:00,86.928,86.885,86.982,86.781,159828,1710166800,,,,,,,,,,,68.03434748542037,41.959293279749666,1.3661428571428575,13.031229618165952,52.63810497494257
50,2024-03-11 22:21:00,86.945,86.669,86.945,86.669,162404,1710166860,,,,,,,,,,,71.44090048213631,41.959293279749666,1.3661428571428575,13.031229618165952,56.340866030070956
51,2024-03-11 22:22:00,86.562,86.693,86.738,86.562,151788,1710166920,,,,,,,,,,,74.63875669818032,41.959293279749666,1.3661428571428575,13.031229618165952,54.241175723935335
52,2024-03-11 22:23:00,86.692,86.824,86.892,86.692,125692,1710166980,,,,,,,,,,,78.65418968748335,41.959293279749666,1.3661428571428575,13.031229618165952,52.65032556147389
53,2024-03-11 22:24:00,86.792,86.604,86.866,86.604,144444,1710167040,,,,,,,,,,,80.08499339418044,41.959293279749666,1.3661428571428575,13.031229618165952,53.44753819842298
54,2024-03-11 22:25:00,86.657,86.95,86.95,86.657,160658,1710167100,,,,,,,,,,,84.54349643420726,44.5543479961446,1.3754285714285726,13.031229618165952,49.02440026848377
55,2024-03-11 22:26:00,87.143,87.179,87.18,87.127,395026,1710167160,,,,,,,,,,,90.59290963956691,44.5543479961446,1.3754285714285726,13.031229618165952,52.48995129221131
56,2024-03-11 22:27:00,87.226,87.172,87.226,86.878,294352,1710167220,,,,,,,,,,,95.82750691202564,44.5543479961446,1.3754285714285726,13.031229618165952,57.33494815889728
57,2024-03-11 22:28:00,87.153,87.085,87.218,87.078,193144,1710167280,,1.0,,,,,,,,,99.5736200319412,44.5543479961446,1.3754285714285726,13.031229618165952,59.135998006627474
58,2024-03-11 22:29:00,87.039,86.999,87.039,86.953,134588,1710167340,,,,,,,,,,,101.99680589734604,44.5543479961446,1.3754285714285726,13.031229618165952,58.486016769090554
