,0
code,NVDA
trade_days,48
win_days,21
win_sells,33
lose_sells,47
max_1d_profit,1281.263000000004
max_1d_lost,-708.4860000000007
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,101477.30300000015
total_profit_rate,0.014773030000001519
buy_nums,81
sell_nums,80
avg_win_sell_profit,234.69842424242532
avg_lose_sell_profit,-150.70617021276547
