,0
code,GOOGL
trade_days,45
win_days,12
win_sells,19
lose_sells,43
max_1d_profit,379.38999999999726
max_1d_lost,-353.34000000000145
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,99150.54399999994
total_profit_rate,-0.008494560000000595
buy_nums,62
sell_nums,62
avg_win_sell_profit,87.54552631578849
avg_lose_sell_profit,-58.437697674418985
