,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
6,2024-01-03 22:37:00,241.87,242.315,242.356,241.87,849775.0,205808384.0,1704292620,1.0,,,,,,,,1.0,,38.14909312205533,10.98983263977415,1.1155714285714242,,-74.86366312048216,1,0,50174.78,241.87:206.0;,241.87:206.0;,,0.0,241.87;
11,2024-01-03 22:42:00,241.76,242.23,242.38,241.73,663320.0,160546048.0,1704292920,,,,,,,,,,,14.383612957674003,8.639041209923889,1.1584999999999954,,-75.52442971535164,0,0,99977.34,,,241.76:206.0;,-22.66000000000281,
18,2024-01-03 22:49:00,241.25,240.97,241.25,240.86,454330.0,109517056.0,1704293340,,,,,1.0,,,,,,-3.679578586303592,4.963081791136361,1.2131428571428535,,-75.40286157736888,1,0,50038.59,241.25:207.0;,241.25:207.0;,,0.0,241.25;
20,2024-01-03 22:51:00,240.55,240.4,240.6,240.4,503592.0,120963328.0,1704293460,,,,,,,,,,,-7.499519272753304,2.388645158735393,1.2573571428571415,,-75.81744664203563,0,0,99832.44,,,240.55:207.0;,-144.89999999999765,
36,2024-01-03 23:07:00,239.745,239.43,239.98,239.43,479878.0,114924032.0,1704294420,,,,,,,1.0,,,,-7.432368492801718,-4.676940285003667,1.3991428571428568,,-69.2601185672658,1,0,49965.48,239.745:208.0;,239.745:208.0;,,0.0,239.745;
38,2024-01-03 23:09:00,239.027,239.261,239.377,238.73,558188.0,133368832.0,1704294540,,,,,,,,,,,-7.528670444863309,-4.676940285003667,1.3991428571428568,,-72.09148861748584,0,0,99683.09599999999,,,239.027:208.0;,-149.3440000000037,
292,2024-01-05 03:23:00,239.425,239.351,239.425,239.305,159968.0,38342656.0,1704396180,1.0,,,,,,,,,,-14.595509955620471,19.11644939623494,0.503857142857143,,-76.35189634187172,1,0,49882.69599999999,239.425:208.0;,239.425:208.0;,,0.0,239.425;
294,2024-01-05 03:25:00,239.18,239.2,239.34,239.171,197040.0,47181824.0,1704396300,,,,,,,,,,,-16.113740952922534,12.087927085037734,0.4930000000000011,,-77.65836857950498,0,0,99632.136,,,239.18:208.0;,-50.960000000000946,
387,2024-01-05 04:58:00,238.12,238.06,238.12,237.95,259624.0,61849600.0,1704401880,,,,,,,,,1.0,,-13.052358234214708,1.8981277510279284,0.5205714285714313,,-76.87807293389976,1,0,99632.136,,,,0.0,
37,2024-01-09 23:08:00,234.1,233.78,234.1,233.5,779956.0,181522432.0,1704812880,,,,,,,1.0,,,,-4.176502063969693,12.76848700206358,0.8861428571428637,64.47010292422664,-73.52328007049879,1,0,50002.936,234.1:212.0;,234.1:212.0;,,0.0,234.1;
42,2024-01-09 23:13:00,233.804,233.48,233.841,233.476,568684.0,132054016.0,1704813180,,,,,,,,,,,-2.985671355612346,6.573840159649933,0.9902142857142918,64.47010292422664,-68.52522424362701,0,0,99569.384,,,233.804:212.0;,-62.75199999999836,
45,2024-01-09 23:16:00,233.49,233.79,233.896,233.49,438620.0,101580800.0,1704813360,,,,,,,,,1.0,,-2.951965214169448,0.1934908073378665,1.0454285714285751,64.47010292422664,-75.63409224388761,1,0,49836.014,233.49:213.0;,233.49:213.0;,,0.0,233.49;
54,2024-01-09 23:25:00,233.445,233.53,233.53,233.445,295234.0,68145664.0,1704813900,,,,,,,,,,,5.472076965923534,-9.497532540385636,1.1067142857142878,64.47010292422664,-68.5976874385311,0,0,99559.799,,,233.445:213.0;,-9.58500000000339,
38,2024-01-11 23:09:00,226.859,226.67,226.859,226.58,303134.0,67985920.0,1704985740,,,,,,,,,1.0,,-2.439674186817492,14.216180265267084,1.336500000000001,19.006600347606277,-76.50540549360852,1,0,49877.678,226.859:219.0;,226.859:219.0;,,0.0,226.859;
64,2024-01-11 23:35:00,227.264,226.96,227.29,226.96,467544.0,105055232.0,1704987300,,,,,,,,,,,47.87038264101393,-2.6580030084604545,1.5380000000000007,17.22859318169833,59.51627169907,0,0,99648.494,,,227.264:219.0;,88.69500000000025,
98,2024-01-13 00:09:00,220.87,221.155,221.169,220.87,323788.0,71537664.0,1705075740,,,,,,,,,1.0,,14.142387592360812,14.810658766981106,0.8492142857142844,11.990600059003564,-72.30345125078998,1,0,49952.744000000006,220.87:225.0;,220.87:225.0;,,0.0,220.87;
111,2024-01-13 00:22:00,221.28,221.55,221.55,221.16,359016.0,79436800.0,1705076520,,,,,,,,,,,70.37719558291514,10.601478350864014,0.7784285714285711,11.990600059003564,70.60614992130235,0,0,99740.744,,,221.28:225.0;,92.24999999999923,
132,2024-01-13 00:43:00,219.64,219.467,219.64,219.4,279028.0,61069312.0,1705077780,,,,,,,1.0,,,,27.90543000557288,4.796273248323303,0.7757142857142867,11.5300691648517,-71.85607855417715,1,0,50102.10400000001,219.64:226.0;,219.64:226.0;,,0.0,219.64;
139,2024-01-13 00:50:00,219.33,218.91,219.375,218.91,802512.0,175044608.0,1705078200,,,,,,,,,,,5.292668418437927,-1.6257265725718495,0.7665000000000016,11.5300691648517,-72.68363789504868,0,0,99670.68400000001,,,219.33:226.0;,-70.05999999999409,
149,2024-01-13 01:00:00,218.26,218.25,218.27,218.161,299200.0,65175552.0,1705078800,,,,,1.0,,,,,,-9.781027399799434,-6.593276377637039,0.7433571428571436,9.58732625417364,-73.89155800499722,1,0,49907.40400000001,218.26:228.0;,218.26:228.0;,,0.0,218.26;
153,2024-01-13 01:04:00,218.0,217.985,218.14,217.86,401592.0,87368704.0,1705079040,,,,,,,,,,,-8.414361351463661,-6.593276377637039,0.7433571428571436,9.58732625417364,-64.5133972656577,0,0,99611.40400000001,,,218.0:228.0;,-59.279999999997926,
138,2024-01-20 00:49:00,207.93,207.92,207.947,207.82,214736.0,44527616.0,1705682940,,,,,,,1.0,,1.0,,12.754613695268231,10.85418763736807,0.7487142857142837,15.436557843012444,-75.87328252669396,1,0,49916.134000000005,207.93:239.0;,207.93:239.0;,,0.0,207.93;
161,2024-01-20 01:12:00,208.52,208.59,208.59,208.4,210664.0,43809792.0,1705684320,,,,,,,,,,,51.854571665462345,4.544757517342703,0.5937857142857175,14.218887036547423,69.59298954361799,0,0,99752.414,,,208.52:239.0;,141.01000000000082,
230,2024-01-23 02:21:00,207.98,208.075,208.075,207.83,217824.0,45166592.0,1705947660,,,,,,,1.0,,,,-8.565915493180626,-15.605070371159307,0.5450714285714265,31.631866137821284,-76.04540092173107,1,0,50045.194,207.98:239.0;,207.98:239.0;,,0.0,207.98;
238,2024-01-23 02:29:00,207.927,207.765,207.927,207.687,308776.0,63967232.0,1705948140,,,,,,,,,,,0.2298056591340582,-15.778214399178722,0.5569285714285692,31.631866137821284,-61.656313314322375,0,0,99739.747,,,207.927:239.0;,-12.666999999999348,
291,2024-01-23 03:22:00,206.605,206.92,207.138,206.605,417392.0,86198272.0,1705951320,,,1.0,,1.0,,,,,,13.731427556343874,-6.511099034096148,0.6026428571428559,25.52248119344199,-77.22795339347483,1,0,49947.942,206.605:241.0;,206.605:241.0;,,0.0,206.605;
315,2024-01-23 03:46:00,207.265,207.416,207.421,207.265,138712.0,28682240.0,1705952760,,,,,,,,,,,25.717843670020216,1.535252807841104,0.6016428571428533,22.44797660936239,64.66114793802465,0,0,99898.807,,,207.265:241.0;,159.05999999999918,
295,2024-01-25 03:26:00,208.45,208.48,208.565,208.36,273320.0,56784896.0,1706124360,,,,,,,,,1.0,,5.283138351134664,0.5229634866204407,0.4951428571428603,40.60878172276272,-75.2259146562834,1,0,50079.257000000005,208.45:239.0;,208.45:239.0;,,0.0,208.45;
300,2024-01-25 03:31:00,208.42,208.84,208.84,208.42,209368.0,43551744.0,1706124660,,,,,,,,,,,18.888947555392637,-2.393602265039874,0.5035000000000025,37.70355006392754,22.590932697585217,0,0,99891.637,,,208.42:239.0;,-7.170000000000272,
351,2024-01-25 04:22:00,207.62,207.7,207.7,207.57,208040.0,43083776.0,1706127720,,,,,,,1.0,,,,8.018710454979754,-5.020257581165694,0.5599285714285733,35.35461178903085,-77.2348019515995,1,0,50062.837,207.62:240.0;,207.62:240.0;,,0.0,207.62;
354,2024-01-25 04:25:00,207.351,207.628,207.628,207.351,396664.0,82196480.0,1706127900,,,,,,,,,,,-0.7027938543119632,-6.447317819615535,0.5420000000000036,35.35461178903085,-77.98831246693598,0,0,99827.07699999999,,,207.351:240.0;,-64.56000000000131,
