,0
code,AMD
trade_days,77
win_days,22
win_sells,34
lose_sells,90
max_1d_profit,730.7999999999936
max_1d_lost,-715.1240000000038
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,95142.15400000007
total_profit_rate,-0.048578459999999324
buy_nums,126
sell_nums,125
avg_win_sell_profit,184.95764705882334
avg_lose_sell_profit,-125.43295555555606
