,code,total_profit_rate
0,AAPL,-0.00323214999999899
1,AMD,-0.048443909999999146
2,BABA,-0.009514679999999665
3,GOOGL,-0.0071400100000003075
4,MSFT,-0.012081090000000239
5,NVDA,0.006776790000001309
6,PDD,-0.01783136000000074
7,QQQ,0.0032325800000003735
8,TSLA,-0.018293589999999638
9,平均,-0.011836379999999671
