,0
code,TSLA
trade_days,72
win_days,26
win_sells,42
lose_sells,87
max_1d_profit,872.719999999996
max_1d_lost,-577.8549999999955
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,98874.142
total_profit_rate,-0.011258579999999907
buy_nums,130
sell_nums,129
avg_win_sell_profit,182.63276190476213
avg_lose_sell_profit,-101.10843678160914
