,0
code,QQQ
trade_days,29
win_days,11
win_sells,17
lose_sells,30
max_1d_profit,351.12000000000467
max_1d_lost,-234.18099999999964
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,99964.22700000004
total_profit_rate,-0.00035772999999961197
buy_nums,48
sell_nums,47
avg_win_sell_profit,72.22711764705977
avg_lose_sell_profit,-42.1211333333335
