,0
code,MSFT
trade_days,35
win_days,9
win_sells,15
lose_sells,35
max_1d_profit,112.85999999998808
max_1d_lost,-246.9910000000021
start_day,20240102
end_day,20240906
start_cash,100000
end_cash,98810.65099999998
total_profit_rate,-0.011893490000000173
buy_nums,53
sell_nums,51
avg_win_sell_profit,30.531466666666347
avg_lose_sell_profit,-47.06631428571364
