,dt_1D,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
339,20221111,144.38,148.26,148.558,143.01,93979664,13930108928.0,-1.952,-0.603,26.117191357469068,9.819113825313337,5.138746027116028,0,0,0,0,0,0,0,0,
340,20221114,147.53,146.84,148.807,146.01,73374112,10893669376.0,-1.903,-0.328,29.551495481732985,15.307071703875764,5.487957878562426,0,0,0,1,0,0,0,0,
341,20221115,150.775,148.6,152.12,147.18,89868336,13592878080.0,-1.831,-0.018,36.240576113762415,21.52470194187073,6.2176302379949675,0,0,0,0,0,0,0,0,
342,20221116,147.69,147.35,149.13,145.88,64218264,9531546624.0,-1.779,0.158,41.236635215778406,26.618867518143034,5.094165576272303,0,0,0,0,0,0,0,0,
343,20221117,144.99,149.28,150.035,144.22,80389400,12032845824.0,-1.703,0.394,47.164795427376305,31.92503189794749,5.306164379804457,0,0,0,1,0,0,0,0,
344,20221118,150.865,149.85,151.06,148.56,74829576,11312617472.0,-1.622,0.603,52.86472222292572,37.051571339037494,5.126539441090003,0,0,0,0,0,0,0,0,
345,20221121,148.72,146.57,149.472,146.28,58724072,8698298368.0,-1.588,0.587,55.382675850711266,39.64283864311817,2.5912673040806737,0,0,0,0,0,0,0,0,
346,20221122,146.69,148.74,148.91,145.495,51804132,7711819776.0,-1.526,0.68,59.26029626584112,42.33563663948516,2.6927979963669912,0,0,0,0,0,0,0,0,
347,20221123,148.01,149.63,150.35,147.34,58301396,8788969472.0,-1.454,0.789,64.04935158932389,45.25375595403938,2.918119314554218,0,0,0,0,0,0,0,0,
348,20221125,146.865,146.67,149.41,145.71,35209460,5217310720.0,-1.425,0.711,65.8653665712018,46.2252612623617,0.9715053083223211,0,0,0,0,0,0,0,0,
349,20221128,143.7,142.78,146.3,141.955,69346520,9989841920.0,-1.449,0.438,64.27375293337398,44.12698311980685,-2.0982781425548467,0,0,0,0,0,0,0,0,
350,20221129,142.85,139.73,144.18,138.93,83763800,11874054144.0,-1.512,0.062,60.328401622104465,39.30375772063658,-4.823225399170269,0,0,0,0,0,0,0,0,
351,20221130,139.955,146.59,146.85,139.185,111865550,16122773504.0,-1.477,0.124,62.326275665281244,38.00146780669013,-1.3022899139464528,0,0,0,0,0,0,0,0,
352,20221201,146.77,146.87,147.64,145.19,71250416,10534778880.0,-1.44,0.185,64.2877196888463,38.23725079796843,0.23578299127829894,0,0,0,0,0,0,0,0,
353,20221202,144.52,146.37,147.11,143.66,65447448,9611640832.0,-1.41,0.205,65.58168201391244,38.67099566367186,0.4337448657034315,0,0,0,1,0,0,0,0,
354,20221205,146.33,145.19,149.448,144.355,68826440,10141523968.0,-1.396,0.156,65.72777341241932,38.50114000643039,-0.16985565724147023,0,0,0,0,0,0,0,0,
355,20221206,145.635,141.47,146.15,140.575,64727184,9308102656.0,-1.433,-0.077,62.79199158456646,35.888382453455876,-2.6127575529745144,0,0,0,0,0,0,0,0,
356,20221207,140.75,139.5,141.87,138.57,69721096,9842456576.0,-1.493,-0.361,58.53311315052552,31.459942656669583,-4.428439796786293,0,1,1,0,0,0,1,0,
357,20221208,140.92,141.21,142.059,139.148,62128336,8856797184.0,-1.525,-0.488,56.08665758833459,27.828784452816876,-3.6311582038527064,0,0,0,0,0,0,0,0,
358,20221209,140.9,140.72,144.11,139.55,76097008,10887986176.0,-1.561,-0.606,53.478700916933974,24.529916670896682,-3.298867781920194,0,0,0,0,0,0,0,0,
359,20221212,141.26,143.05,143.1,139.66,70462656,10063313920.0,-1.562,-0.569,53.018449564859964,23.16941598594829,-1.3605006849483914,0,0,0,0,0,0,0,0,
360,20221213,148.06,144.03,149.22,142.689,93886160,13754728448.0,-1.548,-0.482,53.38068010643747,23.285303754186856,0.11588776823856506,0,0,0,0,0,0,0,0,
361,20221214,143.91,141.77,145.18,139.89,82423642,11721335808.0,-1.565,-0.525,51.849738031255725,22.611488389851303,-0.6738153643355531,0,0,0,0,0,0,0,0,
362,20221215,139.67,135.06,140.67,134.59,98931904,13607945216.0,-1.67,-0.901,45.026430550001265,17.659387879751932,-4.9521005100993705,0,0,0,0,0,0,0,0,
363,20221216,135.245,133.07,136.08,132.31,160156896,21600915456.0,-1.794,-1.285,37.24454601391727,10.829922353437894,-6.8294655263140385,0,0,0,0,0,0,0,0,
364,20221219,133.67,130.93,134.299,129.91,79592616,10496935936.0,-1.939,-1.679,30.449163304565573,4.028842269194001,-6.8010800842438925,0,0,0,0,0,0,0,0,
365,20221220,129.95,130.86,131.81,128.5,77616388,10177315840.0,-2.075,-1.968,25.31145919309685,-1.421039339579778,-5.449881608773779,0,0,0,0,0,0,0,0,
366,20221221,131.54,134.01,135.35,131.1,85958992,11620428800.0,-2.159,-2.004,22.96823512229804,-3.8549253592619834,-2.4338860196822054,0,0,0,0,0,0,0,0,
367,20221222,132.912,130.79,134.44,128.9,77852112,10272686080.0,-2.279,-2.173,18.65932748895061,-6.814162118390996,-2.9592367591290127,0,0,0,0,0,0,0,0,
368,20221223,129.48,130.42,131.88,128.22,63814892,8371798528.0,-2.397,-2.296,14.781470726300483,-9.652350037832022,-2.838187919441026,0,0,0,0,0,0,0,0,
369,20221227,129.94,128.59,131.38,127.3,69007832,8965763072.0,-2.53,-2.457,10.713403986057543,-12.75771066778816,-3.105360629956138,0,0,0,0,0,0,0,0,
370,20221228,128.23,124.6,129.54,124.465,85438392,10856411136.0,-2.707,-2.757,6.359068992443895,-16.33370964310913,-3.575998975320971,0,0,0,0,0,0,0,0,
371,20221229,126.55,128.17,128.968,125.11,75703712,9800079360.0,-2.824,-2.771,4.71798635403897,-17.958588685917135,-1.6248790428080042,0,0,0,0,0,0,0,0,
372,20221230,126.97,128.49,128.61,126.0,77034208,9921627136.0,-2.928,-2.728,3.515288163796683,-18.606475928613207,-0.647887242696072,0,0,0,0,0,0,0,0,
373,20230103,128.84,123.63,130.02,122.75,112117472,14066243584.0,-3.089,-2.912,0.5621774440168252,-20.436363661559923,-1.829887732946716,0,0,0,0,0,0,0,0,
374,20230104,125.45,124.92,127.21,123.78,89113632,11273895936.0,-3.221,-2.951,-1.182133645912657,-21.912177881070903,-1.4758142195109798,0,0,0,0,0,0,0,0,
375,20230105,125.69,123.58,126.4,123.32,81128444,10181740544.0,-3.361,-3.012,-3.4854957539403557,-23.83535114182277,-1.9231732607518666,0,0,0,0,0,0,0,0,
376,20230106,124.57,128.18,128.835,123.0,87754712,11145168896.0,-3.429,-2.782,-2.4392825258192516,-23.48392846571805,0.35142267610471833,0,0,0,0,0,0,0,0,
377,20230109,129.025,128.71,131.96,128.21,70790816,9318190080.0,-3.482,-2.539,-1.0900313474093792,-22.15015575907914,1.3337727066389107,0,0,0,0,0,0,0,0,
378,20230110,128.82,129.29,129.793,126.7,63896156,8292321280.0,-3.522,-2.286,0.5577582510793917,-20.297353869255446,1.852801889823695,0,0,0,1,0,0,0,1,0.07883905762134534
379,20230111,129.81,132.05,132.05,129.02,69458952,9162020864.0,-3.52,-1.916,3.885591250687213,-16.991276102564285,3.3060777666911605,0,0,0,0,0,0,0,0,
380,20230112,132.44,131.97,133.2,130.24,71379648,9504719872.0,-3.516,-1.607,6.8559112906175415,-13.580562318921707,3.410713783642578,0,0,0,0,0,0,0,0,
381,20230113,130.59,133.32,133.47,130.24,57809720,7717195264.0,-3.491,-1.276,10.430889325899855,-9.811176697630373,3.7693856212913346,0,0,0,0,0,0,0,0,
382,20230117,133.39,134.5,135.795,132.71,63646628,8614425600.0,-3.449,-0.939,14.426512575650058,-5.549677833729746,4.261498863900627,0,0,0,0,0,0,0,0,
383,20230118,135.375,133.77,137.13,133.0,69672800,9498423296.0,-3.416,-0.703,17.545822298391357,-1.9671097097254062,3.5825681240043394,0,0,0,0,0,0,0,0,
384,20230119,132.64,133.83,134.8,131.81,58280412,7842884096.0,-3.382,-0.506,20.390909576301695,1.0068581046746772,2.9739678144000834,0,0,0,0,0,0,0,0,
385,20230120,133.84,136.43,136.72,132.81,80223624,10943230976.0,-3.312,-0.212,24.63816426593668,4.761266553915135,3.754408449240458,0,0,0,0,0,0,0,0,
386,20230123,136.68,139.67,141.84,135.8,81760312,11528828928.0,-3.2,0.189,30.956018080738957,10.06315014659873,5.301883592683595,0,0,0,0,0,0,0,0,
387,20230124,138.865,141.09,141.91,138.16,66435144,9349871616.0,-3.072,0.572,37.546212305246456,16.12964686729464,6.066496720695909,0,0,0,1,0,0,0,0,
388,20230125,139.45,140.42,140.96,137.389,65799348,9262227456.0,-2.959,0.829,42.95576100571611,21.5356917682939,5.406044900999262,0,0,0,0,0,0,0,0,
389,20230126,141.73,142.52,142.76,140.49,54105068,7703216128.0,-2.821,1.127,49.51552976070011,27.352444266793697,5.816752498499795,0,0,0,0,0,0,0,0,
390,20230127,141.715,144.49,145.77,141.56,70555840,10268406784.0,-2.662,1.448,56.692195853383886,33.73896748044105,6.386523213647351,0,0,0,0,0,0,0,0,
391,20230130,143.515,141.56,144.049,141.445,64015272,9195685888.0,-2.549,1.526,61.01316015119846,38.1481109727533,4.409143492312253,0,0,0,0,0,0,0,0,
392,20230131,141.26,142.85,142.99,140.01,65874460,9461646336.0,-2.424,1.634,66.17238542019464,42.10266011683112,3.9545491440778164,0,0,0,0,0,0,0,0,
393,20230201,142.53,143.99,145.105,139.96,77663632,11079984128.0,-2.289,1.757,71.5231923745994,46.05314231272625,3.950482195895134,0,0,0,0,0,0,0,0,
394,20230202,147.46,149.38,150.56,141.06,118338976,16632504320.0,-2.086,2.109,79.3161200623173,51.78218822918082,5.729045916454567,0,0,0,0,0,0,0,0,
395,20230203,146.59,153.06,155.87,143.39,154357344,23812925440.0,-1.844,2.548,85.36715163894723,57.01761265433538,5.235424425154562,0,0,0,0,0,0,0,0,
396,20230206,151.135,150.29,152.674,149.35,69858304,10624501760.0,-1.652,2.712,89.06723650717625,60.47103526927275,3.4534226149373666,0,0,0,0,0,0,0,0,
397,20230207,149.2,153.21,153.78,148.93,83322552,12779660288.0,-1.43,2.957,93.94904918171848,64.19485279207976,3.7238175228070105,0,0,0,0,0,0,0,0,
398,20230208,152.44,150.48,153.115,149.75,64120080,9746291712.0,-1.256,2.968,96.61756664067524,66.48483002743582,2.289977235356062,0,0,0,0,0,0,0,0,
399,20230209,152.335,149.43,152.76,149.01,56007144,8529145856.0,-1.106,2.883,98.27896769381907,67.64824767673213,1.1634176492963064,0,0,0,0,0,0,0,0,
400,20230210,148.25,149.8,150.035,147.49,57450708,8638897152.0,-0.958,2.799,99.86096162222553,68.46789777110772,0.8196500943755893,0,0,0,0,0,0,0,0,
401,20230213,149.742,152.64,153.035,149.22,62199012,9486535680.0,-0.78,2.844,102.7969721129932,70.31607122631999,1.848173455212276,0,0,0,0,0,0,0,0,
402,20230214,150.91,151.99,153.984,149.71,61707572,9237788672.0,-0.619,2.809,104.92372132188292,72.139887018876,1.8238157925560046,0,0,1,1,0,0,0,0,
403,20230215,151.9,154.12,154.29,150.79,65669252,10137274368.0,-0.439,2.855,107.93147244564983,74.77579792031459,2.635910901438592,0,0,1,1,0,0,0,0,
404,20230216,152.3,152.5,155.105,151.56,68167944,10543392768.0,-0.291,2.771,109.55804064312103,76.82872136110512,2.0529234407905363,0,0,0,0,0,0,0,0,
405,20230217,151.14,151.34,152.18,149.66,59144120,8936961024.0,-0.166,2.608,110.21790882336099,78.06872310491822,1.240001743813096,0,0,0,0,0,0,0,0,
406,20230221,148.99,147.27,150.959,147.2,63837836,9535343616.0,-0.104,2.236,108.338028301241,77.22608346580316,-0.8426396391150632,0,0,0,0,0,0,0,0,
407,20230222,147.66,147.7,148.74,145.973,51011304,7602391040.0,-0.039,1.94,106.79610163668252,75.94454052658782,-1.281542939215342,0,0,0,0,0,0,0,0,
408,20230223,148.88,148.19,149.07,146.062,48394248,7193239040.0,0.029,1.709,105.59581518100327,74.82856069750562,-1.1159798290821925,0,0,0,0,0,0,0,0,
409,20230224,145.9,145.5,147.51,144.53,55469608,8122509312.0,0.056,1.367,102.87010169045499,72.80522878774538,-2.0233319097602447,0,0,0,0,0,0,0,0,
410,20230227,146.5,146.71,147.905,145.134,44998472,6655479296.0,0.099,1.146,101.04199092741803,71.25591022073785,-1.549318567007532,0,0,0,0,0,0,0,0,
411,20230228,145.84,146.2,147.85,145.64,50547000,7472065536.0,0.132,0.933,99.02766882328676,69.34378449927519,-1.9121257214626581,0,0,0,0,0,0,0,0,
412,20230301,145.62,144.1,147.28,143.8,55478992,8065687552.0,0.134,0.645,95.93577287363067,66.57119882979136,-2.7725856694838313,0,0,0,0,0,0,0,0,
413,20230302,143.17,144.7,145.47,142.33,52279760,7574724096.0,0.145,0.443,93.44872279409682,63.64799274923375,-2.9232060805576054,0,0,0,0,0,0,0,0,
414,20230303,146.835,149.82,150.19,144.336,70732296,10594606080.0,0.224,0.547,94.11582464175703,63.51372600396742,-0.13426674526633064,0,0,0,0,0,0,0,0,
415,20230306,152.575,152.62,155.06,151.0,87558032,13506161664.0,0.336,0.765,96.25758374991435,65.97472739628053,2.4610013923131078,0,0,0,0,0,0,0,0,
416,20230307,152.49,150.39,153.35,149.93,56182028,8542379008.0,0.411,0.81,96.80954576172165,67.84119431240431,1.866466916123784,0,0,0,1,0,0,0,0,
417,20230308,151.6,151.66,152.245,150.011,47204792,7178804224.0,0.498,0.9,97.96383189742474,70.15399006377524,2.3127957513709276,0,0,0,0,0,0,0,0,
418,20230309,152.349,149.38,153.31,148.95,53833584,8159506944.0,0.55,0.841,97.57779547889011,71.07719967405268,0.9232096102774392,0,0,0,0,0,0,0,0,
419,20230310,149.0,147.29,150.79,146.43,68572400,10204200960.0,0.57,0.675,95.94936976350917,70.00877848403195,-1.0684211900207288,0,0,0,0,0,0,0,0,
420,20230313,146.595,149.26,151.88,145.12,84457120,12772485120.0,0.615,0.639,95.57820780914585,68.90958906756902,-1.0991894164629343,0,0,1,0,0,0,0,0,
421,20230314,150.07,151.38,152.18,148.884,73695896,11187905536.0,0.685,0.713,96.08663156847484,69.08644064617536,0.17685157860634604,0,0,0,0,0,0,0,0,
422,20230315,149.98,151.78,152.02,148.735,77167864,11541441536.0,0.757,0.782,96.74057196154752,70.0399347501668,0.9534941039914315,0,0,0,0,0,0,0,0,
423,20230316,150.95,154.64,155.13,150.49,76254416,11782164480.0,0.862,0.974,99.06653286303464,73.26032211265162,3.2203873624848285,0,0,0,1,0,0,0,0,
424,20230317,154.87,153.79,155.51,153.08,98944632,15311540224.0,0.949,1.067,100.40101278775242,76.2785139120237,3.018191799372076,0,0,0,0,0,0,0,0,
425,20230320,153.86,156.19,156.59,152.47,73641416,11513900032.0,1.063,1.25,102.78649045835334,80.49714827654553,4.218634364521833,0,0,0,0,0,0,0,0,
426,20230321,156.11,158.07,158.17,155.333,73938288,11686014976.0,1.194,1.475,105.06298669785687,84.99331601634145,4.496167739795922,0,0,0,0,0,0,0,0,
427,20230322,158.09,156.62,160.89,156.38,75701808,12085268480.0,1.298,1.555,104.2881749638972,86.41132977967824,1.4180137633367877,0,0,0,0,0,0,0,0,
428,20230323,157.62,157.72,160.315,156.51,68452112,10790481920.0,1.41,1.654,104.25181869433197,87.21837026277224,0.8070404830939992,0,0,0,0,0,0,0,0,
429,20230324,157.65,159.04,159.18,156.61,59303576,9104801792.0,1.532,1.779,104.97699679139072,88.49646543309855,1.27809517032631,0,0,0,0,0,0,0,0,
430,20230327,158.73,157.07,159.52,156.685,52390264,8328434176.0,1.619,1.751,103.90670421915974,88.34499623271716,-0.1514692003813849,0,0,0,0,0,0,0,0,
431,20230328,156.76,156.44,156.86,154.77,45992152,7207832064.0,1.691,1.673,102.18027413710564,87.2731499000765,-1.0718463326406606,0,0,0,0,0,0,0,0,
432,20230329,158.16,159.56,159.82,156.046,51305692,8215123968.0,1.8,1.753,103.11971142616031,88.32713766108489,1.0539877610083863,0,0,1,1,0,0,0,0,
433,20230330,160.32,161.15,161.26,159.65,49501688,8020389888.0,1.923,1.875,104.88191337089106,90.97744714591039,2.650309484825499,0,0,0,0,0,0,0,0,
434,20230331,161.23,163.69,163.79,160.63,68749792,11217104896.0,2.071,2.078,106.4114926015387,94.05735421964968,3.0799070737392924,0,0,0,0,0,0,0,0,
435,20230403,163.06,164.96,165.065,162.52,56976188,9414676480.0,2.227,2.275,107.71383221929318,97.06755121916811,3.0101969995184277,0,0,0,0,0,0,0,0,
436,20230404,165.385,164.42,165.79,163.91,46278296,7377282048.0,2.364,2.371,107.87846696109096,99.04119914882337,1.9736479296552574,0,0,0,0,0,0,0,0,
437,20230405,163.53,162.55,164.59,160.6,51511744,8421128192.0,2.467,2.318,106.5797173956417,99.35492105596742,0.3137219071440569,0,0,0,0,0,0,0,0,
438,20230406,161.22,163.45,163.739,160.17,45390124,7432576000.0,2.574,2.293,105.95225248123018,99.57569221410557,0.22077115813814885,0,0,0,0,0,0,0,0,
439,20230410,160.21,160.82,163.04,158.88,47716880,7699767296.0,2.637,2.107,103.09679407112512,98.16349093086862,-1.4122012832369535,0,0,1,0,0,0,0,0,
440,20230411,161.14,159.59,161.39,159.305,47644216,7677627904.0,2.678,1.871,99.49946425547341,95.61354318181922,-2.5499477490493945,0,0,0,0,0,0,0,0,
441,20230412,160.01,158.89,161.04,158.55,50133064,8050899456.0,2.705,1.627,95.68031951803465,92.49511779525203,-3.1184253865671963,0,0,0,0,0,0,0,0,
442,20230413,160.42,164.35,164.585,159.2,68445648,11227488256.0,2.802,1.698,96.68975423210225,92.75435308725294,0.2592352920009091,0,0,0,0,0,0,0,0,
443,20230414,163.38,164.0,165.105,162.641,49386480,7951243776.0,2.887,1.714,97.271396875003,94.03099418895656,1.2766411017036177,0,0,0,0,0,0,0,0,
444,20230417,163.88,164.02,164.98,162.9,41516216,6837950976.0,2.965,1.705,97.77258072727034,95.70130464301128,1.6703104540547287,0,0,1,1,0,0,0,0,
445,20230418,164.89,165.26,166.18,163.607,49923008,8292623872.0,3.052,1.741,98.89022174393332,97.92560540082808,2.224300757816792,0,0,0,0,0,0,0,0,
446,20230419,164.59,166.42,166.945,163.85,48526748,7965142016.0,3.148,1.806,100.18118896896704,100.40097742816815,2.4753720273400717,0,0,0,0,0,0,0,0,
447,20230420,164.88,165.44,166.65,164.36,52456376,8720306176.0,3.223,1.782,100.53460726393496,102.1965506976289,1.7955732694607462,0,0,0,0,0,0,0,0,
448,20230421,163.84,163.81,165.45,161.78,58337340,9576545280.0,3.269,1.656,99.54739013670954,102.5093694567205,0.3128187590916127,0,0,0,0,0,0,0,0,
449,20230424,163.79,164.12,164.38,162.69,41949580,6436005888.0,3.313,1.552,98.87350519262407,102.38565626349651,-0.12371319322399188,0,0,0,0,0,0,0,0,
450,20230425,163.98,162.56,165.07,162.32,48714064,7958625280.0,3.332,1.37,97.02928984092716,101.10001354640505,-1.2856427170914628,0,0,0,0,0,0,0,0,
451,20230426,161.845,162.55,164.07,161.56,45498796,7250235904.0,3.347,1.21,95.34903765462519,99.53630539995328,-1.5637081464517735,0,0,0,0,0,0,0,0,
452,20230427,163.98,167.2,167.77,163.04,64902328,10857761792.0,3.421,1.311,96.81075226142201,100.49278585360729,0.9564804536540095,0,0,0,0,0,0,0,0,
453,20230428,167.28,168.47,168.63,166.21,57477272,9709933568.0,3.505,1.439,98.40021621003618,102.54519387206271,2.0524080184554236,0,0,0,0,0,0,0,0,
454,20230501,168.07,168.38,169.239,167.23,52472936,8898212864.0,3.58,1.515,99.2954149051508,104.48963463100976,1.944440758947053,0,0,0,1,0,0,0,0,
455,20230502,168.88,167.33,169.12,166.349,48425696,8146417152.0,3.634,1.5,99.31845294875254,105.45453277542417,0.9648981444144056,0,0,0,0,0,0,0,0,
456,20230503,168.29,166.24,169.7,161.68,65136016,11003401216.0,3.668,1.412,98.24987038906949,104.97995590765481,-0.4745768677693576,0,0,0,0,0,0,0,0,
457,20230504,163.68,164.58,170.05,163.12,81235424,13486097408.0,3.674,1.24,95.91535179330154,102.42353181478305,-2.556424092871765,0,0,1,0,0,0,0,0,
458,20230505,169.765,172.36,173.075,167.83,113453168,19607660544.0,3.782,1.493,97.10791543902297,102.77774400326865,0.35421218848560443,0,0,0,0,0,0,0,0,
459,20230508,171.27,172.29,172.63,171.03,55962792,8835363840.0,3.879,1.667,98.08737802801039,104.06651431591153,1.2887703126428818,0,0,0,0,0,0,0,0,
460,20230509,171.84,170.56,172.28,170.43,45326872,7808074752.0,3.945,1.692,97.75392452942012,104.29054071737829,0.22402640146675878,0,0,0,1,0,0,0,0,
461,20230510,171.81,172.345,172.77,169.64,53724500,9299697664.0,4.028,1.781,98.65374166400136,105.52558352038439,1.2350428030060954,0,0,0,0,0,0,0,0,
462,20230511,172.64,172.54,173.33,170.98,49514676,8586464768.0,4.106,1.838,99.39582340068793,106.95113736707526,1.4255538466908746,0,0,0,0,0,0,0,0,
463,20230512,172.65,171.6,173.09,170.04,45533136,7845432320.0,4.163,1.81,99.39568672371513,107.64043071312497,0.689293346049709,0,0,0,0,0,0,0,0,
464,20230515,172.19,171.1,172.32,169.1,37266660,6405692928.0,4.207,1.738,99.03226823045784,107.64219262189046,0.001761908765487874,0,0,0,0,0,0,0,0,
465,20230516,171.02,171.1,172.13,170.36,42110292,7242702336.0,4.245,1.66,98.46280885976603,107.39167042627739,-0.25052219561307254,0,0,1,0,0,0,0,0,
466,20230517,170.74,171.72,171.93,169.46,57993889,9956705280.0,4.286,1.61,98.41504124386393,107.45176044882955,0.060090022552159894,0,0,0,0,0,0,0,0,
467,20230518,172.03,174.08,175.16,171.25,65496656,11357721600.0,4.353,1.672,98.7657594835099,108.02544953814069,0.573689089311145,0,0,1,1,0,0,0,0,
468,20230519,175.42,174.19,175.47,173.97,55878060,9799214080.0,4.414,1.705,98.830371539754,108.61001692897798,0.584567390837293,0,0,0,0,0,0,0,0,
469,20230522,173.01,173.23,174.49,171.63,43572180,7570578432.0,4.455,1.658,98.06943870963505,108.3836240301271,-0.22639289885088942,0,0,1,1,0,0,0,0,
470,20230523,172.16,170.59,173.59,170.315,50747264,8713117696.0,4.455,1.463,94.72771159001115,105.72817643610877,-2.6554475940183266,0,0,0,0,0,0,0,0,
471,20230524,170.12,170.87,171.45,169.12,45143488,7667487232.0,4.455,1.307,91.99385890087513,102.69185332572928,-3.0363231103794845,0,0,0,0,0,0,0,0,
472,20230525,171.44,172.02,172.89,169.73,56277536,9679009792.0,4.467,1.228,90.61091525952008,100.725330670826,-1.9665226549032866,0,0,0,0,0,0,0,0,
473,20230526,172.35,174.46,174.765,171.69,54834976,9587828736.0,4.508,1.277,91.62658356063065,101.37153937519932,0.646208704373322,0,0,0,0,0,0,0,0,
474,20230530,175.99,176.33,177.915,174.93,55964400,9934464000.0,4.568,1.396,92.15059374648311,102.6420322951239,1.2704929199245782,0,0,0,0,0,0,0,0,
475,20230531,176.355,176.28,178.345,175.48,99625288,17693612032.0,4.62,1.468,92.24627342039412,103.78977452126671,1.1477422261428103,0,0,0,1,0,0,0,0,
476,20230601,176.73,179.12,179.71,175.99,68901808,12353817600.0,4.704,1.652,93.5226618351956,105.85913882950246,2.0693643082357482,0,0,0,0,0,0,0,0,
477,20230602,180.06,179.98,180.78,178.315,61996912,11197175808.0,4.791,1.819,94.44097140341921,107.86892117661452,2.009782347112065,0,0,0,0,0,0,0,0,
478,20230605,181.66,178.61,183.971,177.08,121946496,22222239744.0,4.851,1.854,91.90707660497068,106.92019672796452,-0.9487244486499975,0,0,0,0,0,0,0,0,
479,20230606,178.995,178.24,179.42,176.49,64848376,11568791552.0,4.898,1.839,89.36385273145206,104.76916589091361,-2.151030837050911,0,0,0,0,0,0,0,0,
480,20230607,177.47,176.85,180.225,176.37,61944616,11038531584.0,4.92,1.73,86.0505164885951,101.45357962688826,-3.315586264025356,0,0,0,0,0,0,0,0,
481,20230608,176.925,179.6,179.85,176.21,50653654,9009748992.0,4.974,1.766,85.16913827144805,99.74322598971035,-1.710353637177903,0,0,0,0,0,0,0,0,
482,20230609,180.53,179.99,181.24,179.03,48899972,8865865728.0,5.027,1.792,84.68405101061211,99.01303449568803,-0.7301914940223213,0,0,0,0,0,0,0,0,
483,20230612,180.3,182.82,183.38,180.02,54754996,10007046144.0,5.11,1.935,86.38750558242239,100.53966341237972,1.526628916691692,0,0,0,0,0,0,0,0,
484,20230613,181.83,182.34,183.1,181.04,54929128,10062861312.0,5.178,1.997,87.55092390758796,102.46891866978866,1.9292552574089399,0,0,0,0,0,0,0,0,
485,20230614,182.4,182.98,183.4,181.1,57462880,10404659200.0,5.247,2.052,89.07234642058921,104.81630649583848,2.347387826049811,0,0,0,0,0,0,0,0,
486,20230615,182.99,185.04,185.541,182.04,65433168,12134794240.0,5.336,2.176,90.81044504270116,107.4094558132197,2.5931493173812186,0,0,0,0,0,0,0,0,
487,20230616,185.76,183.95,186.22,183.725,101256224,18765281280.0,5.4,2.187,90.96118620470119,108.83361770396284,1.4241618907431501,0,0,0,0,0,0,0,0,
488,20230620,183.44,184.04,185.1,183.01,49799092,9218069504.0,5.458,2.172,91.16150763408868,109.74311439855339,0.909496694590544,0,0,1,1,0,0,0,0,
489,20230621,183.93,182.99,184.391,181.635,49515696,9097706496.0,5.494,2.078,90.52226870567344,109.7392589830661,-0.003855415487294067,0,0,0,0,0,0,0,0,
490,20230622,182.77,186.03,186.27,182.191,51245328,9507418112.0,5.565,2.135,92.26690909678169,111.09469747018787,1.3554384871217735,0,0,0,0,0,0,0,0,
491,20230623,184.58,185.71,186.585,184.05,53116996,9886879744.0,5.622,2.136,93.3341364671991,112.39959812189828,1.3049006517104118,0,0,0,0,0,0,0,0,
492,20230626,185.86,184.3,187.068,184.09,48088660,8924544000.0,5.653,2.035,92.87227504277246,112.11524103415995,-0.2843570877383286,0,0,0,0,0,0,0,0,
493,20230627,184.92,187.09,187.41,184.48,50730848,9506469888.0,5.716,2.075,94.29065552989579,113.06224481175786,0.9470037775979137,0,0,0,0,0,0,0,0,
494,20230628,186.96,188.28,188.92,186.67,51216800,9667232768.0,5.786,2.141,95.33563058625452,114.1147452393701,1.0525004276122303,0,0,0,0,0,0,0,0,
495,20230629,188.11,188.62,189.44,187.87,46347308,8781720576.0,5.852,2.183,96.14120616963169,115.03501371270576,0.9202684733356676,0,0,0,0,0,0,0,0,
496,20230630,190.66,193.0,193.415,189.47,85213216,16462172160.0,5.969,2.414,97.15920496769218,116.1569470806291,1.121933367923333,0,0,0,0,0,0,0,0,
497,20230703,192.81,191.49,193.28,190.805,31458198,6072322560.0,6.055,2.485,97.14347277354472,116.3790543555687,0.22210727493960292,0,0,0,0,0,0,0,0,
498,20230705,190.595,190.36,192.0,189.68,46920260,8990966784.0,6.115,2.448,96.43500812007798,115.62372153425909,-0.755332821309608,0,0,0,0,0,0,0,0,
499,20230706,188.87,190.84,191.07,188.29,45156008,8605323264.0,6.173,2.414,96.07997667773313,114.8551811058415,-0.7685404284175945,0,0,0,0,0,0,0,0,
500,20230707,190.44,189.71,191.68,189.32,46815000,8951671808.0,6.208,2.296,95.07156816513552,113.4981049078617,-1.3570761979797936,0,0,1,0,0,0,0,0,
501,20230710,188.29,187.64,189.71,186.09,59922164,11288836096.0,6.208,2.068,92.75126834024047,110.89531314587268,-2.6027917619890246,0,0,0,0,0,0,0,0,
502,20230711,188.19,187.11,188.99,185.635,46638120,8753339392.0,6.196,1.835,89.61097174749898,107.80601300521934,-3.089300140653336,0,0,0,0,0,0,0,0,
503,20230712,188.71,188.8,190.67,187.33,60750248,11405768704.0,6.203,1.718,87.89439004491504,105.81006255500404,-1.9959504502153038,0,0,0,0,0,0,0,0,
504,20230713,189.53,189.57,190.209,188.83,41342336,7860887040.0,6.215,1.644,86.97370840309097,104.85971246553018,-0.9503500894738579,0,0,0,0,0,0,0,0,
