,dt_period,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
650,2024020909,171.0,172.48,175.071,168.5,56375712,9660849152.0,10.474,3.643,83.80072578210712,89.43457404680262,-0.8624064851311601,0,0,0,0,0,0,0,0,
651,2024021209,172.68,171.91,177.37,170.2,58177052,10142595072.0,10.529,3.397,83.0106483679429,88.88863893104795,-0.5459351157546735,0,0,0,0,0,0,0,0,
652,2024021309,167.94,171.54,173.12,165.01,63071312,10741601280.0,10.568,3.142,81.64415587427769,88.44885951614408,-0.4397794149038674,0,0,0,0,0,0,0,0,
653,2024021409,173.47,178.7,179.85,172.86,57402520,10122768384.0,10.693,3.274,82.75019739959447,90.04949645892124,1.6006369427771574,0,0,0,0,0,0,0,0,
654,2024021509,179.14,176.76,180.45,175.335,51126436,9052519424.0,10.776,3.234,82.90177773289855,91.69739086406973,1.6478944051484916,0,0,0,0,0,0,0,0,
655,2024021609,177.45,173.87,179.88,173.28,53940344,9456222208.0,10.806,3.011,81.89442489552144,92.46360616045328,0.7662152963835496,0,0,0,0,0,0,0,0,
656,2024022009,171.14,165.69,173.0,162.02,66549992,10938775552.0,10.717,2.373,77.96231517961124,90.6039877108243,-1.8596184496289823,0,0,0,0,0,0,0,0,
657,2024022109,162.74,164.29,171.79,160.88,48774556,7741847040.0,10.604,1.772,73.9500446113278,87.5686616432387,-3.0353260675856006,0,0,0,0,0,0,0,0,
658,2024022209,173.2,181.86,183.785,171.78,100684736,18166165504.0,10.727,2.194,76.92693601589875,89.10932957812705,1.5406679348883472,0,0,0,0,0,0,0,0,
659,2024022309,181.86,176.52,183.7,174.601,69207368,12272161792.0,10.762,2.216,77.61265588230538,90.66027396241944,1.550944384292393,0,0,0,0,0,0,0,0,
