,dt_period,open,close,high,low,vol,turnover,m1,m2,jw,R6,duanxian,long,short,long_stop,short_stop,long_in,long_out,short_in,short_out,profit_rate
220,2022052409,25.909,25.664,26.324,24.214,183244640,4798040064.0,-5.837,-2.824,-5.765585181112947,-30.62985441162388,-0.8942760878044851,0,0,0,0,0,0,0,0,
221,2022052509,25.204,26.744,27.354,24.934,180642304,4943009792.0,-5.9,-2.706,-5.771099051850939,-31.010879852687268,-0.381025441063386,0,0,0,0,0,0,0,0,
222,2022052609,26.524,29.084,29.544,26.264,168567600,5022090752.0,-5.923,-2.458,-4.538535479438245,-30.086896027284695,0.9239838254025727,0,0,0,0,0,0,0,0,
223,2022052709,30.059,32.054,32.564,28.834,157517936,5070190080.0,-5.9,-2.078,-1.8889627292954714,-27.44407341726557,2.642822610019124,0,0,0,0,0,0,0,0,
224,2022053109,32.064,31.814,32.754,30.514,184579952,6075429888.0,-5.877,-1.768,0.4045960179989194,-23.966500972735332,3.4775724445302387,0,0,0,0,0,0,0,0,
225,2022060109,32.474,31.044,33.154,30.334,199447088,6535879680.0,-5.861,-1.543,2.1086537839863198,-20.94838306377295,3.018117908962381,0,0,0,0,0,0,0,0,
226,2022060209,30.684,33.664,34.104,30.284,168430656,5577489920.0,-5.806,-1.211,5.044395298248794,-17.02309118445126,3.9252918793216907,0,0,0,0,0,0,0,0,
227,2022060309,31.904,30.904,33.314,30.554,162361904,5270389760.0,-5.787,-1.081,6.362547133570068,-14.7069873200643,2.3161038643869603,0,0,0,0,0,0,0,0,
228,2022060609,32.379,31.304,32.884,30.765,150479520,4950969856.0,-5.758,-0.944,7.776533685156814,-13.008110615141675,1.6988767049226254,0,0,0,0,0,0,0,0,
229,2022060709,30.184,32.094,32.329,29.852,137443792,4461700096.0,-5.717,-0.784,9.474523717401752,-11.36242737683638,1.6456832383052955,0,0,0,0,0,0,0,0,
230,2022060809,31.839,31.414,32.694,31.106,112852992,3743395840.0,-5.682,-0.685,10.660543974437118,-10.31183276429374,1.050594612542639,0,0,0,0,0,0,0,0,
231,2022060909,30.834,28.754,32.214,28.604,137979936,4387803136.0,-5.68,-0.737,10.806036146082597,-10.995624115284258,-0.6837913509905178,0,0,0,0,0,0,0,0,
232,2022061009,27.019,25.554,29.134,25.444,171676480,4702879232.0,-5.718,-0.934,9.065690743360058,-13.744034090199307,-2.748409974915049,0,0,0,0,0,0,0,0,
233,2022061309,23.034,21.844,23.674,21.584,213365712,5049169920.0,-5.798,-1.268,6.515478174713024,-18.0945554890463,-4.350521398846993,0,0,1,0,0,0,0,0,
234,2022061409,22.404,21.994,22.834,21.284,196600528,4518119936.0,-5.868,-1.504,4.591170288619587,-22.335341867258208,-4.240786378211908,0,0,0,0,0,0,0,0,
235,2022061509,22.824,23.664,24.684,22.164,274911776,6679009792.0,-5.906,-1.582,4.025395285899336,-24.982709327783397,-2.6473674605251887,0,0,0,0,0,0,0,0,
236,2022061609,21.754,20.624,23.484,20.085,212142224,4654400000.0,-5.979,-1.78,2.302664293503071,-28.06617416040406,-3.0834648326206633,0,0,0,0,0,0,0,0,
237,2022061709,20.834,21.434,22.034,20.444,220590544,4984829440.0,-6.031,-1.869,1.321035907284994,-30.398960693457383,-2.332786533053323,0,0,0,0,0,0,0,0,
238,2022062109,22.579,23.144,23.734,22.334,159204144,3908536320.0,-6.053,-1.825,1.5806187277915669,-31.10571710961912,-0.7067564161617383,0,0,0,0,0,0,0,0,
239,2022062209,22.474,23.054,24.204,21.534,194486848,4757839872.0,-6.07,-1.772,1.7875826496450387,-31.200952254386962,-0.095235144767841,0,0,0,0,0,0,0,0,
240,2022062309,23.704,24.094,24.334,22.754,182686416,4543996928.0,-6.067,-1.654,2.6735905436411542,-30.3447677050454,0.8561845493415632,0,0,0,1,0,0,0,0,
241,2022062409,24.876,26.744,26.784,24.654,151817456,4092989952.0,-6.024,-1.402,5.239554726810034,-27.286015115055818,3.058752589989581,0,0,0,0,0,0,0,0,
242,2022062709,27.114,26.084,27.624,25.764,169130992,4666907136.0,-5.987,-1.223,7.952282072562596,-22.821286581690373,4.464728533365445,0,0,0,0,0,0,0,0,
243,2022062809,26.224,23.594,26.939,23.494,188120384,4916017152.0,-5.982,-1.196,8.727631649215219,-20.296719566931216,2.524567014759157,0,0,0,0,0,0,0,0,
244,2022062909,23.544,23.644,24.029,22.899,190091088,4712625152.0,-5.971,-1.157,9.504925215483077,-18.671200034457257,1.6255195324739589,0,0,0,0,0,0,0,0,
245,2022063009,22.824,22.764,23.62,21.524,256203936,6093749760.0,-5.968,-1.157,9.47212687326951,-18.50232747120674,0.1688725632505168,0,0,0,0,0,0,0,0,
246,2022070109,22.364,23.154,23.234,21.893,208600384,4949049856.0,-5.955,-1.122,9.8054016408201,-18.541245521025672,-0.03891804981893188,0,0,0,0,0,0,0,0,
247,2022070509,22.174,24.414,24.584,21.783,220553984,5364022272.0,-5.921,-1.015,11.294283123643588,-17.453438150308273,1.0878073707173996,0,0,0,0,0,0,0,0,
248,2022070609,24.534,24.904,25.479,23.894,206122880,5333782528.0,-5.878,-0.893,13.075836778976182,-15.594638006983303,1.8588001433249701,0,0,0,0,0,0,0,0,
249,2022070709,25.144,26.524,26.764,24.954,137866336,3740410112.0,-5.81,-0.702,16.137788893992756,-12.001940111417866,3.5926978955654363,0,0,0,0,0,0,0,0,
250,2022070809,25.754,26.654,27.074,25.304,159729216,4400549888.0,-5.74,-0.537,18.986633328884693,-7.999284602690182,4.002655508727685,0,0,0,0,0,0,0,0,
251,2022071109,25.964,24.874,26.174,24.644,129224144,3409849344.0,-5.694,-0.494,20.10377777905657,-5.983975128588753,2.0153094741014286,0,0,0,0,0,0,0,0,
252,2022071209,25.204,24.114,25.714,23.679,159616512,4116389888.0,-5.656,-0.494,21.640131154172366,-5.6426840494623605,0.34129107912639256,0,0,0,0,0,0,0,0,
253,2022071309,22.604,23.954,25.113,22.204,180575504,4510304768.0,-5.618,-0.496,23.198614867324274,-6.162941350995794,-0.5202573015334337,0,0,1,1,0,0,0,0,
254,2022071409,23.229,24.214,24.644,22.396,175823504,4297900032.0,-5.574,-0.477,24.93022093223984,-6.728761553149354,-0.5658202021535601,0,0,1,1,0,0,0,0,
255,2022071509,25.034,25.554,25.714,23.839,154380176,4066840064.0,-5.51,-0.387,28.28547016569761,-5.930586380761667,0.7981751723876869,0,0,0,0,0,0,0,0,
256,2022071809,26.374,24.934,26.754,24.614,159950224,4319969792.0,-5.454,-0.343,30.41073344759301,-5.321297140794513,0.6092892399671541,0,0,0,0,0,0,0,0,
257,2022071909,25.914,27.224,27.854,24.934,149321696,4151869952.0,-5.365,-0.186,35.40243799262505,-2.500969149633761,2.8203279911607524,0,0,0,0,0,0,0,0,
258,2022072009,27.424,28.654,29.009,27.054,188563056,5537780224.0,-5.259,0.013,41.769168731408136,2.267093774208888,4.768062923842649,0,0,0,0,0,0,0,0,
259,2022072109,28.774,29.924,30.004,27.995,159690880,4807790080.0,-5.137,0.234,49.132622100580576,8.596169106433138,6.3290753322242495,0,0,0,1,0,0,0,0,
260,2022072209,29.644,28.294,30.234,27.726,149400416,4469499904.0,-5.04,0.318,53.4185031084597,13.288438971859648,4.6922698654265105,0,0,0,0,0,0,0,0,
261,2022072509,28.294,27.854,28.824,27.189,110448776,3187789056.0,-4.95,0.357,56.57499520614179,16.987830197503655,3.699391225644007,0,0,0,0,0,0,0,0,
262,2022072609,27.254,26.094,27.624,25.829,115877792,3208099840.0,-4.885,0.291,56.92022326482929,18.26576344466727,1.2779332471636167,0,0,0,0,0,0,0,0,
263,2022072709,27.364,29.504,29.984,27.104,170959456,5075450368.0,-4.774,0.413,61.807091661649295,22.39975536790655,4.133991923239279,0,0,0,0,0,0,0,0,
264,2022072809,29.439,30.384,31.954,28.3,162035952,5001116672.0,-4.654,0.549,67.28765120727522,28.074304378831528,5.674549010924977,0,0,0,0,0,0,0,0,
265,2022072909,30.894,32.124,32.374,30.494,146073152,4697164800.0,-4.514,0.738,74.46129948292355,36.12078014664101,8.046475767809483,0,0,0,0,0,0,0,0,
266,2022080109,31.544,32.074,33.174,31.214,142641472,4758812672.0,-4.378,0.873,80.69291612291417,43.39954540721061,7.2787652605696,0,0,0,0,0,0,0,0,
267,2022080209,31.304,31.764,33.101,30.934,162687536,5396793344.0,-4.251,0.95,85.72019770406179,49.43317094356408,6.033625536353469,0,0,0,0,0,0,0,0,
268,2022080309,32.314,34.404,34.7,31.544,147106848,5116152320.0,-4.093,1.136,92.89169531089397,55.637326928680835,6.204155985116756,0,0,0,0,0,0,0,0,
269,2022080409,34.454,34.914,35.114,33.734,126783592,4531233280.0,-3.933,1.292,99.29419497308433,61.37200420619598,5.734677277515146,0,0,0,0,0,0,0,0,
270,2022080509,33.194,34.054,35.144,32.924,141949312,4982192128.0,-3.791,1.352,103.73972934945603,65.58528324076732,4.213279034571343,0,0,0,0,0,0,0,0,
271,2022080809,34.364,33.694,35.564,33.214,134380416,4639637504.0,-3.659,1.363,106.63800159796558,68.15297742686839,2.5676941861010647,0,0,0,0,0,0,0,0,
272,2022080909,33.044,32.494,33.844,31.959,109203008,3677377536.0,-3.547,1.291,107.59794651994945,68.56435956859093,0.41138214172254095,0,0,0,0,0,0,0,0,
273,2022081009,34.899,35.264,35.374,32.434,135777232,4919694336.0,-3.402,1.362,111.73222247102458,70.94236317450785,2.3780036059169163,0,0,1,1,0,0,0,0,
274,2022081109,36.094,34.714,36.784,34.444,136680512,5027063296.0,-3.27,1.372,113.27426932221431,72.2179785408254,1.2756153663175525,0,0,0,0,0,0,0,0,
275,2022081209,35.364,36.744,36.814,34.895,105593488,3993817856.0,-3.115,1.466,116.79251014034395,74.94883708414714,2.7308585433217445,0,0,0,0,0,0,0,0,
276,2022081509,36.414,37.654,37.842,36.094,98154216,3790024192.0,-2.955,1.569,119.6584268259596,77.89419810058673,2.945361016439591,0,0,0,0,0,0,0,0,
277,2022081609,37.324,37.404,38.144,36.314,110377896,4245679104.0,-2.805,1.615,121.48210674487416,80.28929227000197,2.3950941694152306,0,0,0,0,0,0,0,0,
278,2022081709,36.274,36.064,37.078,35.334,131419168,4910612992.0,-2.679,1.56,121.53897870722156,81.21139901269686,0.9221067426948935,0,0,1,1,0,0,0,0,
279,2022081809,36.024,36.314,36.704,35.499,96070424,3597384448.0,-2.555,1.511,121.70616639057071,81.78717459186049,0.5757755791636328,0,0,0,0,0,0,0,0,
280,2022081909,35.244,34.114,35.684,33.654,112128336,3934379776.0,-2.465,1.338,119.3821247853087,80.31945090791385,-1.4677236839466445,0,0,1,0,0,0,0,0,
281,2022082209,32.654,31.334,32.914,31.029,112487712,3677281024.0,-2.416,1.041,114.08416985341658,75.96790018038635,-4.351550727527496,0,0,0,0,0,0,0,0,
282,2022082309,31.195,31.224,32.107,30.984,109754896,3590158848.0,-2.37,0.791,108.63117350835387,70.79897531254309,-5.168924867843259,0,0,0,0,0,0,0,0,
283,2022082409,31.064,31.474,32.064,30.884,93502800,3063177216.0,-2.321,0.599,103.94506714181357,66.08708885661548,-4.711886455927612,0,0,0,0,0,0,0,0,
284,2022082509,32.044,33.194,33.224,31.714,111026256,3811562240.0,-2.25,0.531,101.64485261392767,63.596319145764554,-2.490769710850927,0,0,0,0,0,0,0,0,
285,2022082609,33.109,29.004,33.664,28.524,183138320,5497555968.0,-2.237,0.253,94.68340528692613,58.59367201680031,-5.002647128964242,0,0,0,0,0,0,0,0,
286,2022082909,28.114,28.074,28.854,27.729,124220504,3677127936.0,-2.236,-0.015,87.32902847384341,52.52323379428313,-6.070438222517183,0,0,0,0,0,0,0,0,
287,2022083009,28.554,27.094,29.204,26.334,163507392,4613890560.0,-2.247,-0.274,79.58268858632137,45.81939413273494,-6.703839661548187,0,1,1,0,0,0,1,0,
288,2022083109,27.919,26.574,28.149,25.714,170515264,4676844032.0,-2.262,-0.5,72.0320744949441,39.013836375269534,-6.805557757465408,0,0,0,0,0,0,0,0,
289,2022090109,25.844,26.604,26.814,24.794,198660224,5538753536.0,-2.274,-0.668,65.30404949346011,31.891945412805057,-7.121890962464477,0,0,0,0,0,0,0,0,
290,2022090209,27.404,25.444,27.789,24.95,227231456,6289671168.0,-2.3,-0.85,57.723751718494285,23.57878753838638,-8.313157874418678,0,0,0,0,0,0,0,0,
291,2022090609,25.524,24.834,26.214,24.235,180541696,4663019520.0,-2.33,-1.013,50.25083613372979,15.450514688304338,-8.128272850082041,0,0,0,0,0,0,0,0,
292,2022090709,24.944,26.374,26.654,24.544,165784784,4583977472.0,-2.336,-1.047,45.03638022944904,9.750140276110784,-5.700374412193554,0,0,0,0,0,0,0,0,
293,2022090809,25.794,26.824,27.163,25.431,205399904,5756875264.0,-2.333,-1.036,40.94964061833862,5.975422097426161,-3.7747181786846227,0,0,0,0,0,0,0,0,
294,2022090909,27.444,28.604,28.774,27.374,149367904,4447276544.0,-2.305,-0.922,39.470568365704565,5.138808412428389,-0.8366136849977721,0,0,0,0,0,0,0,0,
295,2022091209,29.064,29.694,29.924,28.784,136570560,4226542336.0,-2.262,-0.764,39.4919994114822,6.583200452534555,1.444392040106166,0,0,0,1,0,0,0,1,0.03277338013539164
296,2022091309,27.004,24.604,30.544,24.326,195648320,5352012800.0,-2.288,-0.896,33.441379938414045,3.644326326529722,-2.9388741260048334,0,0,0,0,0,0,0,0,
297,2022091409,24.889,25.184,25.514,24.344,154645920,4078579968.0,-2.304,-0.956,28.78429281203549,0.02295013105204191,-3.62137619547768,0,0,0,0,0,0,0,0,
298,2022091509,24.644,23.854,25.424,23.154,196865248,4893076480.0,-2.334,-1.06,22.879136577972332,-3.961542735112431,-3.984492866164473,0,0,1,0,0,0,0,0,
299,2022091609,22.974,23.364,23.674,22.436,196071744,4811532800.0,-2.367,-1.153,17.034234461374155,-7.5733413686124464,-3.6117986335000154,0,0,0,0,0,0,0,0,
300,2022091909,22.704,23.954,24.274,22.534,151346288,3778383872.0,-2.389,-1.18,12.611047025493207,-10.212919385515804,-2.639578016903357,0,0,0,0,0,0,0,0,
301,2022092009,23.294,23.354,23.949,22.744,161059328,3959440896.0,-2.416,-1.217,8.014871753934841,-12.799752073502347,-2.5868326879865435,0,0,0,0,0,0,0,0,
302,2022092109,23.574,22.004,24.668,21.444,295557568,7205286912.0,-2.457,-1.299,3.5254132931906383,-15.471572713326935,-2.6718206398245883,0,0,0,0,0,0,0,0,
303,2022092209,21.614,21.144,22.544,20.84,215541984,4832100864.0,-2.506,-1.392,-0.6912727865996402,-18.176601642614315,-2.70502892928738,0,0,0,0,0,0,0,0,
