,0
code,TSLA
trade_days,16
win_days,7
win_sells,13
lose_sells,13
max_1d_profit,1227.8249999999964
max_1d_lost,-483.60000000000355
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,102068.47
total_profit_rate,0.02068470000000011
buy_nums,26
sell_nums,26
avg_win_sell_profit,363.60607692307644
avg_lose_sell_profit,-204.49299999999943
