,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,manxian,jw1D
0,2024-08-30 21:31:00,415.6,415.83,416.73,414.152,1503754,622170304.0,1725024660,,,,,,,,,,,36.246631016152776,-17.73359238706363,0.9103571428571513,85.68028777998117,78.2266142078175,18.319575583207296,30.810196931255305
1,2024-08-30 21:32:00,415.52,416.0,416.09,415.39,88832,36918848.0,1725024720,,,,,,,,,,,45.319847954313076,-17.73359238706363,0.9103571428571513,85.68028777998117,83.57737495658796,19.94705087556964,30.810196931255305
2,2024-08-30 21:33:00,416.385,416.5,416.905,416.27,123948,51623936.0,1725024780,,,,,,,,,,,54.77534394412912,-17.73359238706363,0.9103571428571513,85.68028777998117,84.72463184081386,22.10745651101876,30.810196931255305
3,2024-08-30 21:34:00,416.33,415.955,416.58,415.955,62891,26195328.0,1725024840,,,,,,,,,,,61.044131966639895,-17.73359238706363,0.9103571428571513,85.68028777998117,85.11267963493128,24.69300845123589,30.810196931255305
4,2024-08-30 21:35:00,415.45,415.785,415.8,415.32,56288,23383872.0,1725024900,,,,,,,,,,,65.92657317703566,-9.847771691809456,1.1160714285714366,85.68028777998117,84.60129683053385,27.305983429857513,30.810196931255305
5,2024-08-30 21:36:00,415.64,415.15,415.64,415.15,62041,25767040.0,1725024960,,,,,,,,,,,67.7450113449743,-9.847771691809456,1.1160714285714366,85.68028777998117,83.82379682312822,29.82938320606305,30.810196931255305
6,2024-08-30 21:37:00,415.12,414.815,415.3,414.68,56853,23592896.0,1725025020,,,,,,,,,,,68.00216810863121,-9.847771691809456,1.1160714285714366,85.68028777998117,82.25916417165669,32.023886780132926,30.810196931255305
7,2024-08-30 21:38:00,414.39,414.68,414.68,414.39,54084,22415360.0,1725025080,,,,,,,,,,,67.65009416228327,-9.847771691809456,1.1160714285714366,85.68028777998117,80.0630945460263,33.85185536141462,30.810196931255305
8,2024-08-30 21:39:00,414.87,415.06,415.06,414.78,37621,15604288.0,1725025140,,,,,,,,,,,68.77137933853433,-9.847771691809456,1.1160714285714366,85.68028777998117,77.41168535747838,35.36777499101362,30.810196931255305
9,2024-08-30 21:40:00,415.06,415.175,415.22,414.985,35586,14767232.0,1725025200,,,,,,,,,,,70.16897971773109,-4.1418866705854285,1.177500000000009,85.68028777998117,76.0957794878461,36.79648818475091,30.810196931255305
10,2024-08-30 21:41:00,415.1,415.3,415.345,415.055,23877,9906944.0,1725025260,,,,,,,,,,,71.85065468021907,-4.1418866705854285,1.177500000000009,85.68028777998117,75.1711165217712,38.186359281262376,30.810196931255305
11,2024-08-30 21:42:00,415.417,415.835,415.89,415.417,39180,16281728.0,1725025320,,,,,,,,,,,75.38769192481885,-4.1418866705854285,1.177500000000009,85.68028777998117,74.59454049656787,39.57220699245684,30.810196931255305
12,2024-08-30 21:43:00,415.94,416.075,416.19,415.81,24876,10347520.0,1725025380,,,,,,,,,,,79.41981093326815,-4.1418866705854285,1.177500000000009,85.68028777998117,75.68791009715761,41.12333898381064,30.810196931255305
13,2024-08-30 21:44:00,416.02,416.286,416.286,415.9,24887,10356608.0,1725025440,,,,,,,,,,,83.7736623054241,-4.1418866705854285,1.177500000000009,85.68028777998117,76.51189708265665,42.83784116938972,30.810196931255305
14,2024-08-30 21:45:00,416.03,415.79,416.15,415.79,28979,12061440.0,1725025500,,,,,,,,,,,85.64169751017559,2.4377379707517903,1.2182857142857213,85.68028777998117,77.05288240413512,44.701223525846004,30.810196931255305
15,2024-08-30 21:46:00,415.79,416.165,416.165,415.79,26701,11099840.0,1725025560,,,,,,,,,,,88.69841016324435,2.4377379707517903,1.2182857142857213,85.68028777998117,75.64401236175623,46.4478124187428,30.810196931255305
16,2024-08-30 21:47:00,416.35,416.155,416.365,416.155,34039,14174848.0,1725025620,,,,,,,,,,,91.30492749581303,2.4377379707517903,1.2182857142857213,85.68028777998117,75.35028307418801,48.224671615493605,30.810196931255305
17,2024-08-30 21:48:00,416.35,416.0,416.49,416.0,54433,22663552.0,1725025680,,,,,,,,,,,92.93951092756491,2.4377379707517903,1.2182857142857213,85.68028777998117,74.68670922126483,49.98588455700418,30.810196931255305
18,2024-08-30 21:49:00,416.095,416.16,416.225,416.095,23929,9964544.0,1725025740,,,,,,,,,,,94.93840890703416,2.4377379707517903,1.2182857142857213,85.68028777998117,73.28704141423894,51.65065089086934,30.810196931255305
19,2024-08-30 21:50:00,416.22,416.08,416.24,416.08,19578,8153792.0,1725025800,,,,,,,,,,,96.3214096866648,9.031254069431377,1.2190000000000063,85.68028777998117,72.43903010732977,53.28275912722351,30.810196931255305
20,2024-08-30 21:51:00,415.976,415.81,415.976,415.55,27450,11408512.0,1725025860,,,,,,,,,,,96.41115183623457,9.031254069431377,1.2190000000000063,85.68028777998117,71.07560932915642,54.836876730731404,30.810196931255305
21,2024-08-30 21:52:00,415.892,416.8,416.8,415.892,29439,12256768.0,1725025920,,,,,,,,,,,100.27873381445102,9.031254069431377,1.2190000000000063,85.68028777998117,68.33746273673498,56.21750478626582,30.810196931255305
22,2024-08-30 21:53:00,416.71,416.765,416.765,416.615,31664,13199040.0,1725025980,,,,,,,,,,,103.50010847718674,9.031254069431377,1.2190000000000063,85.68028777998117,70.66705103768945,57.81988492943728,30.810196931255305
23,2024-08-30 21:54:00,416.785,416.9,416.9,416.73,27149,11320960.0,1725026040,,,,,,,,,,,106.80613768648672,9.031254069431377,1.2190000000000063,85.68028777998117,71.23378099206712,59.52163728303614,30.810196931255305
24,2024-08-30 21:55:00,416.975,416.77,416.975,416.751,37422,15604224.0,1725026100,,,,,,,,,,,108.88424147071235,16.54751022609804,1.280928571428579,85.68028777998117,71.54071960370513,61.30477927077614,30.810196931255305
25,2024-08-30 21:56:00,416.823,416.735,416.823,416.735,33101,13800000.0,1725026160,,,,,,,,,,,110.50163482573156,16.54751022609804,1.280928571428579,85.68028777998117,70.51317532377153,63.03725465975542,30.810196931255305
26,2024-08-30 21:57:00,416.39,416.45,416.45,416.16,38256,15932352.0,1725026220,,,,,,,,,,,110.74313676807121,16.54751022609804,1.280928571428579,85.68028777998117,69.17943420512178,64.6949435547119,30.810196931255305
27,2024-08-30 21:58:00,416.36,416.54,416.71,416.36,18333,7637888.0,1725026280,,,,,,,,,,,111.20579815493146,16.54751022609804,1.280928571428579,85.68028777998117,66.39496267848625,66.175408439619,30.810196931255305
28,2024-08-30 21:59:00,416.625,416.713,416.713,416.52,19147,7973248.0,1725026340,,,,,,,,,,,112.18725594691102,16.54751022609804,1.280928571428579,85.68028777998117,64.29012844661001,67.54983504167406,30.810196931255305
29,2024-08-30 22:00:00,416.66,416.65,416.66,416.55,49937,20804352.0,1725026400,,,,,,,,,,,112.72156187824645,22.999425862209442,1.2761428571428601,86.9716740448738,63.325794957618626,68.89443038093118,30.810196931255305
30,2024-08-30 22:01:00,416.9,416.71,416.9,416.605,59695,24878976.0,1725026460,,,,,,,,,,,113.3327262646464,22.999425862209442,1.2761428571428601,86.9716740448738,61.70640976405499,70.17428951340119,30.810196931255305
31,2024-08-30 22:02:00,416.725,416.77,417.0,416.695,15371,6400768.0,1725026520,,,,,,,,,,,113.92153831046352,22.999425862209442,1.2761428571428601,86.9716740448738,60.44903465652236,71.41205277755434,30.810196931255305
32,2024-08-30 22:03:00,416.77,417.045,417.045,416.77,16236,6763776.0,1725026580,,,,,,,,,,,115.23470064950425,22.999425862209442,1.2761428571428601,86.9716740448738,59.2903694976901,72.61431507292936,30.810196931255305
