,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao
0,2024-01-12 22:31:00,70.95,70.84,70.98,70.38,227864,1705069860,,,,,,,,,,,84.32305029009049,61.06123032660162,0.08571428571428592,70.81835611575424,61.83987374764432
1,2024-01-12 22:32:00,70.84,71.01,71.01,70.83,241243,1705069920,,,,,,,,,,,91.60744734771684,61.06123032660162,0.08571428571428592,70.81835611575424,76.81915183613005
2,2024-01-12 22:33:00,70.983,71.12,71.12,70.935,90943,1705069980,,,,,,,,,,,97.99026679637038,61.06123032660162,0.08571428571428592,70.81835611575424,81.77612020384039
3,2024-01-12 22:34:00,71.184,71.324,71.34,71.18,166245,1705070040,,,,,,,,,,,103.24082536736167,61.06123032660162,0.08571428571428592,70.81835611575424,82.89777873034205
4,2024-01-12 22:35:00,71.251,71.19,71.251,71.145,141083,1705070100,,,,,,,,,,,105.12524160979245,64.81553819138483,0.15142857142857175,70.81835611575424,82.97954153557366
5,2024-01-12 22:36:00,71.19,71.215,71.215,71.1,86935,1705070160,,,,,,,,,,,107.17223942567395,64.81553819138483,0.15142857142857175,70.81835611575424,81.98498279430484
6,2024-01-12 22:37:00,71.28,71.35,71.35,71.24,109925,1705070220,,,,,,,,,,,111.35408090339436,64.81553819138483,0.15142857142857175,70.81835611575424,81.10862097355071
7,2024-01-12 22:38:00,71.32,71.28,71.32,71.252,100846,1705070280,,,,,,,,,,,113.56731454952468,64.81553819138483,0.15142857142857175,70.81835611575424,81.00586474188731
8,2024-01-12 22:39:00,71.26,71.23,71.271,71.22,66581,1705070340,,,,,,,,,,,114.41780566379397,64.81553819138483,0.15142857142857175,70.81835611575424,80.10372943397574
9,2024-01-12 22:40:00,71.17,71.145,71.17,71.12,104438,1705070400,,,,,,,,,,,113.36493097490947,67.12005337675473,0.1652142857142859,70.81835611575424,78.69926545587069
10,2024-01-12 22:41:00,71.15,71.22,71.225,71.15,49950,1705070460,,,,,,,,,,,113.7720946913064,67.12005337675473,0.1652142857142859,70.81835611575424,76.3369322481353
11,2024-01-12 22:42:00,71.28,71.335,71.335,71.28,99393,1705070520,,,,,,,,,,,116.27175578597213,67.12005337675473,0.1652142857142859,70.81835611575424,75.08925105363383
12,2024-01-12 22:43:00,71.39,71.398,71.398,71.345,91972,1705070580,,,,,,,,,,,118.66557921875774,67.12005337675473,0.1652142857142859,70.81835611575424,75.38381064253092
13,2024-01-12 22:44:00,71.208,71.25,71.3,71.208,85981,1705070640,,,,,,,,,,,117.8894746226092,67.12005337675473,0.1652142857142859,70.81835611575424,75.28982300025599
14,2024-01-12 22:45:00,71.31,71.381,71.39,71.31,35937,1705070700,,,,,,,,,,,119.5285661614603,72.89954814704925,0.17457142857142877,70.81835611575424,72.76234648761499
15,2024-01-12 22:46:00,71.39,71.47,71.47,71.39,97432,1705070760,,,,,,,,,,,121.18132571706613,72.89954814704925,0.17457142857142877,70.81835611575424,72.55641048711678
16,2024-01-12 22:47:00,71.46,71.665,71.665,71.46,224766,1705070820,,,,,,,,,,,122.52692370454024,72.89954814704925,0.17457142857142877,70.81835611575424,72.2066383322254
17,2024-01-12 22:48:00,71.715,71.745,71.745,71.69,274092,1705070880,,,,,,,,,,,123.59896940160854,72.89954814704925,0.17457142857142877,70.81835611575424,71.49613666616278
18,2024-01-12 22:49:00,71.74,71.55,71.75,71.55,148054,1705070940,,,,,,,,,,,121.63801278359259,72.89954814704925,0.17457142857142877,70.81835611575424,70.53721301495514
19,2024-01-12 22:50:00,71.56,71.66,71.68,71.56,100516,1705071000,,1.0,,,,,,,,,121.303219114223,77.11082458955497,0.19485714285714348,70.81835611575424,66.21574709126182
20,2024-01-12 22:51:00,71.655,71.46,71.655,71.46,188259,1705071060,,,,,,,,,,,118.09775534687309,77.11082458955497,0.19485714285714348,70.81835611575424,64.44743510662812
21,2024-01-12 22:52:00,71.46,71.42,71.472,71.42,126407,1705071120,,,,,,,,,,,114.57293764814159,77.11082458955497,0.19485714285714348,70.81835611575424,57.33993982090716
22,2024-01-12 22:53:00,71.39,71.43,71.448,71.39,64433,1705071180,,,,,,,,,,,111.47010237469044,77.11082458955497,0.19485714285714348,70.81835611575424,48.531395091525624
23,2024-01-12 22:54:00,71.43,71.415,71.47,71.415,42749,1705071240,,,,,,,,,,,108.40315227613269,77.11082458955497,0.19485714285714348,70.81835611575424,40.85404613438075
24,2024-01-12 22:55:00,71.43,71.42,71.44,71.375,62659,1705071300,,,,,,,,,,,105.65522118421688,77.50391500530185,0.21092857142857163,70.81835611575424,33.272764575661036
25,2024-01-12 22:56:00,71.46,71.4,71.46,71.365,74100,1705071360,,,,,,,,,,,102.8502832772466,77.50391500530185,0.21092857142857163,70.81835611575424,27.618532196508617
