,dt,open,close,high,low,vol,ts
0,2022-05-26 21:31:00,135.49,135.284,138.971,135.28,4453650,1653571860
1,2022-05-26 21:32:00,135.32,135.93,135.93,135.32,758829,1653571920
2,2022-05-26 21:33:00,136.23,136.346,136.48,136.23,497945,1653571980
3,2022-05-26 21:34:00,136.07,135.78,136.07,135.78,395555,1653572040
4,2022-05-26 21:35:00,135.657,136.35,136.4,135.657,500810,1653572100
5,2022-05-26 21:36:00,136.39,136.754,136.754,136.39,441778,1653572160
6,2022-05-26 21:37:00,136.8,136.732,136.81,136.732,424540,1653572220
7,2022-05-26 21:38:00,136.685,137.17,137.241,136.64,500734,1653572280
8,2022-05-26 21:39:00,137.27,137.403,137.545,137.27,447293,1653572340
9,2022-05-26 21:40:00,137.32,137.255,137.32,137.15,373897,1653572400
10,2022-05-26 21:41:00,137.228,137.12,137.23,137.1,290045,1653572460
11,2022-05-26 21:42:00,137.019,137.04,137.1,137.019,224452,1653572520
12,2022-05-26 21:43:00,137.04,137.199,137.205,137.03,313260,1653572580
13,2022-05-26 21:44:00,137.29,137.24,137.45,137.24,288913,1653572640
14,2022-05-26 21:45:00,137.25,137.21,137.25,137.18,230894,1653572700
15,2022-05-26 21:46:00,137.411,137.412,137.51,137.411,439512,1653572760
16,2022-05-26 21:47:00,137.495,137.36,137.495,137.3,184732,1653572820
17,2022-05-26 21:48:00,137.37,137.79,137.81,137.37,449073,1653572880
18,2022-05-26 21:49:00,137.85,137.92,137.92,137.771,331924,1653572940
19,2022-05-26 21:50:00,137.79,138.05,138.11,137.79,400432,1653573000
20,2022-05-26 21:51:00,138.02,138.0,138.06,137.97,265424,1653573060
21,2022-05-26 21:52:00,138.09,138.06,138.25,138.06,308415,1653573120
22,2022-05-26 21:53:00,138.02,138.34,138.34,137.96,323924,1653573180
23,2022-05-26 21:54:00,138.32,138.45,138.45,138.3,481380,1653573240
24,2022-05-26 21:55:00,138.49,138.63,138.63,138.41,378235,1653573300
25,2022-05-26 21:56:00,138.58,138.46,138.59,138.46,215771,1653573360
26,2022-05-26 21:57:00,138.54,138.665,138.721,138.54,288217,1653573420
27,2022-05-26 21:58:00,138.66,138.74,138.828,138.66,220608,1653573480
28,2022-05-26 21:59:00,138.72,138.791,138.791,138.69,257642,1653573540
29,2022-05-26 22:00:00,138.83,138.761,138.83,138.72,184623,1653573600
30,2022-05-26 22:01:00,138.715,138.997,138.997,138.715,312759,1653573660
31,2022-05-26 22:02:00,138.96,139.05,139.05,138.93,342694,1653573720
32,2022-05-26 22:03:00,138.91,138.981,138.981,138.835,222122,1653573780
