,code,total_profit_rate
0,AAPL,0.000570909999999758
1,AMD,-0.0016593900000003714
2,BABA,0.0008590699999999618
3,GOOGL,-0.0012565199999999832
4,MSFT,-0.00020441000000004372
5,NVDA,0.016998849999999788
6,PDD,0.004010629999999571
7,TSLA,0.004794460000000056
8,平均,0.003014199999999842
