,0
code,NVDA
trade_days,12
win_days,7
win_sells,12
lose_sells,10
max_1d_profit,522.1599999999995
max_1d_lost,-914.8089999999992
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100186.555
total_profit_rate,0.0018655499999999936
buy_nums,20
sell_nums,22
avg_win_sell_profit,328.9301666666666
avg_lose_sell_profit,-376.06069999999977
