,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
149,2024-01-17 01:00:00,68.12,68.13,68.13,68.115,27802.0,1705424400,1.0,,,,,,,,,,10.313895741543078,0.1323882254236004,0.1364285714285722,13.64089375310094,-75.69178441583354,1,0,50068.03999999999,68.12:733.0;,68.12:733.0;,,0.0,68.12;
335,2024-01-17 04:06:00,67.94,67.94,67.94,67.915,27586.0,1705435560,,,,,,,,,,,13.279900398324628,33.954147571577614,0.0589999999999975,-7.409080141057942,-73.29158170168279,0,0,99868.06,,,67.94:733.0;,-131.940000000005,
383,2024-02-29 04:54:00,72.895,72.86,72.895,72.86,66851.0,1709153640,,,,,,,1.0,,,,24.465849867422374,10.694411208277389,0.0900714285714302,-11.467719382111696,-55.972849676499465,1,0,49934.985,72.895:685.0;,72.895:685.0;,,0.0,72.895;
386,2024-02-29 04:57:00,72.925,72.935,72.94,72.92,59204.0,1709153820,,,,,,,,,,,26.63265157228203,10.386349900282482,0.0997857142857157,-11.467719382111696,-25.439742117828693,0,0,99888.61,,,72.925:685.0;,20.55000000000078,72.965;
371,2024-03-01 04:42:00,72.18,72.19,72.19,72.18,24699.0,1709239320,,,,,1.0,,,,,,1.1424713176239578,8.916400359044289,0.0530714285714282,-33.0821502446765,-74.96275380363302,1,0,50012.229999999996,72.18:691.0;,72.18:691.0;,,0.0,72.18;
386,2024-03-01 04:57:00,72.395,72.38,72.395,72.38,45793.0,1709240220,,,,,,,,,,,78.77797848785305,16.217964997192148,0.0653571428571433,-33.0821502446765,84.41935503651828,0,0,100037.17499999999,,,72.395:691.0;,148.56499999999255,72.395;
313,2024-03-15 02:44:00,71.955,71.94,71.957,71.94,15818.0,1710441840,,,,,,,1.0,,,,0.6153624483887654,13.929044754126624,0.0742142857142858,-3.364420102343871,-76.71639501654998,1,0,50028.44999999999,71.955:695.0;,71.955:695.0;,,0.0,71.955;
342,2024-03-15 03:13:00,71.715,71.685,71.715,71.67,23389.0,1710443580,,,,,,,,,1.0,,-12.757567708109196,4.4414302780114525,0.0757857142857147,-8.996706426719697,-76.7093974134936,1,0,43.09499999998661,71.955:695.0;71.715:697.0;,71.715:697.0;,,0.0,71.992;71.715;
386,2024-03-15 03:57:00,71.79,71.785,71.79,71.74,144564.0,1710446220,,,,,,,,,,,92.208632077987,21.20744267964501,0.097142857142856,-13.423421493854876,77.99004730644089,0,0,99974.775,,,71.79:695.0;71.79:697.0;,-62.39999999999249,71.992;71.87;
100,2024-03-25 23:11:00,69.89,69.895,69.895,69.885,17646.0,1711379460,1.0,,,,,,,,,,0.4063867820556872,-6.7239486101678025,0.0901428571428561,-25.777293494779,-73.23778993202367,1,0,50003.424999999996,69.89:715.0;,69.89:715.0;,,0.0,69.89;
341,2024-03-26 03:12:00,69.81,69.795,69.81,69.785,33803.0,1711393920,,,,,,,,,,,-2.8060678352360213,49.29644480272837,0.0486428571428589,-31.42412214151311,-68.75337898983544,0,0,99917.575,,,69.81:715.0;,-57.19999999999878,
