,0
code,AAPL
trade_days,14
win_days,8
win_sells,10
lose_sells,6
max_1d_profit,455.0999999999983
max_1d_lost,-684.6099999999985
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100132.07
total_profit_rate,0.0013207000000001745
buy_nums,15
sell_nums,16
avg_win_sell_profit,166.60900000000044
avg_lose_sell_profit,-255.66999999999976
