,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
162,2024-02-22 01:13:00,67.26,66.873,67.26,66.873,446910.0,1708535580,,,,,1.0,,,,1.0,,-4.374917023570433,-2.943692081228761,0.1902142857142854,-24.050398150832805,-74.92903519895167,1,0,50025.82,67.26:743.0;,67.26:743.0;,,0.0,67.26;
165,2024-02-22 01:16:00,66.785,66.926,66.951,66.785,208172.0,1708535760,,,,,,,1.0,,,,-5.566727128218041,-5.103984673540751,0.2309999999999996,-24.050398150832805,-76.78625775087053,1,0,70.63999999999942,67.26:743.0;66.785:748.0;,66.785:748.0;,,0.0,67.26;66.785;
341,2024-02-22 04:12:00,66.253,66.317,66.317,66.239,204144.0,1708546320,,,,,,,,,,,-8.131564546420712,8.224800946584097,0.2346428571428589,-28.444078805292392,-76.87308479906328,0,0,98853.863,,,66.253:743.0;66.253:748.0;,-1146.137000000001,
6,2024-03-12 21:37:00,87.316,87.433,87.433,87.278,281136.0,1710250620,1.0,,,,,,,,,,82.74198690488532,17.256769401324178,0.5512142857142877,6.329686221027529,78.98799689707874,1,0,49433.007,87.316:566.0;,87.316:566.0;,,0.0,87.316;
39,2024-03-12 22:10:00,87.999,87.826,87.999,87.807,210804.0,1710252600,,1.0,,,,,,,,,97.6535419447514,64.56933400437725,0.7005714285714311,7.750397716506811,64.84469038838466,0,1,74336.72399999999,87.316:283.0;,,87.999:283;,193.28899999999794,88.058;
58,2024-03-12 22:29:00,88.446,88.581,88.639,88.446,275790.0,1710253740,,,,,,,,,,1.0,104.48267501473586,83.24223679835855,0.7263571428571447,7.750397716506811,49.01496916449061,0,1,99366.94199999998,,,88.446:283.0;,319.7899999999987,88.446;
9,2024-04-05 21:40:00,86.308,86.107,86.308,86.107,250817.0,1712324400,1.0,,,,,,,,,,66.89400494143759,-2.6901099227218594,0.5037857142857172,19.821612042872037,74.6215740305617,1,0,49739.841999999975,86.308:575.0;,86.308:575.0;,,0.0,86.308;
16,2024-04-05 21:47:00,87.209,87.127,87.273,87.095,156473.0,1712324820,,1.0,,,,,,,,,92.31076690859878,3.4372701299466826,0.5625714285714309,19.821612042872037,82.3656193706541,0,1,74856.03399999999,86.308:287.0;,,87.209:288;,259.4879999999989,87.294;
149,2024-04-06 00:00:00,88.224,88.228,88.26,88.221,61762.0,1712332800,,,,,,,,1.0,,1.0,105.93303460796918,97.56997361236344,0.2117142857142856,27.73377213367769,23.76162698931139,0,1,100176.32199999999,,,88.224:287.0;,549.8919999999991,88.233;
351,2024-04-16 03:22:00,86.249,86.359,86.359,86.233,110952.0,1713208920,,,1.0,,,,,,,,-6.029414158339279,-4.305248141255724,0.2406428571428601,17.947093001435064,-73.10296085408216,1,0,50151.90199999999,86.249:580.0;,86.249:580.0;,,0.0,86.249;
386,2024-04-16 03:57:00,86.135,86.178,86.178,86.127,132320.0,1713211020,,,,,,,,,,,35.946377904643725,-1.8765241219942297,0.2860000000000023,9.20679127099703,-68.77332034849249,0,0,100110.20199999999,,,86.135:580.0;,-66.11999999999426,86.647;
198,2024-04-18 00:49:00,84.555,84.663,84.663,84.555,128460.0,1713372540,,,1.0,,,,,,,,6.430896116484519,-15.751694951601516,0.2782857142857163,12.066991609810673,-72.77590019470226,1,0,50138.196999999986,84.555:591.0;,84.555:591.0;,,0.0,84.555;
359,2024-04-18 03:30:00,84.117,84.1,84.117,84.093,147844.0,1713382200,,,,,,,,,,,-10.131543778719935,21.212694286107045,0.317071428571427,-2.745921751848144,-78.08209527568768,0,0,99851.34399999998,,,84.117:591.0;,-258.8580000000014,
