,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
266,2024-02-14 02:57:00,144.485,144.52,144.52,144.445,31795,1707850620,1.0,,,,,,,,,,12.592442917940282,4.240860285532548,0.1520714285714299,16.701792087392306,-71.7990564435025,1,0,50008.189999999995,144.485:346.0;,144.485:346.0;,,0.0,144.485;
288,2024-02-14 03:19:00,144.02,144.1,144.1,144.02,25172,1707851940,,,,,1.0,,,,,,0.966173369945043,-5.369483532115034,0.1592857142857155,11.084854760311202,-60.43092367882285,1,0,33.249999999992724,144.485:346.0;144.02:347.0;,144.02:347.0;,,0.0,144.52;144.02;
350,2024-02-14 04:21:00,143.6,143.575,143.61,143.575,54880,1707855660,,,,,,,,,1.0,,-8.426557370630128,-5.944395380345767,0.2188571428571423,-1.046820593956312,-76.42842599832545,1,0,33.249999999992724,144.485:346.0;144.02:347.0;,,,0.0,144.578;144.578;
386,2024-02-14 04:57:00,144.745,144.815,144.87,144.745,166388,1707857820,,,,,,,,,,,125.1331419640076,22.23176858216189,0.2419285714285714,-6.23429268342008,75.800922849301,0,0,100341.535,,,144.745:346.0;144.745:347.0;,341.53499999999485,144.745;144.745;
199,2024-02-17 01:50:00,140.295,140.335,140.342,140.291,81001,1708105800,,,,,1.0,,,,,,-8.927973038926275,0.8751372147446119,0.1803571428571493,11.277941302728706,-74.9308758350959,1,0,50256.22000000001,140.295:357.0;,140.295:357.0;,,0.0,140.295;
318,2024-02-17 03:49:00,139.985,140.19,140.205,139.975,142292,1708112940,,,,,,,,,,,-10.229348664967418,61.12733773808161,0.155071428571426,8.112488745418581,-73.93086938128287,0,0,100230.86500000002,,,139.985:357.0;,-110.66999999999067,
193,2024-02-27 01:44:00,137.87,137.955,137.955,137.855,122560,1708969440,,,,,1.0,,,,,,-4.466460061345128,-12.026655910056412,0.189785714285713,9.80566020028104,-75.5160145380982,1,0,50184.055000000015,137.87:363.0;,137.87:363.0;,,0.0,137.87;
374,2024-02-27 04:45:00,137.665,137.705,137.705,137.635,114664,1708980300,,,,,,,,,,,16.103717515303472,38.83244727574518,0.1667857142857148,-12.030140371273106,-75.58177174011101,0,0,100156.45000000001,,,137.665:363.0;,-74.41500000000454,
190,2024-02-28 01:41:00,137.08,137.045,137.1,137.045,80292,1709055660,1.0,,,,,,,,,,5.828313098232908,15.16701591067769,0.1549285714285641,-22.36476598004677,-73.5537306889651,1,0,50122.25000000001,137.08:365.0;,137.08:365.0;,,0.0,137.08;
288,2024-02-28 03:19:00,138.425,138.4,138.425,138.39,27060,1709061540,,1.0,,,,,,,,,100.7714243633234,89.01711816154194,0.1557857142857191,-20.649307951121852,15.911273484338269,0,1,75454.02500000001,137.08:182.0;,,138.425:183;,246.1349999999998,138.45;
386,2024-02-28 04:57:00,138.645,138.735,138.745,138.645,149332,1709067420,,,,,,,,,,,62.223278262157024,111.44368590252336,0.1679999999999982,-11.664750338678992,-45.22961789017063,0,0,100687.41500000001,,,138.645:182.0;,284.8299999999996,139.014;
349,2024-04-05 03:20:00,151.404,151.33,151.41,151.33,65078,1712258400,,,,,,,,,1.0,,2.249028216379063,-2.563093171054433,0.3407142857142884,19.379347411352484,-76.47888370161164,1,0,50421.28700000001,151.404:332.0;,151.404:332.0;,,0.0,151.404;
373,2024-04-05 03:44:00,150.75,150.685,150.75,150.685,50684,1712259840,,,,,,,1.0,,,,5.38552082717516,-10.12925683246803,0.3149285714285729,11.762091318393118,-24.28386475020385,1,0,221.53700000001118,151.404:332.0;150.75:333.0;,150.75:333.0;,,0.0,151.404;150.75;
386,2024-04-05 03:57:00,150.495,150.34,150.495,150.34,202004,1712260620,,,,,,,,,,,5.735221586168329,-12.516155831401583,0.2820714285714294,11.762091318393118,41.16424283368727,0,0,100300.71200000001,,,150.495:332.0;150.495:333.0;,-386.70299999999577,151.404;150.86;
69,2024-04-16 22:40:00,153.455,153.36,153.455,153.34,56050,1713278400,1.0,,,,,,,,,,-14.980429490021336,9.934505942590413,0.4993571428571418,6.796343885996564,-77.90315910065662,1,0,50274.38200000001,153.455:326.0;,153.455:326.0;,,0.0,153.455;
242,2024-04-17 01:33:00,153.9,154.04,154.04,153.83,109933,1713288780,,,,,,,,,,,65.79812815662142,96.8186146204736,0.200571428571426,-2.106282686151289,-59.87588576369292,0,0,100445.782,,,153.9:326.0;,145.06999999999778,
256,2024-05-11 01:47:00,166.27,166.145,166.27,166.145,49796,1715363220,,,,,1.0,,,,,,-7.767574004960714,-10.9566748831935,0.2043571428571421,4.715063176366257,-75.26685307524436,1,0,50232.242000000006,166.27:302.0;,166.27:302.0;,,0.0,166.27;
