,0
code,MSFT
trade_days,8
win_days,2
win_sells,2
lose_sells,12
max_1d_profit,22.553999999996677
max_1d_lost,-386.96000000000606
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,99326.01999999999
total_profit_rate,-0.0067398000000000735
buy_nums,14
sell_nums,14
avg_win_sell_profit,15.596999999997479
avg_lose_sell_profit,-58.76450000000137
