,code,total_profit_rate
0,AAPL,0.00026275000000031135
1,AMD,-0.024929470000000453
2,BABA,0.003601990000000166
3,GOOGL,0.009034150000000185
4,MSFT,-0.011382510000000456
5,NVDA,0.03339355999999971
6,PDD,0.017091730000000194
7,TSLA,0.011706740000000382
8,平均,0.004847367500000005
