,0
code,GOOGL
trade_days,12
win_days,5
win_sells,9
lose_sells,11
max_1d_profit,750.5029999999962
max_1d_lost,-280.81999999999454
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100903.41500000001
total_profit_rate,0.009034150000000185
buy_nums,18
sell_nums,20
avg_win_sell_profit,255.5108888888888
avg_lose_sell_profit,-126.92572727272733
