,dt,open,close,high,low,vol,turnover,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,atr5,jw30,baijiao,buy_signal,sell_signal,cash,chicang,buy_detail,sell_detail,profit,max_zhiying_prices
6,2024-03-12 21:37:00,87.316,87.433,87.433,87.278,281136.0,245538304.0,1710250620,1.0,,,,,,,,,,82.74198690488532,17.256769401324178,0.5512142857142877,6.329686221027529,78.98799689707874,1,0,50055.248,87.316:572.0;,87.316:572.0;,,0.0,87.316;
13,2024-03-12 21:44:00,87.227,86.69,87.227,86.69,476823.0,414780928.0,1710251040,,,,,,,,,,,84.50353582083366,26.288824746424005,0.5533571428571459,6.329686221027529,70.15398014743153,0,0,99949.092,,,87.227:572.0;,-50.90799999999922,
9,2024-04-05 21:40:00,86.308,86.107,86.308,86.107,250817.0,216349440.0,1712324400,1.0,,,,,,,,,,66.89400494143759,-2.6901099227218594,0.5037857142857172,19.821612042872037,74.6215740305617,1,0,49976.76,86.308:579.0;,86.308:579.0;,,0.0,86.308;
10,2024-04-05 21:41:00,86.073,86.26,86.26,86.052,306725.0,264034304.0,1712324460,,,,,,,,,,,64.76021259184796,-2.6901099227218594,0.5037857142857172,19.821612042872037,64.1938270221642,0,0,99813.027,,,86.073:579.0;,-136.0650000000079,
351,2024-04-16 03:22:00,86.249,86.359,86.359,86.233,110952.0,95477760.0,1713208920,,,1.0,,,,,,,,-6.029414158339279,-4.305248141255724,0.2406428571428601,17.947093001435064,-73.10296085408216,1,0,49961.105,86.249:578.0;,86.249:578.0;,,0.0,86.249;
357,2024-04-16 03:28:00,86.237,86.215,86.262,86.201,62312.0,53526528.0,1713209280,,,,,,,,,,,0.9492798344623524,-4.46388463366187,0.2405714285714322,17.947093001435064,-55.69529366359977,0,0,99806.091,,,86.237:578.0;,-6.936000000000263,
198,2024-04-18 00:49:00,84.555,84.663,84.663,84.555,128460.0,108320768.0,1713372540,,,1.0,,,,,,,,6.430896116484519,-15.751694951601516,0.2782857142857163,12.066991609810673,-72.77590019470226,1,0,49918.640999999996,84.555:590.0;,84.555:590.0;,,0.0,84.555;
210,2024-04-18 01:01:00,84.649,84.717,84.731,84.649,123740.0,104404992.0,1713373260,,,,,,,,,,,42.064474758788826,-12.613446999743104,0.2812857142857154,8.211060027789003,75.8019664178393,0,0,99861.551,,,84.649:590.0;,55.45999999999651,
8,2024-04-18 21:39:00,83.52,83.02,83.52,83.02,452798.0,376848640.0,1713447540,1.0,,,,,,,,1.0,,13.026996965823116,16.62140427822284,0.671999999999999,4.39544766459391,-75.48830199919814,1,0,50000.11100000001,83.52:597.0;,83.52:597.0;,,0.0,83.52;
9,2024-04-18 21:40:00,82.905,82.604,82.905,82.604,912061.0,754240512.0,1713447600,,,,,,,,,,,9.256743450533603,12.839730020471784,0.7764285714285707,4.39544766459391,-76.88601574150636,0,0,99494.39600000001,,,82.905:597.0;,-367.15499999999696,
