,0
code,GOOGL
trade_days,12
win_days,6
win_sells,10
lose_sells,10
max_1d_profit,750.5029999999962
max_1d_lost,-344.4699999999929
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100815.978
total_profit_rate,0.00815977999999995
buy_nums,18
sell_nums,20
avg_win_sell_profit,245.60099999999957
avg_lose_sell_profit,-164.00319999999934
