,0
code,NVDA
trade_days,13
win_days,5
win_sells,11
lose_sells,12
max_1d_profit,1530.4780000000042
max_1d_lost,-913.2499999999992
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100059.293
total_profit_rate,0.000592930000000047
buy_nums,22
sell_nums,23
avg_win_sell_profit,387.9631818181815
avg_lose_sell_profit,-350.6918333333324
