,0
code,AAPL
trade_days,14
win_days,6
win_sells,7
lose_sells,8
max_1d_profit,195.87399999999502
max_1d_lost,-130.98000000000076
start_day,20240102
end_day,20240801
start_cash,100000
end_cash,100356.89199999999
total_profit_rate,0.0035689199999999754
buy_nums,15
sell_nums,15
avg_win_sell_profit,90.0054285714265
avg_lose_sell_profit,-34.143249999998844
