,0
code,GOOGL
trade_days,42
win_days,12
win_sells,19
lose_sells,39
max_1d_profit,379.38999999999726
max_1d_lost,-353.34000000000145
start_day,20240102
end_day,20240830
start_cash,100000
end_cash,99285.99899999997
total_profit_rate,-0.0071400100000003075
buy_nums,58
sell_nums,58
avg_win_sell_profit,87.54552631578849
avg_lose_sell_profit,-60.95810256410266
