,0
code,MSFT
trade_days,34
win_days,8
win_sells,14
lose_sells,34
max_1d_profit,112.85999999998808
max_1d_lost,-246.9910000000021
start_day,20240102
end_day,20240830
start_cash,100000
end_cash,98791.89099999997
total_profit_rate,-0.012081090000000239
buy_nums,51
sell_nums,49
avg_win_sell_profit,28.97228571428539
avg_lose_sell_profit,-47.46238235294061
